N	2gram	Voloshinov	EvropaiE
1	и в	42	37
2	в отношении	2	32
3	в пределах	2	25
4	точки зрения	11	23
5	не только	28	18
6	с точки	5	17
7	в то	9	16
8	хотя бы	18	15
9	то же	16	15
10	но в	5	14
11	но и	16	14
12	и не	14	14
13	же время	7	14
14	в качестве	4	14
15	в этом	10	12
16	в том	3	11
17	в их	2	11
18	в области	6	11
19	так и	7	10
20	так же	4	9
21	не может	13	9
22	отнюдь не	10	9
23	в себе	10	9
24	прежде всего	22	9
25	только в	7	9
26	между тем	3	8
27	в ее	3	8
28	было бы	7	8
29	в своей	2	8
30	к тому	4	8
31	по своему	3	7
32	также и	2	7
33	как и	12	7
34	так как	8	7
35	того что	4	7
36	том что	3	6
37	во всех	6	6
38	то есть	5	6
39	и даже	3	6
40	может быть	13	6
41	и на	7	6
42	того чтобы	7	6
43	для того	9	6
44	то что	9	6
45	как бы	30	6
46	вовсе не	2	6
47	но не	2	5
48	тем самым	8	5
49	и потому	2	5
50	в той	5	5
51	как мы	10	5
52	не в	6	5
53	в частности	3	5
54	одной из	2	5
55	сказать что	3	4
56	в каком	2	4
57	вопрос о	2	4
58	или иного	5	4
59	или иной	6	4
60	можно сказать	4	4
61	независимо от	5	4
62	в процессе	6	4
63	в самом	5	4
64	но даже	2	4
65	мы не	9	4
66	иными словами	2	4
67	в ней	8	4
68	для нас	3	4
69	несмотря на	3	4
70	той или	4	4
71	как это	5	4
72	того или	5	4
73	никогда не	7	3
74	с тем	8	3
75	и от	7	3
76	и для	3	3
77	ни на	3	3
78	в данной	4	3
79	приближается к	3	3
80	о том	4	3
81	очевидно что	2	3
82	в которых	2	3
83	в будущем	3	3
84	не из	2	3
85	ту или	4	3
86	можно было	4	3
87	бы и	2	3
88	в свою	6	3
89	и к	4	3
90	мы можем	7	3
91	не будет	3	3
92	из них	3	3
93	место в	2	3
94	мы видели	5	3
95	что и	3	3
96	во второй	3	3
97	и тем	7	3
98	тем что	2	3
99	этом отношении	2	3
100	не является	5	3
101	или иную	4	3
102	потому что	7	3
103	себе в	2	3
104	представляет собой	2	3
105	заключает в	4	3
106	как в	3	3
107	связано с	2	3
108	в мире	2	2
109	на этот	2	2
110	в его	6	2
111	не есть	2	2
112	и этот	2	2
113	долгое время	3	2
114	что это	4	2
115	и то	5	2
116	к нему	2	2
117	помнить что	2	2
118	а в	5	2
119	с этим	2	2
120	мы должны	10	2
121	с другими	2	2
122	в котором	3	2
123	заметить что	3	2
124	но как	2	2
125	в своих	2	2
126	одну и	2	2
127	и поэтому	3	2
128	и с	5	2
129	бы в	6	2
130	этот вопрос	2	2
131	не нужно	2	2
132	не говоря	2	2
133	между ними	3	2
134	в значительной	2	2
135	по своей	2	2
136	в одном	4	2
137	и ту	2	2
138	и как	10	2
139	что же	8	2
140	целый ряд	3	2
141	есть не	2	2
142	если бы	4	2
143	для них	2	2
144	в этих	2	2
145	жизни и	3	2
146	или хотя	2	2
147	еще более	2	2
148	как не	2	2
149	а не	7	2
150	мы видим	4	2
151	и наконец	5	2
152	свою очередь	4	2
153	точка зрения	4	2
154	этот процесс	2	2
155	и все	4	2
156	влияние на	4	2
157	или в	2	2
158	в идеологическом	2	2
159	таким образом	8	2
160	он не	2	2
161	главным образом	3	2
162	случаях когда	2	2
163	и эта	3	2
164	что эти	3	2
165	ведь и	2	2
166	не к	4	2
167	в этой	6	2
168	между собой	2	2
169	всего в	4	2
170	хотя и	3	2
171	в какой	2	2
172	к той	3	2
173	вместе с	5	2
174	при условии	2	2
