N	2gram	Trubetskoy	Psycholo
1	то что	13	193
2	и в	14	190
3	в том	17	163
4	что в	4	123
5	потому что	5	114
6	том что	9	113
7	и что	2	108
8	может быть	9	107
9	таким образом	11	102
10	в этом	17	100
11	в самом	3	82
12	как бы	4	80
13	для того	6	78
14	того чтобы	8	78
15	что он	6	76
16	не только	9	75
17	на то	5	73
18	и не	19	73
19	самом деле	7	70
20	и т	3	69
21	точки зрения	11	69
22	не может	22	68
23	так как	4	63
24	так же	2	63
25	было бы	5	56
26	если бы	6	55
27	то же	11	54
28	о том	7	54
29	при этом	5	52
30	как и	4	51
31	что и	3	50
32	а не	2	50
33	что это	3	49
34	только в	5	46
35	по себе	2	46
36	к тому	7	45
37	не в	4	45
38	в этой	4	43
39	ясно что	2	43
40	никогда не	5	42
41	вместе с	4	41
42	но и	10	40
43	того что	3	39
44	и как	3	36
45	с тем	6	35
46	и если	7	34
47	как на	8	34
48	что все	3	33
49	все же	4	33
50	тому что	2	33
51	все это	6	32
52	в себе	9	32
53	в ней	2	31
54	в его	4	31
55	он не	5	31
56	для нас	2	31
57	как будто	2	30
58	и для	6	29
59	с точки	9	29
60	в нем	5	29
61	что они	3	28
62	и то	4	28
63	мы можем	2	28
64	в своих	6	27
65	а в	5	27
66	и на	5	27
67	так что	2	26
68	совершенно не	2	26
69	жизни и	4	25
70	указывает на	2	24
71	до сих	5	24
72	тем что	3	24
73	в своем	6	23
74	сих пор	5	23
75	для этого	3	23
76	целый ряд	2	23
77	из этого	3	23
78	что оно	3	23
79	и даже	2	22
80	с этим	2	22
81	между тем	5	22
82	из них	3	22
83	в своей	5	21
84	и вот	2	21
85	в конце	3	21
86	том чтобы	3	21
87	ни в	2	21
88	в котором	2	21
89	и только	5	21
90	она не	2	20
91	все эти	2	20
92	в то	10	20
93	несмотря на	3	20
94	мы должны	7	19
95	у него	2	19
96	мы уже	2	19
97	на самом	6	18
98	но в	2	18
99	что с	2	18
100	но не	4	18
101	можно было	4	18
102	и есть	2	18
103	одна из	3	17
104	что для	3	17
105	во всяком	9	17
106	из этих	3	17
107	но это	2	17
108	и о	2	17
109	сводится к	3	16
110	и к	6	16
111	от того	4	16
112	и тем	2	16
113	из которых	5	16
114	то это	3	16
115	в таком	2	16
116	и потому	3	15
117	еще не	3	15
118	не могут	4	15
119	о которых	3	15
120	только на	2	15
121	в частности	2	15
122	во всех	5	15
123	в результате	2	15
124	для него	6	15
125	не можем	2	15
126	о котором	3	15
127	не просто	2	15
128	стоит только	2	14
129	факт что	2	14
130	это только	2	14
131	должна быть	2	14
132	хотя бы	5	14
133	главным образом	3	14
134	по существу	5	14
135	с ним	2	14
136	прежде всего	8	14
137	это есть	2	14
138	в области	2	14
139	всяком случае	6	14
140	или в	3	14
141	в совершенно	4	14
142	а с	2	13
143	речь идет	2	13
144	именно в	3	13
145	этот вопрос	2	13
146	отнюдь не	7	13
147	со стороны	4	13
148	знаем что	3	13
149	но если	3	12
150	по самому	2	12
151	и этот	3	12
152	состоит в	2	12
153	совершенно очевидно	2	12
154	в этих	2	12
155	их в	2	12
156	конце концов	3	12
157	тот факт	2	12
158	тогда когда	4	12
159	это в	2	12
160	и с	7	12
161	он должен	5	11
162	были бы	2	11
163	и сейчас	3	11
164	не будет	7	11
165	ли это	4	11
166	но совершенно	2	11
167	его в	4	11
168	но мы	3	11
169	на это	2	11
170	не было	3	11
171	конечно не	5	11
172	данном случае	3	10
173	от него	2	10
174	в другом	3	10
175	противоречие с	2	10
176	не так	2	10
177	тому чтобы	4	10
178	представить себе	2	10
179	том и	2	10
180	отличается от	2	10
181	во всем	4	10
182	в их	4	10
183	в данном	7	10
184	должно быть	3	10
185	именно на	2	10
186	ее в	2	10
187	и от	2	10
188	вопрос о	5	9
189	тем самым	2	9
190	в силу	2	9
191	на основании	2	9
192	том случае	4	9
193	и по	3	9
194	и наконец	2	9
195	не есть	3	9
196	если же	2	9
197	мы говорили	3	9
198	к чему	2	9
199	в виде	3	9
200	по этому	2	9
201	точно так	2	9
202	его и	2	9
203	не к	2	9
204	из всех	2	8
205	что же	4	8
206	и во	3	8
207	чтобы понять	2	8
208	и тот	2	8
209	себе и	4	8
210	и более	2	8
211	в сознании	3	8
212	в противоречие	2	8
213	согласиться с	2	8
214	с другом	14	8
215	место в	2	8
216	во время	2	8
217	больше чем	2	8
218	к нему	2	8
219	друг с	14	8
220	приходит к	3	7
221	бы его	2	7
222	для всех	6	7
223	связи с	3	7
224	того или	2	7
225	к которой	6	7
226	время в	2	7
227	себя и	5	7
228	принадлежат к	2	7
229	отказаться от	4	7
230	что только	2	7
231	что такое	2	7
232	все что	4	7
233	и при	6	7
234	от этой	2	7
235	и те	2	7
236	в качестве	3	7
237	признать что	6	7
238	случае если	3	7
239	в течение	2	7
240	к этой	4	7
241	на том	3	7
242	нисколько не	2	6
243	для нее	2	6
244	людей и	2	6
245	смотреть на	4	6
246	а потому	5	6
247	или менее	4	6
248	и ни	3	6
249	только с	2	6
250	и вместе	2	6
251	да и	3	6
252	или иного	2	6
253	всех этих	3	6
254	сама по	2	6
255	более или	4	6
256	уже не	2	6
257	приводит к	4	6
258	говорить о	3	6
259	на эту	2	5
260	том же	2	5
261	точку зрения	4	5
262	лучшем случае	3	5
263	в других	2	5
264	к такому	2	5
265	между собой	5	5
266	если в	6	5
267	то в	3	5
268	идет речь	4	5
269	и является	2	5
270	все они	3	5
271	только для	2	5
272	когда они	4	5
273	но даже	2	5
274	бы то	4	5
275	зависит от	2	5
276	можно ли	3	5
277	но она	2	5
278	себя в	4	5
279	она может	3	5
280	в лучшем	3	5
281	так чтобы	3	5
282	и тогда	2	5
283	ни одна	3	5
284	отношения к	2	5
285	бы для	2	4
286	или от	2	4
287	сделать это	2	4
288	благодаря этому	2	4
289	в глазах	2	4
290	зависимость от	2	4
291	если не	2	4
292	если только	2	4
293	за то	2	4
294	в настоящее	2	4
295	но для	2	4
296	по отношению	2	4
297	с уверенностью	2	4
298	говоря о	2	4
299	что может	3	4
300	настоящее время	2	4
301	себя как	2	4
302	может не	3	4
303	в порядке	2	4
304	одной из	3	4
305	отношении к	2	4
306	в мире	4	4
307	а между	5	4
308	в корне	4	4
309	в некоторых	2	4
310	же время	10	4
311	свое собственное	2	4
312	не о	2	3
313	для себя	2	3
314	друг от	2	3
315	от нас	2	3
316	участие в	2	3
317	стремление к	7	3
318	естественно что	2	3
319	тем чтобы	3	3
320	и состоит	2	3
321	и должно	2	3
322	к себе	2	3
323	ни к	7	3
324	к той	2	3
325	понять что	2	3
326	на почве	2	3
327	от друга	2	3
328	которой он	4	3
329	уже указали	2	3
330	даже не	2	3
331	ко всем	3	3
332	этом случае	3	3
333	он сам	3	3
334	бы ни	2	3
335	в таких	2	3
336	на земле	4	3
337	во что	3	3
338	быть и	2	3
339	другом и	2	3
340	то ни	4	3
341	последнее время	2	3
342	лежит не	2	2
343	жизни в	5	2
344	что бы	3	2
345	он будет	4	2
346	всю свою	2	2
347	следовательно и	2	2
348	общественной жизни	2	2
349	вопросу о	3	2
350	на этой	2	2
351	эти самые	2	2
352	взгляде на	2	2
353	при том	4	2
354	для них	3	2
355	в борьбе	2	2
356	отметить что	2	2
357	значительной мере	2	2
358	во многих	2	2
359	только к	3	2
360	в значительной	3	2
361	бы нас	2	2
362	что такой	4	2
363	в положении	3	2
364	точке зрения	3	2
365	на которой	2	2
366	собой все	2	2
367	на такой	2	2
368	ни от	2	2
369	приводят к	2	2
370	так часто	2	2
371	друг другу	2	2
372	они стараются	2	2
373	другом случае	2	2
374	она будет	2	2
375	или иной	5	2
