N	2gram	Voloshinov	Problemy
1	и в	42	106
2	и не	14	90
3	как бы	30	70
4	может быть	13	66
5	в его	6	56
6	в этом	10	52
7	в нем	6	51
8	не может	13	49
9	что он	2	44
10	как и	12	44
11	но и	16	40
12	точки зрения	11	40
13	для него	3	39
14	и его	7	39
15	а не	7	38
16	не только	28	36
17	то же	16	36
18	в пределах	2	35
19	то что	9	33
20	но в	5	33
21	прежде всего	22	32
22	в то	9	29
23	все это	4	29
24	он не	2	29
25	и все	4	28
26	не в	6	27
27	в одном	4	27
28	же время	7	26
29	к нему	2	25
30	с точки	5	25
31	в самом	5	25
32	и с	5	25
33	самом деле	5	24
34	с самим	2	24
35	вовсе не	2	24
36	слова и	5	23
37	и на	7	23
38	таким образом	8	22
39	в каждом	4	22
40	как мы	10	21
41	никогда не	7	20
42	все же	9	20
43	потому что	7	20
44	только в	7	20
45	с его	8	19
46	отношению к	2	19
47	слова в	6	19
48	что же	8	19
49	на самом	3	18
50	в себе	10	18
51	по отношению	2	18
52	все эти	3	18
53	уже не	4	18
54	еще не	3	18
55	но не	2	18
56	это не	3	17
57	в том	3	17
58	так и	7	17
59	а в	5	17
60	и к	4	17
61	с ним	2	17
62	так же	4	16
63	если бы	4	16
64	в своей	2	16
65	до конца	2	15
66	и наконец	5	15
67	и для	3	15
68	в отношении	2	14
69	так как	8	14
70	другого человека	2	14
71	в конце	6	14
72	лишь в	4	14
73	и сам	2	14
74	его в	4	13
75	перед нами	3	13
76	и это	8	13
77	в целом	4	13
78	с другими	2	13
79	в мире	2	13
80	на него	4	13
81	но все	5	13
82	точка зрения	4	13
83	том что	3	12
84	слово в	2	12
85	ничего не	8	12
86	к тому	4	12
87	между тем	3	12
88	не знает	3	12
89	что и	3	12
90	при этом	9	12
91	было бы	7	12
92	так сказать	4	12
93	но это	2	12
94	и даже	3	12
95	и как	10	12
96	и слово	3	12
97	как в	3	12
98	себе и	2	12
99	в котором	3	12
100	в форме	6	11
101	слово и	3	11
102	конце концов	3	11
103	этого слова	3	11
104	бы и	2	11
105	это слово	2	11
106	должно быть	2	11
107	бы в	6	11
108	тем что	2	11
109	или как	6	11
110	их в	3	11
111	мы уже	11	11
112	отношение к	2	10
113	в него	2	10
114	ведь и	2	10
115	самого начала	4	10
116	слово не	4	10
117	как не	2	10
118	сих пор	2	10
119	той же	7	10
120	в слове	4	10
121	и потому	2	9
122	с самого	4	9
123	или в	2	9
124	хотя и	3	9
125	да и	4	9
126	хотя бы	18	9
127	человека в	2	9
128	что у	3	9
129	точек зрения	5	9
130	зрения на	3	9
131	в той	5	9
132	мы должны	10	8
133	но как	2	8
134	уже в	5	8
135	в кругозор	2	8
136	того что	4	8
137	здесь не	2	8
138	несмотря на	3	8
139	и от	7	8
140	что это	4	8
141	все время	5	8
142	и он	2	8
143	мы увидим	5	8
144	был бы	2	8
145	о том	4	8
146	и так	6	8
147	из них	3	8
148	вопрос о	2	7
149	были бы	4	7
150	и следовательно	5	7
151	в этих	2	7
152	но эта	2	7
153	в их	2	7
154	к своему	4	7
155	точку зрения	6	7
156	в виду	3	7
157	его и	3	7
158	в процессе	6	7
159	только на	3	7
160	между ними	3	7
161	тот же	2	7
162	сказать что	3	7
163	в жизни	2	7
164	друг другу	2	7
165	и их	5	7
166	во всех	6	7
167	на этот	2	7
168	слова о	3	7
169	не было	2	7
170	может стать	3	6
171	а с	5	6
172	выражение в	3	6
173	на его	6	6
174	себя в	4	6
175	должна была	2	6
176	и здесь	3	6
177	для этого	2	6
178	и нет	2	6
179	не становится	3	6
