N	2gram	Ircho_Kome	Psycholo
1	то что	5	193
2	и в	37	190
3	в том	24	163
4	что в	11	123
5	потому что	19	114
6	том что	22	113
7	и что	8	108
8	может быть	14	107
9	таким образом	16	102
10	в этом	18	100
11	все время	3	86
12	в самом	17	82
13	как бы	7	80
14	для того	9	78
15	того чтобы	9	78
16	что он	15	76
17	не только	13	75
18	на то	3	73
19	и не	28	73
20	что она	10	71
21	самом деле	13	70
22	и т	5	69
23	точки зрения	8	69
24	не может	9	68
25	если мы	2	66
26	так как	16	63
27	так же	8	63
28	было бы	7	56
29	если бы	18	55
30	и мы	5	54
31	то же	14	54
32	о том	21	54
33	при этом	11	52
34	как и	10	51
35	что и	12	50
36	а не	5	50
37	только в	3	46
38	в сущности	3	46
39	сказать что	4	46
40	к тому	11	45
41	не в	7	45
42	в этой	7	43
43	ясно что	12	43
44	никогда не	5	42
45	и все	6	42
46	вместе с	16	41
47	как это	5	40
48	но и	18	40
49	как раз	9	39
50	т п	5	38
51	же самое	3	38
52	и это	4	37
53	мы видим	2	37
54	и как	3	36
55	с тем	6	35
56	вовсе не	6	34
57	и если	3	34
58	и его	10	34
59	когда он	5	33
60	все же	9	33
61	тому что	5	33
62	все это	7	32
63	в себе	4	32
64	в ней	7	31
65	мы не	6	31
66	в его	12	31
67	он не	11	31
68	для нас	7	31
69	никак не	2	30
70	как будто	3	30
71	как в	4	30
72	с одной	5	29
73	и для	7	29
74	с точки	6	29
75	одной стороны	4	29
76	в нем	8	29
77	что мы	4	28
78	и когда	2	28
79	что они	3	28
80	мы можем	7	28
81	в основе	3	27
82	с другой	5	27
83	в своих	4	27
84	а в	12	27
85	и на	6	27
86	так что	7	26
87	совершенно не	2	26
88	и здесь	11	25
89	только что	11	25
90	до конца	4	24
91	в целом	4	24
92	до сих	12	24
93	тем что	12	24
94	в своем	9	23
95	сих пор	12	23
96	для этого	3	23
97	целый ряд	5	23
98	из этого	2	23
99	могут быть	3	23
100	один из	6	23
101	и даже	6	22
102	как она	2	22
103	что у	2	22
104	с этим	5	22
105	между тем	6	22
106	из них	11	22
107	в своей	6	21
108	как мы	6	21
109	и вот	3	21
110	в конце	14	21
111	том чтобы	4	21
112	ни в	14	21
113	в котором	6	21
114	в которых	7	21
115	что эта	2	21
116	той же	2	21
117	в двух	7	21
118	она не	3	20
119	в то	14	20
120	тот же	11	20
121	это не	3	20
122	дело с	4	20
123	несмотря на	7	20
124	мы имеем	4	20
125	другой стороны	2	20
126	на этом	3	20
127	в ее	3	19
128	он говорит	3	19
129	в какой	4	19
130	у него	10	19
131	в одном	3	19
132	но в	7	18
133	был бы	4	18
134	что с	4	18
135	но не	9	18
136	в которой	6	18
137	с этой	5	18
138	можно было	3	18
139	действующих лиц	7	18
140	и есть	3	18
141	в виду	3	17
142	что для	7	17
143	во всяком	3	17
144	из этих	2	17
145	и о	3	17
146	время как	3	17
147	так и	4	16
148	самого начала	5	16
149	не имеет	6	16
150	говорит о	2	16
151	и к	4	16
152	от того	2	16
153	и тем	4	16
154	из которых	7	16
155	то это	5	16
156	к этому	11	16
157	с самого	5	16
158	в таком	2	16
159	и потому	2	15
160	мы знаем	2	15
161	еще не	10	15
162	не могут	2	15
163	далеко не	3	15
164	на примере	2	15
165	в частности	4	15
166	в них	6	15
167	во всех	4	15
168	в результате	2	15
169	должна быть	2	14
170	хотя бы	5	14
171	столь же	5	14
172	главным образом	2	14
173	по существу	4	14
174	с ним	10	14
175	прежде всего	7	14
176	в области	3	14
177	того как	5	14
178	бы в	5	14
179	этом отношении	2	14
180	такой же	2	14
181	всяком случае	3	14
182	то время	3	14
183	этих двух	2	14
184	но он	3	14
185	должен был	6	13
186	как он	5	13
187	а с	2	13
188	речь идет	5	13
189	этот вопрос	2	13
190	отнюдь не	5	13
191	едва ли	16	13
192	со стороны	16	13
193	и он	5	13
194	в той	2	13
195	но если	3	12
196	идет о	3	12
197	состоит в	2	12
198	того же	9	12
199	действия и	2	12
200	в этих	2	12
201	их в	3	12
202	конце концов	3	12
203	может служить	2	12
204	в свою	12	12
205	ничего не	6	12
206	не менее	9	12
207	что не	5	12
208	и до	2	12
209	и может	2	12
210	например в	3	12
211	я не	4	12
212	что по	2	12
213	это в	2	12
214	об этом	12	12
215	что его	10	12
216	в конечном	2	12
217	и с	5	12
218	как только	2	12
219	образом и	2	11
220	и поэтому	5	11
221	как к	3	11
222	отличие от	5	11
223	исходя из	2	11
224	не будет	2	11
225	по сравнению	3	11
226	сравнению с	3	11
227	его в	9	11
228	была бы	2	11
229	с его	6	11
230	на это	3	11
231	конечном счете	3	11
232	на этот	6	11
233	раз в	3	11
234	уже в	3	11
235	не было	6	11
236	конечно не	4	11
237	от него	2	10
238	в тех	4	10
239	в другом	2	10
240	что ни	7	10
241	не так	4	10
242	представить себе	2	10
243	не является	5	10
244	во всем	2	10
245	трагедии и	2	10
246	в одной	2	10
247	и у	4	10
248	в их	5	10
249	по мнению	2	10
250	и от	3	10
251	мы в	3	10
252	тому же	11	10
253	бы не	3	9
254	вопрос о	2	9
255	и ее	3	9
256	в силу	2	9
257	на основании	3	9
258	на его	5	9
259	и дальше	2	9
260	и по	3	9
261	под влиянием	2	9
262	мы найдем	3	9
263	на него	6	9
264	каждого из	3	9
265	но все	5	9
266	должен быть	2	9
267	роль в	3	9
268	если же	2	9
269	о чем	11	9
270	в чем	7	9
271	по своему	3	9
272	ответ на	7	9
273	по этому	3	9
274	из его	3	9
275	его и	3	9
276	в отличие	3	9
277	по его	2	9
278	из всех	3	8
279	из того	3	8
280	именно потому	2	8
281	такое же	2	8
282	что же	2	8
283	и во	3	8
284	которой мы	2	8
285	и эта	2	8
286	и тот	6	8
287	стороны и	4	8
288	наряду с	4	8
289	тем же	3	8
290	представление о	2	8
291	том как	5	8
292	с другом	3	8
293	он в	2	8
294	на сцене	7	8
295	во время	8	8
296	больше чем	4	8
297	из двух	3	8
298	к нему	8	8
299	друг с	3	8
300	меньше всего	5	8
301	о ней	2	7
302	его мнению	2	7
303	приходит к	2	7
304	не как	2	7
305	что здесь	2	7
306	себе не	2	7
307	свою очередь	10	7
308	от себя	2	7
309	одно из	3	7
310	в руках	3	7
311	они не	2	7
312	здесь в	2	7
313	связи с	5	7
314	только один	2	7
315	себя и	2	7
316	за ним	3	7
317	и почему	3	7
318	принадлежат к	2	7
319	отказаться от	3	7
320	все что	6	7
321	представляет собой	5	7
322	если он	3	7
323	какой мере	2	7
324	же в	3	7
325	рассказывает о	2	7
326	согласии с	2	7
327	а как	2	7
328	в глаза	3	7
329	а на	3	7
330	в качестве	4	7
331	признать что	5	7
332	но при	2	7
333	к ним	5	7
334	и там	3	7
335	до тех	5	7
336	времени и	2	7
337	со всеми	2	7
338	в течение	3	7
339	к этой	2	7
340	с которым	3	7
341	в каждом	3	7
342	в отношении	4	6
343	нисколько не	3	6
344	отношение к	7	6
345	то мы	2	6
346	еще более	4	6
347	людей и	2	6
348	материал для	2	6
349	или его	2	6
350	и без	2	6
351	не могла	3	6
352	за пределы	3	6
353	из самых	2	6
354	тем не	3	6
355	каждой из	4	6
356	как не	2	6
357	иначе как	2	6
358	или менее	2	6
359	начинает с	2	6
360	только после	3	6
361	один и	3	6
362	у меня	5	6
363	не дает	5	6
364	без всякого	2	6
365	даже в	3	6
366	совпадают с	4	6
367	она должна	2	6
368	таким путем	2	6
369	нуждается в	2	6
370	после этого	2	6
371	ничем не	4	6
372	для понимания	3	6
373	больше того	2	6
374	она была	2	6
375	тех пор	5	6
376	о его	4	6
377	он был	6	6
378	образом в	2	6
379	да и	3	6
380	независимо от	4	6
381	х годов	2	6
382	к ней	9	6
383	никто не	2	6
384	что касается	5	6
385	более или	2	6
386	ее на	2	6
387	что я	5	6
388	к его	4	6
389	приводит к	4	6
390	только как	2	6
391	говорить о	6	6
392	либо в	4	6
393	одного из	4	5
394	что ему	4	5
395	по тому	4	5
396	человека и	2	5
397	как из	3	5
398	все равно	3	5
399	между ними	4	5
400	том же	2	5
401	ни одной	2	5
402	в каждой	2	5
403	на вопрос	5	5
404	знает что	2	5
405	надо было	3	5
406	в других	4	5
407	что тот	2	5
408	она и	2	5
409	между собой	5	5
410	а затем	4	5
411	если в	4	5
412	и теперь	2	5
413	идет речь	2	5
414	это делает	2	5
415	только для	2	5
416	я говорю	2	5
417	не мог	2	5
418	в другой	5	5
419	не следует	2	5
420	не знает	7	5
421	бы то	3	5
422	чем в	5	5
423	тем как	2	5
424	его не	3	5
425	бы по	2	5
426	представляют собой	3	5
427	и еще	4	5
428	хотя и	6	5
429	конечно в	2	5
430	себя в	3	5
431	из этой	2	5
432	дело не	2	5
433	но еще	2	5
434	человека в	4	5
435	нет ни	2	5
436	и сам	11	5
437	за ней	2	5
438	нет и	4	5
439	в смысле	2	5
440	в лучшем	2	5
441	отношения к	2	5
442	высшей степени	2	4
443	чувства в	2	4
444	вплоть до	2	4
445	само собой	5	4
446	должны были	2	4
447	от своего	2	4
448	к своему	4	4
449	к другому	2	4
450	не по	7	4
451	в ту	2	4
452	к сожалению	2	4
453	однако в	5	4
454	в уста	2	4
455	в глазах	10	4
456	обстоятельство что	3	4
457	аналогии с	2	4
458	обстоит дело	3	4
459	в истории	2	4
460	в первом	2	4
461	которую он	3	4
462	который в	3	4
463	не с	2	4
464	чем идет	2	4
465	не на	3	4
466	после того	3	4
467	его жизни	2	4
468	все еще	2	4
469	с собой	4	4
470	имеем в	2	4
471	из себя	3	4
472	что между	2	4
473	если не	7	4
474	действия в	3	4
475	к числу	2	4
476	за то	2	4
477	и всякий	2	4
478	с помощью	4	4
479	слов в	2	4
480	вывод что	2	4
481	в согласии	2	4
482	по отношению	6	4
483	в это	2	4
484	ли не	6	4
485	не остается	3	4
486	сам себя	3	4
487	его от	5	4
488	бы на	2	4
489	один раз	2	4
490	с которой	2	4
491	здесь не	2	4
492	ней и	3	4
493	пьесы и	2	4
494	в связи	4	4
495	в первой	3	4
496	все остальные	2	4
497	одной из	4	4
498	т е	18	4
499	как например	2	4
500	человека не	2	4
501	если она	2	4
502	к концу	3	4
503	в пределах	3	4
504	при всем	5	4
505	в мире	2	4
506	стиха и	2	4
507	стало быть	2	4
508	всех трех	2	4
509	перед ним	4	4
510	же время	12	4
511	основе своей	2	4
512	не найдем	2	4
513	из которой	2	4
514	и хотя	3	4
515	не о	3	3
516	как же	2	3
517	его на	5	3
518	одним из	2	3
519	сам не	2	3
520	он знает	4	3
521	ни было	3	3
522	он с	2	3
523	в новой	2	3
524	ни одно	3	3
525	как можно	2	3
526	в комедии	22	3
527	они были	2	3
528	общего с	2	3
529	первой половине	2	3
530	мысли что	2	3
531	которые они	2	3
532	же не	3	3
533	между двумя	2	3
534	этому вопросу	2	3
535	следует что	3	3
536	не иначе	2	3
537	в центре	2	3
538	а также	3	3
539	у нее	2	3
540	этих слов	2	3
541	мы помним	2	3
542	к себе	9	3
543	чаще всего	2	3
544	отношения между	2	3
545	вещей и	2	3
546	ним в	2	3
547	со своей	2	3
548	ближе к	3	3
549	и жизнь	2	3
550	о которой	2	3
551	меня в	2	3
552	на что	2	3
553	что их	4	3
554	то обстоятельство	3	3
555	в ответ	4	3
556	такого рода	2	3
557	даже не	5	3
558	в монологе	2	3
559	на долю	4	3
560	здесь нет	4	3
561	в руки	2	3
562	могло быть	2	3
563	равно как	7	3
564	нет ничего	4	3
565	на ее	4	3
566	на них	3	3
567	тем более	9	3
568	было в	2	3
569	и я	3	3
570	этом случае	2	3
571	обращается к	4	3
572	образом для	2	3
573	в сцене	2	3
574	с другими	2	3
575	хотя в	3	3
576	это обстоятельство	3	3
577	на земле	2	3
578	него в	3	3
579	не столько	3	3
580	отношению к	4	3
581	или иначе	3	3
582	найти в	2	3
583	чем к	2	3
584	это время	2	3
585	развитие действия	2	3
586	он и	5	3
587	в объяснении	2	3
588	то ни	4	3
589	целого ряда	2	3
590	есть для	2	3
591	же и	2	3
592	в высшей	2	3
593	и мысли	3	2
594	для человека	2	2
595	в построении	4	2
596	или к	2	2
597	как ее	2	2
598	ему не	4	2
599	должно было	3	2
600	другой раз	3	2
601	не меньше	2	2
602	кто из	4	2
603	не хочет	6	2
604	всю свою	2	2
605	на пути	2	2
606	пьесы в	2	2
607	не надо	2	2
608	от ее	3	2
609	требует от	4	2
610	ли в	3	2
611	с большим	4	2
612	времени в	2	2
613	во втором	2	2
614	истинное положение	3	2
615	к своим	2	2
616	однако что	2	2
617	у того	6	2
618	ни малейшего	3	2
619	до того	4	2
620	сходятся в	2	2
621	бы он	3	2
622	тех же	3	2
623	не знаю	2	2
624	он называет	4	2
625	отца и	4	2
626	не ясно	2	2
627	в положении	2	2
628	и со	2	2
629	чем не	2	2
630	в городе	2	2
631	выходит из	3	2
632	друг другу	3	2
633	но его	2	2
634	чтобы не	3	2
635	первого акта	2	2
636	они будут	2	2
637	такая же	2	2
638	ни у	2	2
639	по своей	2	2
640	не был	2	2
641	что из	2	2
642	тут же	8	2
643	не всегда	2	2
644	в свое	2	2
645	из жизни	2	2
646	которым он	2	2
647	любовь к	4	2
648	от нее	5	2
649	до этого	3	2
650	над ней	3	2
651	он бы	2	2
652	не имеющего	2	2
653	живет в	2	2
654	ней в	2	2
655	еще одно	2	2
656	но столь	3	2
657	не приходится	5	2
658	изображения характера	2	2
659	еще один	2	2
