N	2gram	Vygotskiy_	Sovremen
1	не может	16	17
2	точки зрения	49	12
3	может быть	19	12
4	таким образом	39	11
5	мы не	13	9
6	не можем	3	7
7	и в	37	7
8	в этом	32	7
9	и не	15	6
10	ничего не	6	6
11	как и	20	6
12	в результате	7	6
13	мы можем	11	6
14	что же	3	5
15	с точки	34	5
16	все эти	6	5
17	и наконец	3	5
18	прежде всего	12	5
19	системы в	3	4
20	вопрос о	11	4
21	мы видели	8	4
22	зависимости от	8	4
23	это не	5	4
24	не только	29	4
25	в том	47	4
26	в зависимости	8	4
27	мы должны	11	4
28	как бы	16	4
29	их в	6	4
30	так как	11	4
31	же это	2	4
32	точку зрения	8	4
33	если мы	8	4
34	в целом	29	4
35	в развитии	31	4
36	жизни и	2	4
37	вместе с	14	4
38	а в	4	4
39	из них	4	4
40	с помощью	16	4
41	для нас	4	3
42	и т.д	15	3
43	может не	4	3
44	и мы	3	3
45	следующим образом	2	3
46	он может	2	3
47	видели что	6	3
48	когда мы	2	3
49	и потому	3	3
50	на этой	2	3
51	но в	9	3
52	с самого	9	3
53	при этом	6	3
54	из двух	3	3
55	но мы	4	3
56	не в	9	3
57	все же	6	3
58	он в	6	3
59	как он	7	3
60	было бы	12	3
61	в области	4	3
62	уже в	8	3
63	в себе	8	3
64	и все	7	3
65	все это	9	3
66	в нем	2	3
67	в наших	4	3
68	между собой	5	3
69	а не	5	3
70	в первом	2	3
71	и к	9	3
72	на две	3	3
73	что она	6	3
74	в этой	13	3
75	то же	12	3
76	мы называем	3	3
77	в одном	5	3
78	самого начала	9	3
79	отнюдь не	2	3
80	так называемых	2	3
81	в конце	2	3
82	ясно что	2	3
83	но все	3	2
84	на этот	7	2
85	и по	3	2
86	же самое	4	2
87	всяком случае	5	2
88	что все	8	2
89	значение в	4	2
90	которой он	2	2
91	каждого из	2	2
92	можно назвать	2	2
93	той же	4	2
94	в новых	3	2
95	мы видим	7	2
96	в его	16	2
97	он должен	4	2
98	с этим	8	2
99	и пр	2	2
100	и что	11	2
101	то и	4	2
102	во всяком	6	2
103	с другом	6	2
104	помощью которых	2	2
105	приводит к	8	2
106	что при	3	2
107	свою очередь	3	2
108	из этих	6	2
109	ее на	4	2
110	в самом	16	2
111	и есть	2	2
112	в виде	3	2
113	что в	25	2
114	все те	2	2
115	в которой	6	2
116	у него	2	2
117	такой же	3	2
118	самом деле	8	2
119	со всеми	2	2
120	каждая из	2	2
121	уже не	2	2
122	свою собственную	4	2
123	в свою	4	2
124	по мнению	2	2
125	в нашем	3	2
126	могут быть	5	2
127	в один	4	2
128	в отличие	3	2
129	отличие от	3	2
130	самый вопрос	2	2
131	тот же	7	2
132	с одной	14	2
133	на этом	3	2
134	как мы	11	2
135	говорить о	4	2
136	мы знаем	3	2
137	что это	8	2
138	этих двух	4	2
139	или иной	3	2
140	из которых	6	2
141	как известно	8	2
142	и даже	5	2
143	на их	2	2
144	друг с	6	2
145	развития в	8	2
