N	2gram	Trubetskoy	Komedia
1	и в	24	77
2	и не	9	47
3	в том	31	44
4	том что	20	42
5	о том	7	33
6	но и	11	32
7	может быть	17	30
8	таким образом	34	29
9	из них	5	29
10	в то	6	28
11	и его	2	28
12	в этом	13	27
13	потому что	9	27
14	что он	7	26
15	к тому	8	26
16	не только	10	25
17	тому же	6	25
18	вместе с	7	25
19	так как	7	24
20	как и	10	23
21	что в	9	23
22	что и	7	22
23	если бы	8	22
24	в самом	8	22
25	в конце	4	21
26	так и	10	21
27	а в	3	21
28	то же	4	21
29	ясно что	8	21
30	в его	5	20
31	к этому	5	19
32	в этой	7	18
33	еще не	6	17
34	в нем	3	17
35	же время	2	17
36	все же	15	16
37	у него	5	16
38	не менее	7	16
39	при этом	9	16
40	тот же	3	16
41	и сам	2	16
42	сих пор	15	16
43	он не	4	16
44	до сих	15	16
45	его в	5	15
46	в своем	12	15
47	не в	9	15
48	точки зрения	14	15
49	между тем	12	15
50	прежде всего	3	15
51	было бы	3	15
52	в которой	5	15
53	и на	6	15
54	к нему	2	14
55	все это	13	14
56	в свою	2	14
57	и с	5	14
58	столь же	5	14
59	то что	18	13
60	так что	6	13
61	самом деле	12	13
62	но в	5	13
63	того же	9	13
64	в них	2	13
65	того чтобы	8	13
66	что она	2	13
67	мы можем	6	13
68	только что	3	13
69	так же	8	12
70	с другой	6	12
71	для того	8	12
72	несмотря на	6	12
73	в истории	3	12
74	хотя и	4	12
75	в начале	3	12
76	не может	18	12
77	но не	3	12
78	в котором	2	12
79	из которых	4	12
80	по отношению	11	11
81	в их	4	11
82	в частности	2	11
83	с тем	4	11
84	что его	4	11
85	как мы	3	11
86	то время	2	11
87	и для	6	11
88	с ним	6	11
89	в целом	5	10
90	отношение к	4	10
91	и все	9	10
92	что касается	6	10
93	в глазах	2	10
94	свою очередь	2	10
95	с этим	12	10
96	тем более	3	10
97	на него	2	10
98	с одной	3	10
99	как бы	10	10
100	и что	9	10
101	в тех	3	9
102	отличие от	3	9
103	тому что	2	9
104	одной стороны	2	9
105	и особенно	2	9
106	и по	3	9
107	независимо от	2	9
108	отношению к	11	9
109	но все	5	9
110	все что	10	9
111	друг друга	2	9
112	вовсе не	2	9
113	говорить о	2	9
114	только в	6	9
115	в ней	3	9
116	и ее	2	8
117	тех пор	2	8
118	и других	3	8
119	то ни	4	8
120	по своему	5	8
121	в в	4	8
122	не знает	2	8
123	а затем	2	8
124	связи с	4	8
125	другой стороны	5	8
126	бы в	3	8
127	с этой	3	8
128	в течение	4	8
129	что у	2	8
130	что для	4	8
131	в которых	2	8
132	не было	2	8
133	во всех	10	8
134	вопрос о	3	7
135	в себе	5	7
136	и поэтому	2	7
137	в другом	2	7
138	и у	4	7
139	и к	5	7
140	мы знаем	10	7
141	так или	5	7
142	со временем	2	7
143	но если	2	7
144	и это	3	7
145	в связи	3	7
146	что они	2	7
147	во всяком	2	7
148	бы то	3	7
149	тех же	2	7
150	из этих	8	7
151	хотя бы	4	7
152	в результате	9	7
153	целый ряд	4	7
154	ни было	3	7
155	в этих	3	7
156	не имеет	2	7
157	или иначе	5	7
158	отнюдь не	2	7
159	конце концов	4	7
160	для нас	3	7
161	всяком случае	2	7
162	даже в	3	6
163	в силу	7	6
164	в виду	2	6
165	в области	4	6
166	на вопрос	4	6
167	о которых	7	6
168	в сущности	2	6
169	никто не	2	6
170	в дальнейшем	4	6
171	тем не	4	6
172	как будто	5	6
173	до тех	2	6
174	на то	9	6
175	в своих	2	6
176	которую он	2	6
177	на этом	2	6
178	с точки	8	6
179	никогда не	4	5
180	и если	6	5
181	что их	3	5
182	это не	3	5
183	из всех	5	5
184	из того	4	5
185	ему и	2	5
186	одним из	4	5
187	на долю	2	5
188	или вовсе	2	5
189	по существу	7	5
190	от них	2	5
191	к ним	2	5
192	не так	4	5
193	представить себе	2	5
194	и без	5	5
195	что на	2	5
196	между собой	4	5
197	же не	3	5
198	только один	2	5
199	признать что	4	5
200	представление о	3	5
201	и от	5	5
202	для этого	7	5
203	что это	5	5
204	в сознании	7	5
205	в мире	6	5
206	даже если	3	5
207	из двух	2	5
208	от того	3	5
209	что по	3	5
210	именно в	5	5
211	со своей	2	5
212	жизни и	2	5
213	от нее	2	5
214	конечно не	3	5
215	той же	2	5
216	тем же	2	5
217	еще больше	3	5
218	чем в	3	5
219	в пользу	5	4
220	по своей	7	4
221	ничем не	5	4
222	тем как	2	4
223	или менее	8	4
224	образом в	3	4
225	по сравнению	5	4
226	это обстоятельство	2	4
227	может служить	3	4
228	многие из	5	4
229	все его	2	4
230	и там	2	4
231	между ними	2	4
232	сравнению с	5	4
233	что же	2	4
234	же как	3	4
235	что с	6	4
236	в основе	2	4
237	как известно	3	4
238	в состоянии	5	4
239	одна из	2	4
240	из этого	7	4
241	одно из	3	4
242	каждый из	3	4
243	меньше чем	2	4
244	то и	2	4
245	я не	2	4
246	пор не	5	4
247	него в	2	4
248	и их	5	4
249	у нас	3	4
250	такой же	2	4
251	время от	2	4
252	следует что	2	4
253	именно потому	2	4
254	том чтобы	2	4
255	далеко не	5	4
256	их в	2	4
257	из себя	10	4
258	что мы	4	4
259	ближе к	3	4
260	что эта	4	4
261	по его	2	4
262	этой области	4	4
263	не следует	2	4
264	в себя	2	4
265	если мы	4	3
266	при виде	2	3
267	и потому	3	3
268	не могут	4	3
269	от него	3	3
270	в на	2	3
271	как к	5	3
272	для себя	2	3
273	должен быть	2	3
274	не без	2	3
275	на все	5	3
276	том же	4	3
277	друг от	6	3
278	как две	2	3
279	а с	4	3
280	на месте	2	3
281	в эту	2	3
282	для этой	2	3
283	она не	2	3
284	они не	2	3
285	с другом	9	3
286	на себе	2	3
287	только при	2	3
288	в высшей	2	3
289	идет речь	8	3
290	таким же	3	3
291	к своим	2	3
292	по этому	2	3
293	в виде	4	3
294	с ними	2	3
295	одну из	2	3
296	между двумя	5	3
297	конечно в	2	3
298	мы видели	2	3
299	а к	2	3
300	и уже	2	3
301	друг с	9	3
302	является ли	3	3
303	совершенно не	4	3
304	и из	2	3
305	жизнь и	3	3
306	и более	2	3
307	более или	8	3
308	в самой	2	3
309	если это	2	3
310	и начало	2	3
311	если он	2	3
312	ко всему	2	3
313	в эти	3	3
314	в один	2	3
315	высшей степени	2	3
316	не более	2	3
317	в таком	4	3
318	как на	6	3
319	во всем	3	3
320	в нашем	3	3
321	о которой	2	3
322	этих двух	2	3
323	от друга	6	3
324	образом и	2	2
325	тем самым	3	2
326	те же	2	2
327	очевидно что	3	2
328	помнить что	2	2
329	показывают что	2	2
330	которых мы	4	2
331	всех остальных	2	2
332	от себя	2	2
333	за ними	3	2
334	у них	6	2
335	не надо	3	2
336	и при	6	2
337	они должны	3	2
338	того что	7	2
339	что все	5	2
340	общего с	2	2
341	случаях когда	3	2
342	европейской культуры	8	2
343	в ту	2	2
344	в общем	6	2
345	гораздо более	2	2
346	зависимости от	2	2
347	указывают на	3	2
348	ту же	2	2
349	во втором	2	2
350	и те	2	2
351	же касается	2	2
352	же что	2	2
353	от своей	2	2
354	них в	2	2
355	по тем	2	2
356	и до	3	2
357	все эти	19	2
358	и дальше	2	2
359	считает себя	2	2
360	себя и	2	2
361	и может	3	2
362	должна быть	6	2
363	что эти	2	2
364	этом случае	4	2
365	с которыми	2	2
366	нет в	2	2
367	в с	3	2
368	по одному	3	2
369	то в	2	2
370	наконец не	2	2
371	к которой	3	2
372	они могут	2	2
373	поставлена в	2	2
374	из этой	2	2
375	при таком	2	2
376	и так	2	2
377	войдя в	2	2
378	о котором	7	2
379	от которого	2	2
380	либо как	2	2
381	этом что	2	2
382	между прочим	2	2
383	с уже	2	2
384	же образом	2	2
385	с ее	2	2
386	как не	2	2
387	на земле	3	2
388	которой мы	2	2
389	а для	2	2
390	друг на	2	2
391	со своими	2	2
392	для него	2	2
393	почти все	2	2
394	что только	3	2
395	в жизни	3	2
396	чем больше	4	2
397	понять что	2	2
398	этот вопрос	2	2
399	не будет	5	2
400	не вполне	3	2
401	и тому	2	2
402	ко всем	3	2
403	между людьми	2	2
404	сводится к	2	2
405	мы уже	4	2
406	на первый	2	2
407	и только	2	2
408	если же	3	2
409	что народ	2	2
410	вся его	2	2
