N	3gram	Losev_Prob	RusskieA
1	в том что	7	49
2	и т д	12	21
3	тем не менее	25	14
4	в этом случае	6	12
5	вместе с тем	2	11
6	о том что	16	10
7	том что в	2	9
8	и в других	3	9
9	в данном случае	10	8
10	для того чтобы	9	8
11	подобно тому как	2	8
12	в настоящее время	17	7
13	как мы увидим	2	7
14	по этому поводу	5	6
15	не может быть	5	6
16	так же как	2	6
17	в связи с	7	5
18	не что иное	5	4
19	во всяком случае	11	4
20	том что это	2	4
21	в то время	2	4
22	можно было бы	4	4
23	только тогда когда	4	4
24	как мы уже	2	4
25	и многие другие	2	4
26	мы не будем	2	4
27	что иное как	5	4
28	в этих случаях	3	4
29	более или менее	7	3
30	может быть и	5	3
31	с тем что	2	3
32	с точки зрения	3	3
33	друг к другу	2	3
34	и что в	2	3
35	до сих пор	6	3
36	до тех пор	4	3
37	на то что	12	3
38	в советской науке	2	2
39	на самом деле	6	2
40	можно сказать что	6	2
41	в этом отношении	2	2
42	мы увидим ниже	2	2
43	о том как	2	2
44	т д и	4	2
45	иметь в виду	4	2
46	так как они	2	2
47	не только в	3	2
48	во всех этих	2	2
49	ничего общего с	9	2
50	вопрос о том	2	2
51	и в этом	5	2
52	с одной стороны	4	2
53	может быть только	2	2
54	пока еще не	4	2
55	в других случаях	2	2
56	с другой стороны	7	2
57	ни одна из	2	2
