N	2gram	Propp_Isto	Literetu
1	а не	18	50
2	и не	19	47
3	не только	28	46
4	и в	40	44
5	может быть	37	43
6	при этом	6	41
7	но и	21	41
8	в том	12	39
9	в этом	13	38
10	своего рода	2	37
11	том что	11	32
12	в частности	3	30
13	то что	17	29
14	в качестве	8	27
15	то же	21	26
16	как и	5	23
17	в то	4	23
18	не в	11	22
19	так и	13	22
20	того что	6	22
21	себя в	2	22
22	не может	19	22
23	в себе	6	20
24	прежде всего	15	19
25	как бы	6	18
26	в его	10	17
27	с другой	8	17
28	в этой	9	16
29	в жизни	2	16
30	тем самым	2	15
31	со стороны	3	15
32	не менее	7	15
33	в целом	3	15
34	я не	5	15
35	в русской	7	15
36	только в	16	15
37	по отношению	6	14
38	что он	32	14
39	однако в	2	14
40	в рамках	2	14
41	и даже	4	14
42	в своем	5	13
43	как это	6	13
44	с одной	8	13
45	но не	7	13
46	уже не	3	13
47	и его	5	13
48	к себе	2	12
49	в своей	2	12
50	пути в	4	12
51	а также	2	12
52	еще не	14	12
53	одним из	2	12
54	отношению к	6	12
55	о том	12	12
56	одной стороны	7	12
57	никогда не	25	11
58	это не	8	11
59	в другом	6	11
60	еще в	2	11
61	отличие от	3	11
62	как в	7	11
63	в отличие	3	11
64	а в	15	11
65	в конечном	2	11
66	столь же	2	11
67	в основе	4	11
68	вместе с	13	11
69	даже в	5	10
70	в области	2	10
71	что в	19	10
72	отнюдь не	2	10
73	в ее	2	10
74	из них	5	10
75	и на	6	10
76	потому что	12	10
77	одно из	2	9
78	к тому	6	9
79	один из	10	9
80	связи с	10	9
81	в начале	3	9
82	отказ от	2	9
83	представляет собой	7	9
84	вплоть до	2	8
85	одна из	4	8
86	едва ли	2	8
87	все же	17	8
88	по существу	7	8
89	xix века	2	8
90	но в	13	8
91	уже в	2	8
92	на себя	2	8
93	что не	2	8
94	для него	2	8
95	исходит из	3	8
96	и как	3	8
97	а именно	5	8
98	тем что	7	8
99	соответствии с	2	8
100	как раз	2	8
101	для всех	2	7
102	в их	6	7
103	не как	3	7
104	по своей	2	7
105	друг друга	2	7
106	и тем	2	7
107	так в	7	7
108	для этого	3	7
109	другой стороны	7	7
110	и для	5	7
111	как правило	4	7
112	ведет к	2	7
113	именно в	5	7
114	и с	5	7
115	в одном	8	7
116	он и	3	7
117	тому как	3	7
118	в нем	8	7
119	он не	10	7
120	еще и	2	6
121	его в	15	6
122	в виду	2	6
123	самом деле	2	6
124	и он	4	6
125	и др	11	6
126	а затем	4	6
127	было бы	11	6
128	не было	3	6
129	например в	7	6
130	и то	3	6
131	право на	5	6
132	то и	2	6
133	во всех	3	6
134	с ее	2	6
135	и наконец	5	6
136	как о	2	6
137	подобно тому	3	6
138	в ней	10	6
139	и только	4	6
140	у него	5	6
141	как будто	7	6
142	с собой	2	5
143	вслед за	7	5
144	так как	20	5
145	как он	5	5
146	так что	9	5
147	не знает	7	5
148	всего в	2	5
149	к этой	5	5
150	без другого	2	5
151	между тем	2	5
152	что и	9	5
153	себя и	2	5
154	в сущности	2	5
155	в связи	7	5
156	эти слова	3	5
157	все еще	3	5
158	хотя бы	5	5
159	должно быть	2	5
160	мы не	12	5
161	тем не	7	5
162	ни было	2	5
163	в силу	7	5
164	не с	3	5
165	том чтобы	2	5
166	но уже	3	5
167	в себя	2	5
168	и если	4	5
169	к жизни	2	5
170	быть не	2	5
171	но с	3	5
172	однако не	2	5
173	для нас	17	4
174	только для	3	4
175	за собой	3	4
176	не всегда	9	4
177	в путь	4	4
178	к своему	3	4
179	только на	2	4
180	со мной	2	4
181	с тем	13	4
182	на его	2	4
183	могли бы	3	4
184	могут быть	5	4
185	в них	2	4
186	во всей	2	4
187	как мы	3	4
188	бы то	2	4
189	одной из	6	4
190	нет ничего	2	4
191	то это	9	4
192	но это	8	4
193	к этому	2	4
194	и вот	2	4
195	такой же	2	4
196	ни к	3	4
197	в пределах	4	4
198	не должен	8	4
199	то он	2	4
200	на то	6	4
201	а по	3	4
202	приводит к	3	4
203	на этом	3	4
204	не вполне	3	4
205	вовсе не	3	4
