N	2gram	Vygotskiy_	Psycholo
1	то что	40	193
2	и в	47	190
3	в том	38	163
4	что в	23	123
5	потому что	26	114
6	том что	28	113
7	и что	14	108
8	может быть	20	107
9	таким образом	38	102
10	в этом	47	100
11	все время	3	86
12	в самом	15	82
13	как бы	13	80
14	для того	24	78
15	того чтобы	26	78
16	что он	13	76
17	не только	36	75
18	на то	5	73
19	и не	27	73
20	что она	8	71
21	самом деле	6	70
22	точки зрения	39	69
23	не может	23	68
24	если мы	6	66
25	так как	25	63
26	так же	26	63
27	было бы	12	56
28	если бы	8	55
29	то же	16	54
30	о том	5	54
31	при этом	4	52
32	как и	19	51
33	что и	4	50
34	а не	7	50
35	что это	7	49
36	заключается в	14	46
37	только в	24	46
38	в сущности	16	46
39	сказать что	18	46
40	по себе	5	46
41	к тому	13	45
42	говорит что	3	45
43	не в	7	45
44	в этой	7	43
45	ясно что	4	43
46	показать что	8	43
47	никогда не	7	42
48	и все	5	42
49	вместе с	19	41
50	как это	7	40
51	но и	19	40
52	как раз	6	39
53	того что	27	39
54	же самое	12	38
55	и это	2	37
56	мы видим	10	37
57	и как	7	36
58	с тем	8	35
59	вовсе не	3	34
60	и его	14	34
61	как на	8	34
62	что все	6	33
63	когда он	2	33
64	все же	7	33
65	тому что	14	33
66	все это	5	32
67	в себе	14	32
68	же точно	6	32
69	в ней	5	31
70	мы не	10	31
71	в его	7	31
72	он не	5	31
73	для нас	4	31
74	никак не	5	30
75	как в	7	30
76	с одной	7	29
77	и для	5	29
78	с точки	31	29
79	одной стороны	7	29
80	в нем	6	29
81	что мы	14	28
82	что они	11	28
83	и то	10	28
84	мы можем	7	28
85	в основе	5	27
86	с другой	7	27
87	в своих	2	27
88	а в	3	27
89	на деле	2	27
90	и на	4	27
91	так что	8	26
92	совершенно не	2	26
93	и здесь	5	25
94	только что	7	25
95	до конца	8	24
96	с таким	3	24
97	в целом	7	24
98	сущности говоря	6	24
99	до сих	6	24
100	тем что	14	24
101	в своем	3	23
102	сих пор	6	23
103	для этого	4	23
104	целый ряд	6	23
105	из этого	4	23
106	что если	2	23
107	могут быть	7	23
108	что оно	9	23
109	один из	3	23
110	и даже	3	22
111	как она	6	22
112	что у	4	22
113	казалось бы	4	22
114	когда мы	2	22
115	с этим	5	22
116	между тем	2	22
117	из них	2	22
118	всякий раз	3	22
119	в своей	4	21
120	как мы	24	21
121	в конце	5	21
122	но только	5	21
123	ни в	3	21
124	в котором	6	21
125	в которых	3	21
126	что эта	7	21
127	той же	13	21
128	и только	7	21
129	в двух	2	21
130	она не	7	20
131	все эти	7	20
132	в то	10	20
133	это не	6	20
134	дело с	3	20
135	несмотря на	2	20
136	там где	7	20
137	мы имеем	3	20
138	другой стороны	3	20
139	на этом	4	20
140	мы должны	7	19
141	в ее	7	19
142	в какой	6	19
143	у него	2	19
144	в одном	4	19
145	что при	4	19
146	мы уже	5	19
147	в каком	2	18
148	на самом	3	18
149	перед нами	3	18
150	но в	9	18
151	что с	7	18
152	но не	13	18
153	в которой	16	18
154	с этой	5	18
155	есть не	3	18
156	можно было	7	18
157	зависимости от	6	18
158	и есть	4	18
159	в виду	5	17
160	одна из	2	17
161	иначе говоря	3	17
162	что для	3	17
163	только не	14	17
164	во всяком	2	17
165	у нас	3	17
166	полагает что	2	17
167	из этих	6	17
168	но это	4	17
169	и о	4	17
170	время как	7	17
171	так и	8	16
172	самого начала	13	16
173	та же	2	16
174	не имеет	6	16
175	тому как	2	16
176	в психологии	5	16
177	и к	11	16
178	от того	6	16
179	и тем	10	16
180	из которых	3	16
181	же как	14	16
182	к этому	2	16
183	с самого	13	16
184	в таком	2	16
185	и потому	3	15
186	мы знаем	5	15
187	могли бы	10	15
188	в зависимости	6	15
189	как говорит	6	15
190	еще не	5	15
191	не могут	9	15
192	о которых	3	15
193	которых мы	5	15
194	только на	5	15
195	в частности	4	15
196	в них	3	15
197	во всех	9	15
198	в результате	3	15
199	для него	6	15
200	не можем	4	15
201	что на	5	14
202	с той	3	14
203	очевидно что	6	14
204	факт что	2	14
205	заключает в	2	14
206	что всякое	2	14
207	столь же	2	14
208	по существу	2	14
209	с ним	5	14
210	есть только	3	14
211	это и	7	14
212	прежде всего	9	14
213	одной и	5	14
214	это есть	6	14
215	в области	5	14
216	того как	6	14
217	показывает что	6	14
218	и той	5	14
219	при таком	2	14
220	бы в	7	14
221	этом отношении	7	14
222	такой же	4	14
223	то время	8	14
224	или в	2	14
225	в совершенно	3	14
226	этих двух	4	14
227	но он	3	14
228	должен был	2	13
229	а с	3	13
230	точка зрения	2	13
231	не могли	5	13
232	именно в	9	13
233	этот вопрос	2	13
234	отнюдь не	2	13
235	едва ли	5	13
236	и он	4	13
237	знаем что	3	13
238	в той	7	13
239	но если	5	12
240	по самому	2	12
241	идет о	3	12
242	состоит в	3	12
243	того же	7	12
244	действия и	4	12
245	что этот	6	12
246	совершенно очевидно	3	12
247	в нашей	4	12
248	в этих	2	12
249	в самой	3	12
250	их в	2	12
251	сам по	2	12
252	в свою	3	12
253	ничего не	2	12
254	тот факт	2	12
255	не менее	6	12
256	этой точки	4	12
257	тогда когда	12	12
258	что не	2	12
259	и до	3	12
260	и может	2	12
261	например в	5	12
262	что эти	3	12
263	я не	3	12
264	что по	2	12
265	это в	2	12
266	об этом	4	12
267	и другое	4	12
268	что его	2	12
269	в конечном	2	12
270	и с	5	12
271	как к	4	11
272	были бы	5	11
273	оба эти	10	11
274	отличие от	4	11
275	и из	2	11
276	подобно тому	2	11
277	и заключается	3	11
278	поэзии и	2	11
279	этого слова	5	11
280	по сравнению	23	11
281	исходит из	2	11
282	но совершенно	2	11
283	понятно что	3	11
284	сравнению с	21	11
285	мы могли	15	11
286	и других	5	11
287	его в	7	11
288	по поводу	3	11
289	мы видели	10	11
290	была бы	3	11
291	но мы	5	11
292	бы сказать	4	11
