N	2gram	Propp_Isto	Vladivir
1	и в	40	116
2	то что	17	71
3	и не	19	67
4	не только	28	65
5	у него	5	65
6	в этом	13	53
7	в том	12	52
8	том что	11	51
9	что в	19	48
10	но и	21	47
11	в его	10	40
12	и с	5	39
13	сказать что	7	36
14	и даже	4	36
15	также и	3	36
16	там же	3	35
17	так что	9	35
18	потому что	12	33
19	еще и	2	32
20	что он	32	32
21	не может	19	31
22	о том	12	30
23	только в	16	30
24	никогда не	25	29
25	как мы	3	29
26	для него	2	29
27	вовсе не	3	27
28	а в	15	27
29	не было	3	26
30	в то	4	25
31	но в	13	25
32	в себе	6	25
33	и то	3	25
34	и его	5	25
35	а также	2	24
36	между прочим	3	23
37	может быть	37	23
38	он не	10	23
39	что же	4	23
40	в виде	2	22
41	так как	20	22
42	он был	3	22
43	кроме того	3	22
44	об этом	11	22
45	ни в	2	22
46	в своей	2	21
47	вместе с	13	21
48	а именно	5	20
49	в своем	5	20
50	прежде всего	15	20
51	для нас	17	20
52	и что	14	20
53	и потому	3	19
54	так и	13	19
55	не менее	7	19
56	как раз	2	19
57	в дальнейшем	6	19
58	таким образом	13	19
59	тем не	7	19
60	не в	11	18
61	как это	6	18
62	как и	5	18
63	не мог	4	18
64	едва ли	2	17
65	что и	9	17
66	в этой	9	17
67	то это	9	17
68	а не	18	17
69	и если	4	17
70	уже не	3	16
71	все же	17	16
72	того что	6	16
73	было бы	11	16
74	к тому	6	16
75	в котором	5	16
76	не есть	2	16
77	в связи	7	15
78	но это	8	15
79	к этому	2	15
80	это было	2	15
81	то же	21	15
82	уже в	2	14
83	тут же	2	14
84	все эти	6	14
85	и как	3	14
86	и на	6	14
87	раз и	3	14
88	мы уже	7	14
89	так же	18	13
90	с тем	13	13
91	да и	3	13
92	и от	2	13
93	что это	12	13
94	в результате	2	13
95	дело в	3	13
96	не просто	5	13
97	на этот	2	13
98	то время	3	13
99	во всем	3	13
100	есть только	3	12
101	только на	2	12
102	ничего не	6	12
103	в нем	8	12
