N	2gram	Losev_Prob	UchenyiS
1	и в	62	14
2	не только	33	10
3	а не	28	10
4	и не	56	8
5	прежде всего	13	8
6	то что	42	7
7	не может	14	7
8	в этом	25	7
9	в искусстве	4	6
10	может быть	39	6
11	перестает быть	3	5
12	и только	10	5
13	то же	23	5
14	хотя бы	6	5
15	все это	9	5
16	в художественном	5	5
17	художественное произведение	9	5
18	но и	20	4
19	в этой	10	4
20	что такое	4	4
21	с другой	14	4
22	в их	2	4
23	конечно не	3	4
24	не о	2	3
25	у нас	17	3
26	в частности	4	3
27	для этого	9	3
28	это не	10	3
29	только к	4	3
30	пришлось бы	2	3
31	и то	17	3
32	в своей	8	3
33	все же	10	3
34	как и	15	3
35	в то	18	3
36	но в	17	3
37	произведения искусства	2	3
38	ни было	5	3
39	было бы	14	3
40	в области	2	3
41	бы то	5	3
42	то ни	7	3
43	другой стороны	11	3
44	для него	4	3
45	в самом	4	2
46	в себе	23	2
47	как принцип	2	2
48	что мы	12	2
49	и у	2	2
50	мы и	5	2
51	о чем	4	2
52	же не	2	2
53	нас в	5	2
54	является в	3	2
55	же самое	20	2
56	что он	16	2
57	крайней мере	9	2
58	литературы и	2	2
59	таким образом	13	2
60	в буквальном	4	2
61	формы и	3	2
62	но не	6	2
63	ни от	4	2
64	и для	5	2
65	если бы	9	2
66	самом деле	6	2
67	только в	33	2
68	одним из	2	2
69	этом смысле	5	2
70	а его	2	2
71	и является	6	2
72	не есть	57	2
73	что она	5	2
74	ничего не	4	2
75	всех этих	6	2
76	даже и	33	2
77	и с	11	2
78	тех или	10	2
79	что и	11	2
80	или иных	7	2
81	по крайней	9	2
82	при таком	2	2
83	могут быть	2	2
84	на первый	6	2
85	но даже	7	2
86	это было	4	2
87	сих пор	4	2
88	по себе	36	2
89	тем что	8	2
90	том что	25	2
91	а как	2	2
92	в его	10	2
93	это уже	4	2
94	все они	5	2
95	в том	35	2
96	что все	2	2
97	этого термина	6	2
98	как таковой	2	2
99	если не	7	2
100	художественного произведения	14	2
101	как раз	11	2
102	конце концов	4	2
103	но это	13	2
104	для всех	3	2
105	по существу	2	2
106	не в	21	2
107	бы и	7	2
108	нам представляется	4	2
109	сколько угодно	4	2
110	в конце	7	2
111	мы не	15	2
112	до сих	4	2
113	могли бы	6	2
114	художественном произведении	3	2
115	не столько	2	2
