N	2gram	Bakhtin_Pr	Marksizm
1	чужой речи	2	85
2	точки зрения	17	69
3	может быть	23	64
4	и в	83	63
5	и не	41	55
6	как бы	27	53
7	прямая речь	2	49
8	не может	18	47
9	с точки	13	46
10	и его	13	41
11	в этом	24	39
12	таким образом	9	38
13	в процессе	4	33
14	как мы	12	32
15	в пределах	8	31
16	не только	14	29
17	в нем	21	28
18	то же	10	28
19	но и	16	27
20	речи и	3	25
21	прежде всего	20	24
22	как и	13	24
23	в самом	7	24
24	так и	9	23
25	и т.п	42	23
26	только в	10	23
27	в том	22	22
28	то что	14	22
29	а не	19	22
30	при этом	6	20
31	так сказать	8	20
32	чужое высказывание	2	20
33	если мы	5	20
34	том что	9	19
35	не в	10	19
36	в его	15	19
37	но в	12	18
38	в ее	3	18
39	и для	5	18
40	в слове	2	18
41	вовсе не	12	18
42	все же	3	17
43	в сущности	15	17
44	в то	8	16
45	по отношению	6	16
46	слова и	5	16
47	что он	6	15
48	в связи	2	15
49	во всех	15	15
50	отношению к	5	15
51	высказывания и	2	15
52	же время	8	15
53	с помощью	4	15
54	хотя бы	6	14
55	в смысле	2	14
56	ничего не	8	13
57	так же	4	13
58	мы не	7	13
59	было бы	6	13
60	в своей	5	13
61	и здесь	4	13
62	слова в	3	13
63	в направлении	2	13
64	что в	5	13
65	в результате	2	12
66	а в	4	12
67	того же	5	12
68	в основе	6	12
69	он не	5	12
70	между тем	2	12
71	на самом	2	11
72	друг друга	7	11
73	как в	10	11
74	и все	14	11
75	к нему	3	11
76	и на	27	11
77	в ней	8	11
78	сих пор	8	11
79	все эти	9	11
80	и от	4	11
81	так как	12	11
82	еще не	10	11
83	и что	3	11
84	чужое слово	7	11
85	мы уже	9	11
86	до сих	8	11
87	никогда не	10	10
88	его в	4	10
89	авторский контекст	2	10
90	и потому	6	10
91	в каждом	5	10
92	самого начала	5	10
93	здесь мы	3	10
94	более того	9	10
95	с самого	4	10
96	чужую речь	3	10
97	здесь в	11	10
98	во всяком	2	10
99	с его	4	10
100	сказать что	12	10
101	одна из	9	10
102	к этому	5	10
103	в своем	2	10
104	совершенно не	4	10
105	с другой	4	10
106	именно в	3	10
107	конечно не	11	10
108	в таком	3	10
109	в большинстве	9	10
110	в себе	10	9
111	а как	4	9
112	это не	10	9
113	только на	3	9
114	мы видели	2	9
115	одной из	6	9
116	и это	3	9
117	к тому	2	9
118	большинстве случаев	9	9
119	в истории	4	9
120	рядом с	2	9
121	что это	2	9
122	лишь на	3	9
123	отношении к	2	9
124	и более	3	9
125	ни в	4	9
126	быть и	2	9
127	в отношении	3	8
128	перед нами	17	8
129	или иной	2	8
130	и ее	8	8
131	не как	5	8
132	в форме	6	8
133	и т.д	5	8
134	в их	7	8
135	смысле этого	3	8
136	с этим	3	8
137	на этой	2	8
138	что и	4	8
139	этого слова	3	8
140	другой стороны	3	8
141	за пределы	7	8
142	мысли и	2	8
143	и даже	5	8
144	мы можем	9	8
145	кроме того	6	8
146	и их	6	8
147	у нас	2	8
148	на то	2	8
149	и с	10	8
150	не было	5	8
151	у него	5	8
152	до конца	3	7
153	от него	3	7
154	речи как	2	7
155	в формах	2	7
156	может стать	4	7
157	по себе	3	7
158	место в	3	7
159	могут быть	5	7
160	там где	3	7
161	с ними	2	7
162	в этой	3	7
163	конечно в	2	7
164	нашей работы	3	7
165	в начале	2	7
166	бы в	2	7
167	и формы	2	7
168	в этих	8	7
169	далеко не	4	7
170	о том	3	7
171	в котором	8	7
172	той же	6	7
173	он сам	5	7
174	как раз	6	7
175	на основе	4	7
176	вполне понятно	2	7
177	для понимания	3	6
178	мы должны	4	6
179	то есть	86	6
180	слово в	5	6
181	характерно что	3	6
182	он и	2	6
183	должны быть	2	6
184	все это	11	6
185	с ее	3	6
186	его формы	2	6
187	тот же	2	6
188	слово и	2	6
189	смысле совокупности	2	6
190	и между	5	6
191	с другими	6	6
192	из этих	3	6
193	по мере	3	6
194	зависимости от	3	6
195	из одного	2	6
196	смысле слова	2	6
197	между ними	14	6
198	уже не	5	6
199	этот вопрос	3	6
200	теперь мы	4	6
201	в той	2	6
202	не к	3	6
203	к одному	2	5
204	но как	2	5
205	о чем	2	5
206	в конце	5	5
207	и у	8	5
208	для других	2	5
209	в виду	3	5
210	и тем	4	5
211	так называемая	2	5
212	форм и	2	5
213	совершается в	2	5
214	xix века	2	5
215	в особенности	2	5
216	не менее	4	5
217	или в	7	5
218	в более	5	5
219	на границе	4	5
220	же он	2	5
221	ведь если	2	5
222	как слово	3	5
223	темы и	4	5
224	той или	2	5
225	в двух	3	5
226	хотя и	10	5
227	да и	3	5
228	все время	2	5
229	тем более	2	5
230	должно быть	4	5
231	менее всего	4	5
232	языка а	2	5
233	самом же	2	5
234	ее в	4	5
235	этой почве	2	5
236	связана с	3	5
237	жизни в	4	5
238	в условиях	7	5
239	она не	4	5
240	формы и	3	5
241	но не	9	5
242	значение в	4	5
243	еще более	6	5
244	на язык	4	5
245	же деле	2	5
246	в одном	4	5
247	вместе с	5	5
248	на чужое	2	4
249	следовательно и	2	4
250	слова но	3	4
251	не могут	4	4
252	в одной	4	4
253	как он	4	4
254	в тех	2	4
255	эти два	3	4
256	него как	4	4
257	но именно	4	4
258	и прежде	6	4
259	в области	6	4
260	влияние на	14	4
261	к своему	4	4
262	и к	13	4
263	всех других	2	4
264	что все	3	4
