N	2gram	Bakhtin_Fr	Myslijsy
1	потому что	8	182
2	то есть	49	142
3	и в	67	121
4	может быть	4	107
5	в том	16	103
6	то что	9	83
7	что в	14	73
8	и не	23	73
9	только в	6	72
10	не только	23	67
11	а не	6	67
12	таким образом	20	64
13	том что	13	59
14	так как	16	59
15	в этом	27	59
16	но и	23	59
17	то же	18	56
18	не в	8	54
19	если бы	2	53
20	в себе	3	53
21	не может	9	52
22	того что	4	47
23	в нем	20	45
24	было бы	5	45
25	как и	19	42
26	вместе с	5	39
27	мы не	6	38
28	что и	8	38
29	так и	14	37
30	при этом	5	37
31	как в	4	37
32	тогда когда	3	36
33	тем что	3	33
34	и что	3	32
35	а в	4	30
36	но не	6	29
37	что не	4	29
38	между тем	3	29
39	вовсе не	19	28
40	мы можем	5	28
41	для него	4	28
42	с этим	6	27
43	не было	3	26
44	независимо от	3	26
45	между собою	6	24
46	в то	17	24
47	с тем	3	23
48	от того	3	23
49	как бы	18	23
50	но в	20	22
51	а потому	2	22
52	не имеет	4	22
53	с другой	3	22
54	не менее	4	21
55	в ней	10	20
56	в одном	7	20
57	это не	5	20
58	мысли и	6	19
59	и как	7	19
60	с ним	6	19
61	и то	2	19
62	сказать что	12	19
63	что это	4	19
64	из этих	4	19
65	но это	10	19
66	о том	8	19
67	того же	6	19
68	для того	8	18
69	еще не	5	18
70	не могут	3	18
71	там же	3	18
72	по поводу	5	18
73	бы не	2	18
74	в самом	7	18
75	в таком	2	18
76	заметить что	2	17
77	в его	17	17
78	слова и	2	17
79	точки зрения	7	17
80	в своем	13	16
81	к тому	4	16
82	так же	13	16
83	есть нечто	2	16
84	в них	12	16
85	на то	2	16
86	и на	12	16
87	и по	3	15
88	с одной	2	15
89	думать что	2	15
90	тому как	2	15
91	что он	7	15
92	прежде всего	19	15
93	с другими	3	15
94	и без	3	14
95	связи с	7	14
96	в истории	2	14
97	там где	10	14
98	то в	3	14
99	так сказать	2	14
100	в котором	3	14
101	в одно	2	14
102	все же	7	14
103	во всех	20	14
104	же время	14	14
105	что все	4	13
106	и все	18	13
107	образом в	4	13
108	например в	6	13
109	из них	5	13
110	и его	19	13
111	как на	6	13
112	никогда не	6	12
113	от него	2	12
114	и при	2	12
115	одно из	2	12
116	что на	3	12
117	все это	15	12
118	как мы	16	12
119	есть в	5	12
120	тем более	3	12
121	сих пор	3	12
122	или менее	2	12
123	в чем	6	12
124	хотя и	6	12
125	все остальные	3	12
126	относится к	3	12
127	другой стороны	2	12
128	в каждом	3	12
129	более или	2	12
130	до сих	3	12
131	другими словами	3	11
132	и притом	2	11
133	той же	6	11
134	того чтобы	9	11
135	в первом	3	11
136	и вообще	3	11
137	только для	4	11
138	все что	3	11
139	и если	3	11
140	и их	6	11
141	его в	10	11
142	мы видели	11	11
143	к нему	5	11
144	к ней	2	11
145	что человек	2	11
146	подобно тому	2	11
147	и это	5	11
148	и только	2	11
149	со словом	2	11
150	одной стороны	2	10
151	том как	2	10
152	и для	4	10
153	хотя бы	2	10
154	в других	2	10
155	если же	2	10
156	так в	3	10
157	находится в	2	10
158	мы видим	6	10
159	и от	6	10
160	бы в	5	10
161	он не	9	10
162	если мы	3	10
163	и с	18	10
164	то время	4	10
165	образа и	2	10
166	и есть	5	10
167	и других	2	9
168	но оно	4	9
169	не будет	2	9
170	не все	2	9
171	это было	4	9
172	и даже	6	9
173	на него	2	9
174	и о	8	9
175	далеко не	6	9
176	с точки	5	9
177	самом деле	6	9
178	один из	6	9
179	в целом	2	9
180	во время	15	9
181	можно сказать	4	9
182	что она	4	9
183	на самом	8	8
184	что даже	2	8
185	так например	3	8
186	по тому	2	8
187	тот же	4	8
188	не как	3	8
189	и слово	3	8
190	что они	3	8
191	но все	2	8
192	в самой	8	8
193	их в	2	8
194	именно в	5	8
195	в которых	3	8
196	удовольствия и	2	8
197	между ними	4	8
198	на все	4	8
199	словом и	4	8
200	что по	3	8
201	говорить о	5	8
202	перестает быть	3	8
203	или в	3	8
204	слова но	2	7
205	но мы	3	7
206	а как	3	7
207	том же	3	7
208	самого начала	3	7
209	в искусстве	3	7
210	в эту	2	7
211	с самого	3	7
212	связь с	3	7
213	во втором	3	7
214	и та	2	7
215	и во	4	7
216	себя и	2	7
217	значение и	3	7
218	место в	3	7
219	дает нам	2	7
220	судить о	2	7
221	все эти	12	7
222	за пределы	4	7
223	и тот	2	7
224	превращается в	5	7
225	что у	2	7
226	к одной	2	7
227	тем как	2	7
228	в разных	2	7
229	на котором	2	7
230	было в	2	7
231	в данном	4	7
232	бы и	2	7
233	к этому	4	7
234	этот образ	5	7
235	в жизни	4	7
236	несмотря на	3	7
237	и слова	2	6
238	связанное с	2	6
239	в виду	2	6
240	как он	3	6
241	в один	2	6
242	на его	2	6
243	в образе	9	6
244	в ее	2	6
245	в своей	6	6
246	в этой	13	6
247	никак не	3	6
248	от их	3	6
249	у нас	3	6
250	эти последние	3	6
251	то он	2	6
252	образом и	2	6
253	и неудовольствия	2	6
254	и к	7	6
255	для всех	4	6
256	в их	4	6
257	его не	5	6
258	и до	3	6
259	в сущности	13	6
260	нас в	4	6
261	да и	2	6
262	к ним	2	6
263	об этом	5	6
264	а именно	2	6
265	не могло	3	6
266	же самое	3	6
267	но на	3	6
268	жизни и	11	6
269	же и	2	6
270	у него	4	6
271	лишь в	3	6
272	мы уже	13	6
273	но он	5	6
274	можно было	5	5
275	они не	5	5
276	рядом с	6	5
277	и другим	2	5
278	уже и	3	5
279	если в	3	5
280	здесь только	5	5
281	в нашем	3	5
282	и языка	2	5
283	даже в	5	5
284	перед нами	6	5
285	не подлежит	2	5
286	и у	7	5
287	в области	2	5
288	на том	2	5
289	не столько	5	5
290	когда в	2	5
291	известной степени	4	5
292	все то	6	5
293	в начале	2	5
294	времени и	4	5
295	одним из	7	5
296	в течение	3	5
297	на этот	4	5
298	и здесь	6	5
299	время и	2	5
300	в той	2	5
301	конечно не	5	5
302	следовательно и	2	4
303	данном случае	4	4
304	начиная с	2	4
305	в другом	4	4
306	здесь как	4	4
307	к своему	2	4
308	от этого	2	4
309	в поэзии	3	4
310	в ту	3	4
311	ту же	3	4
312	и они	2	4
313	кажется что	2	4
314	дело в	5	4
315	его как	4	4
316	та же	2	4
317	все они	7	4
318	остановимся на	2	4
319	не мог	8	4
320	видели что	2	4
321	он может	2	4
322	ни в	5	4
323	из этого	5	4
324	не дает	2	4
325	чтобы не	2	4
326	он должен	2	4
327	ничего не	5	4
328	между этими	3	4
329	свободы и	2	4
330	есть и	8	4
331	но эта	3	4
332	связанная с	3	4
333	по своему	5	4
334	он в	4	4
335	образы и	4	4
336	тела и	14	4
337	мы находим	5	4
338	на них	2	4
339	языка но	2	4
340	в связи	5	4
341	человеком и	2	4
342	с его	11	4
343	но она	5	4
344	только о	2	4
345	этом отношении	7	4
346	такой же	5	4
347	на этом	7	4
348	как ее	2	3
349	ни о	2	3
350	нисколько не	4	3
351	что многие	2	3
352	и ее	2	3
353	в отношении	2	3
354	и поэтому	2	3
355	что здесь	3	3
356	должен быть	2	3
357	и прежде	4	3
358	эти образы	13	3
359	эти явления	2	3
360	отличие от	3	3
361	и др	11	3
362	одной из	6	3
363	в известной	5	3
364	она и	2	3
365	для них	2	3
366	несколько слов	2	3
367	для этого	2	3
368	этих слов	2	3
369	которая не	2	3
370	между человеком	2	3
371	кроме того	11	3
372	и наконец	5	3
373	от его	4	3
374	ни с	2	3
375	связанные с	7	3
376	значения и	2	3
377	мысль и	2	3
378	что эта	3	3
379	в новом	3	3
380	как будто	2	3
381	именно на	3	3
382	в себя	6	3
383	мы будем	2	3
384	в различных	3	3
385	в одной	3	3
386	в приведенном	3	3
387	до известной	4	3
388	необходимости и	3	3
389	первом случае	3	3
390	я вижу	2	3
391	как это	5	3
392	происходит в	3	3
393	в общем	5	3
394	даже при	2	3
395	с которой	2	3
396	большинстве случаев	6	3
397	здесь не	7	3
398	тогда и	2	3
399	пить и	2	3
400	признать что	2	3
401	это в	3	3
402	в результате	5	3
403	из своих	2	3
404	единство и	3	3
405	и мысли	2	3
406	человека с	5	3
407	языков и	2	3
408	в большинстве	6	3
409	на мир	7	3
410	на первый	4	3
411	в форме	2	3
412	в большей	2	3
413	есть здесь	4	2
414	еще и	6	2
415	убеждение в	4	2
416	во времени	2	2
417	образов и	8	2
418	что дело	3	2
419	не нуждается	2	2
420	не будем	3	2
421	во все	2	2
422	роль в	5	2
423	состоит из	2	2
424	выйти из	3	2
425	они были	2	2
426	с представлением	3	2
427	в г	2	2
428	с образами	4	2
429	времени в	2	2
430	которая в	2	2
431	произведение в	2	2
432	выражения как	2	2
433	же не	2	2
434	формы и	2	2
435	переходит в	3	2
436	уже более	2	2
437	на языке	3	2
438	бы он	2	2
439	времени с	2	2
440	и эта	2	2
441	в первой	5	2
442	удовольствие от	2	2
443	и образ	3	2
444	целый ряд	2	2
445	во второй	3	2
446	вовсе нет	2	2
447	нет ни	2	2
448	как у	2	2
449	нами в	2	2
450	или на	2	2
451	мы еще	2	2
452	можно говорить	2	2
453	от всех	6	2
454	тому же	5	2
455	им в	3	2
456	когда он	2	2
457	стороны в	3	2
458	эта связь	4	2
459	божественный разум	2	2
460	вся природа	2	2
461	животных и	3	2
462	в народной	2	2
463	что природа	2	2
464	еще один	2	2
465	в шахматы	3	2
466	внешнее и	2	2
467	нуждается в	3	2
468	духа в	2	2
469	это и	10	2
470	нем есть	2	2
471	и за	2	2
472	становится возможным	2	2
473	о нем	2	2
474	их с	4	2
475	связано с	3	2
476	же образ	2	2
477	к природе	2	2
478	и там	4	2
479	этой связи	3	2
480	же как	4	2
481	народа и	2	2
482	свое значение	2	2
483	органы и	2	2
484	тела в	11	2
485	из его	2	2
486	от земли	2	2
487	этот процесс	3	2
488	всех этих	9	2
489	с ее	7	2
490	но этот	5	2
491	но дело	2	2
492	тут же	2	2
493	где он	2	2
494	и сам	2	2
495	его и	2	2
496	обратимся к	2	2
497	нет и	4	2
498	и миром	7	2
499	всей своей	2	2
500	приближаются к	2	2
501	и ряд	2	2
502	всего его	2	2
503	как его	2	2
504	ровно ничего	2	2
505	сходство между	2	2
506	в системе	2	2
