N	2gram	Vygotskiy_	Russkaja
1	не может	23	22
2	и не	27	19
3	в том	38	17
4	в этом	47	17
5	с другом	6	14
6	и в	47	14
7	друг с	6	14
8	то что	40	13
9	самим собой	2	12
10	точки зрения	39	11
11	то же	16	11
12	таким образом	38	11
13	в то	10	10
14	но и	19	10
15	не только	36	9
16	том что	28	9
17	может быть	20	9
18	в себе	14	9
19	с точки	31	9
20	во всяком	2	9
21	того чтобы	26	8
22	как на	8	8
23	прежде всего	9	8
24	и с	5	7
25	к тому	13	7
26	о том	5	7
27	в данном	7	7
28	мы должны	7	7
29	отнюдь не	2	7
30	самом деле	6	7
31	с тем	8	6
32	если в	6	6
33	на самом	3	6
34	и для	5	6
35	к которой	3	6
36	для всех	2	6
37	в своих	2	6
38	и к	11	6
39	если бы	8	6
40	все это	5	6
41	для того	24	6
42	и при	2	6
43	что он	13	6
44	признать что	2	6
45	в своем	3	6
46	для него	6	6
47	вопрос о	9	5
48	или иной	2	5
49	а в	3	5
50	на то	5	5
51	было бы	12	5
52	из которых	3	5
53	между собой	15	5
54	и на	4	5
55	потому что	26	5
56	при этом	4	5
57	в нем	6	5
58	в своей	4	5
59	себя и	2	5
60	конечно не	2	5
61	только в	24	5
62	никогда не	7	5
63	и только	7	5
64	он не	5	5
65	сих пор	6	5
66	между тем	2	5
67	во всех	9	5
68	по существу	2	5
69	до сих	6	5
70	и то	10	4
71	что в	23	4
72	но не	13	4
73	его в	7	4
74	все же	7	4
75	не могут	9	4
76	к этой	2	4
77	не в	7	4
78	как и	19	4
79	как бы	13	4
80	все что	7	4
81	можно было	7	4
82	идет речь	2	4
83	приводит к	10	4
84	так как	25	4
85	тогда когда	12	4
86	что же	3	4
87	и т.д	4	4
88	которой он	2	4
89	в его	7	4
90	в их	4	4
91	точку зрения	4	4
92	во всем	4	4
93	в этой	7	4
94	в совершенно	3	4
95	себе и	2	4
96	вместе с	19	4
97	от того	6	4
98	одной из	4	3
99	данном случае	5	3
100	одна из	2	3
101	для этого	4	3
102	в большинстве	2	3
103	что все	6	3
104	что это	7	3
105	лучшем случае	3	3
106	о которых	3	3
107	но мы	5	3
108	этом случае	15	3
109	что для	3	3
110	на том	2	3
111	в сознании	11	3
112	себя от	2	3
113	именно в	9	3
114	из этих	6	3
115	она может	2	3
116	должно быть	3	3
117	только к	4	3
118	не есть	4	3
119	и потому	3	3
120	что оно	9	3
121	в другом	3	3
122	в значительной	3	3
123	в конце	5	3
124	из них	2	3
125	но если	5	3
126	ко всем	6	3
127	в самом	15	3
128	и как	7	3
129	можно ли	2	3
130	в лучшем	3	3
131	несмотря на	2	3
132	знаем что	3	3
133	что и	4	3
134	или в	2	3
135	лишь в	3	3
136	он сам	2	3
137	из этого	4	3
138	таким же	3	3
139	и во	5	3
140	той или	2	3
141	и по	6	3
142	связи с	4	3
143	еще не	5	3
144	в виде	2	3
145	того что	27	3
146	в качестве	9	3
147	что они	11	3
148	друг друга	9	3
149	мы говорили	3	3
150	при котором	2	3
151	тем что	14	3
152	то в	4	3
153	и о	4	2
154	тот факт	2	2
155	даже если	2	2
156	и от	6	2
157	каждого отдельного	3	2
158	с этим	5	2
159	тем самым	14	2
160	были бы	5	2
161	большинстве случаев	2	2
162	ее в	11	2
163	для себя	24	2
164	тому что	14	2
165	к нему	5	2
166	на этой	7	2
167	она не	7	2
168	из всех	5	2
169	только с	2	2
170	но в	9	2
171	ни в	3	2
172	которой она	3	2
173	в котором	6	2
174	что такое	2	2
175	остается в	2	2
176	так же	26	2
177	их в	2	2
178	в начале	6	2
179	для нее	3	2
180	от друга	3	2
181	это в	2	2
182	могут не	4	2
183	состоит в	3	2
184	в ней	5	2
185	время в	3	2
186	этот вопрос	2	2
187	в результате	3	2
188	благодаря этому	3	2
189	по отношению	10	2
190	но для	2	2
191	деятельности и	4	2
192	но даже	2	2
193	и вместе	2	2
194	отношении к	4	2
195	отличается от	6	2
196	естественно что	3	2
197	в силу	21	2
198	этом и	2	2
199	и даже	3	2
200	а не	7	2
201	для нас	4	2
202	по этому	4	2
203	представить себе	5	2
204	по себе	5	2
205	в порядке	3	2
206	мы можем	7	2
207	не можем	4	2
208	целый ряд	6	2
209	точно так	3	2
210	зависит от	3	2
211	всю свою	2	2
212	в меру	9	2
213	будет в	2	2
214	в других	2	2
215	и тем	10	2
216	по самому	2	2
217	и является	5	2
218	и что	14	2
219	но это	4	2
220	что с	7	2
221	все эти	7	2
222	том же	7	2
223	они будут	2	2
224	совершенно не	2	2
225	и наконец	4	2
226	а с	3	2
227	совершенно очевидно	3	2
228	и тогда	3	2
229	является не	4	2
230	в этих	2	2
231	друг от	3	2
232	только на	5	2
233	в частности	4	2
234	значительной мере	2	2
235	факт что	2	2
236	в таком	2	2
237	и есть	4	2
238	но совершенно	2	2
239	так что	8	2
240	во время	2	2
241	друг другу	5	2
242	на основании	2	2
243	его и	2	2
244	отношения к	5	2
245	в области	5	2
246	если же	2	2
247	всем этим	3	2
248	это есть	6	2
249	с ним	5	2
250	приводят к	2	2
251	у него	2	2
252	мы уже	5	2
253	том и	3	2
254	последнее время	5	2
255	и более	2	2
256	и состоит	3	2
257	ясно что	4	2
