N	2gram	Propp_Isto	formyVre
1	и в	40	148
2	в этом	13	73
3	в нем	8	51
4	прежде всего	15	46
5	и т	39	40
6	и не	19	37
7	в его	10	36
8	и его	5	36
9	вовсе не	3	35
10	но и	21	33
11	то же	21	32
12	не только	28	32
13	но в	13	31
14	так и	13	29
15	может быть	37	27
16	не в	11	26
17	как мы	3	26
18	как и	5	25
19	как бы	6	25
20	мы уже	7	24
21	в то	4	23
22	только в	16	23
23	то что	17	22
24	в том	12	22
25	все эти	6	21
26	связи с	10	21
27	во всех	3	21
28	в основном	4	19
29	в своем	5	19
30	и др	11	19
31	и для	5	19
32	и на	6	19
33	у него	5	18
34	по существу	7	18
35	еще не	14	18
36	таким образом	13	18
37	с этим	5	17
38	при этом	6	17
39	так как	20	17
40	в особенности	3	17
41	в пределах	4	17
42	все же	17	16
43	в связи	7	16
44	в основе	4	16
45	не может	19	16
46	и их	4	16
47	никогда не	25	15
48	в разных	2	15
49	в них	2	15
50	так сказать	3	15
51	в дальнейшем	6	15
52	в одном	8	15
53	вместе с	13	15
54	так же	18	14
55	все это	6	14
56	всех этих	4	14
57	и как	3	14
58	и с	5	14
59	как раз	2	14
60	а не	18	14
61	роль в	3	13
62	в их	6	13
63	в частности	3	13
64	а в	15	13
65	с другом	3	13
66	здесь в	4	13
67	того чтобы	3	13
68	во время	5	13
69	друг с	4	13
70	как в	7	13
71	в котором	5	13
72	с ним	3	13
73	ничего не	6	12
74	с природой	2	12
75	отнюдь не	2	12
76	в истории	2	12
77	значение и	2	12
78	не было	3	12
79	время в	2	12
80	конечно не	2	12
81	и наконец	5	12
82	но не	7	12
83	потому что	12	12
84	это время	3	12
85	он не	10	12
86	что в	19	12
87	его в	15	11
88	между ними	2	11
89	в образе	3	11
90	в ней	10	11
91	ни в	2	11
92	из них	5	11
93	уже в	2	11
94	смерть и	3	11
95	здесь не	5	10
96	в ее	2	10
97	тот же	3	10
98	кроме того	3	10
99	и другие	7	10
100	сих пор	12	10
101	также и	3	10
102	уже не	3	10
103	в большинстве	4	10
104	на основе	6	10
105	до сих	11	10
106	могут быть	5	9
107	к себе	2	9
108	всего в	2	9
109	на этой	2	9
110	в других	3	9
111	наряду с	6	9
112	том что	11	9
113	должно быть	2	9
114	и даже	4	9
115	и это	2	9
116	с другой	8	9
117	для него	2	9
118	но все	9	9
119	их в	7	9
120	здесь нет	2	9
121	отношения к	2	9
122	это не	8	8
123	здесь на	2	8
124	и потому	3	8
125	к тому	6	8
126	в целом	3	8
127	большинстве случаев	4	8
128	один из	10	8
129	что и	9	8
130	здесь мы	9	8
131	и то	3	8
132	а также	2	8
133	время как	3	8
134	в результате	2	8
135	и по	4	8
136	если бы	8	8
137	мы еще	4	8
138	в этих	17	8
139	отношению к	6	8
140	с одной	8	8
141	в жизни	2	8
142	связанные с	3	8
143	в некоторых	4	8
144	в виду	2	8
145	для всех	2	7
146	в себе	6	7
147	не как	3	7
148	связанных с	2	7
149	у них	2	7
150	отличие от	3	7
151	не знает	7	7
152	того что	6	7
153	между собой	4	7
154	было бы	11	7
155	себя и	2	7
156	например в	7	7
157	к этому	2	7
158	из этих	2	7
159	и он	4	7
160	в которой	2	7
161	с ее	2	7
162	т д	35	7
163	ее в	7	7
164	к ним	4	7
165	в отличие	3	7
166	нет ничего	2	7
167	то время	3	7
168	в форме	3	7
169	в себя	2	7
170	но он	5	7
171	не могут	3	6
172	смерти и	7	6
173	и ее	3	6
174	есть и	2	6
175	есть не	2	6
176	а как	2	6
177	одной из	6	6
178	с тем	13	6
179	одной стороны	7	6
180	в основу	2	6
181	мы видим	16	6
182	в качестве	8	6
183	во всей	2	6
184	сказать что	7	6
185	в начале	3	6
186	мы не	12	6
187	превращения в	2	6
188	мы можем	7	6
189	на первый	2	6
190	в сущности	2	6
191	только для	3	6
192	о том	12	6
193	именно в	5	6
194	имеем в	4	6
195	в эпоху	2	6
196	в которых	2	6
197	уже на	2	6
198	в совершенно	2	6
199	по своей	2	5
200	был бы	4	5
201	он должен	3	5
202	только на	2	5
203	так что	9	5
204	ничем не	2	5
205	например у	2	5
206	xix века	2	5
207	одно из	2	5
208	от этого	2	5
209	в него	2	5
210	они не	8	5
211	с другими	2	5
212	здесь же	2	5
213	там где	5	5
214	с ними	2	5
215	не на	2	5
216	что они	13	5
217	в этой	9	5
218	и они	5	5
219	и от	2	5
220	хотя бы	5	5
221	мы имеем	25	5
222	в своей	2	5
223	в это	2	5
224	об этом	11	5
225	тем что	7	5
226	но они	6	5
227	да и	3	5
228	он может	2	5
229	точка зрения	2	5
230	или в	6	5
231	и только	4	5
232	мы будем	5	5
233	даже в	5	4
234	перед нами	5	4
235	его но	3	4
236	так в	7	4
237	мы должны	17	4
238	в одной	3	4
239	по себе	4	4
240	чтобы они	2	4
241	по отношению	6	4
242	в другом	6	4
243	друг друга	2	4
244	что он	32	4
245	как он	5	4
246	мы здесь	8	4
247	века и	2	4
