N	2gram	Bakhtin_Pr	NovoeSre
1	а не	5	17
2	и в	38	16
3	не может	27	16
4	и не	42	11
5	и есть	2	10
6	что в	7	9
7	в том	8	8
8	он не	3	8
9	может быть	26	7
10	как и	7	7
11	в этом	15	7
12	культуры и	3	7
13	никогда не	5	6
14	в высшей	5	6
15	лишь в	2	6
16	ни в	11	6
17	не в	7	6
18	высшей степени	5	6
19	не знает	3	6
20	но это	3	6
21	с его	2	6
22	не только	9	5
23	должен быть	2	5
24	все это	3	5
25	в нем	15	5
26	в ней	4	5
27	и к	3	5
28	не во	2	4
29	должно быть	5	4
30	со всех	2	4
31	в них	5	4
32	и для	11	4
33	есть лишь	3	4
34	не имеет	9	4
35	всех сторон	2	4
36	прежде всего	13	4
37	не менее	4	4
38	не было	2	4
39	и потому	4	4
40	перестает быть	4	4
41	то что	8	4
42	о том	4	4
43	это не	5	4
44	и все	3	4
45	смысле слова	2	3
46	в мире	3	3
47	но и	9	3
48	с другой	7	3
49	в ее	4	3
50	она не	2	3
51	в россии	2	3
52	и пр	2	3
53	в своей	7	3
54	еще не	7	3
55	в истории	2	3
56	должна быть	4	3
57	как в	4	3
58	конечно не	5	3
59	не есть	6	3
60	за пределы	12	3
61	сказать что	4	3
62	во всех	11	3
63	в основе	5	3
64	в себе	4	2
65	и должно	3	2
66	все они	5	2
67	и с	17	2
68	одна из	2	2
69	формы и	5	2
70	себя в	2	2
71	но не	12	2
72	нет и	3	2
73	что все	2	2
74	и от	3	2
75	не могли	2	2
76	того чтобы	2	2
77	и это	3	2
78	хотя бы	4	2
79	и весь	2	2
80	а в	6	2
81	но в	4	2
82	том что	3	2
83	не к	6	2
84	и на	3	2
85	бытия в	3	2
86	и что	2	2
87	все эти	5	2
88	не имеют	2	2
89	можно было	4	2
90	связаны с	2	2
91	ни одна	2	2
92	центр тяжести	2	2
93	по существу	2	2
94	как это	2	2
95	другой стороны	4	2
96	так и	5	2
97	ни к	2	2
98	помнить что	3	2
99	могут быть	5	2
100	одной стороны	3	2
101	но она	2	2
102	в то	4	2
103	к содержанию	17	2
104	познания и	30	2
105	хотя и	3	2
106	этом смысле	3	2
107	с одной	3	2
108	место в	8	2
109	и даже	3	2
110	я не	2	2
