N	2gram	Vygotskiy_	Problema
1	и в	37	182
2	и не	15	152
3	вовсе не	5	145
4	то что	32	144
5	не только	29	104
6	потому что	11	89
7	в этом	32	88
8	может быть	19	82
9	том что	42	81
10	в том	47	81
11	только в	8	73
12	сказать что	16	72
13	но и	23	70
14	в виде	3	69
15	также и	2	68
16	и даже	5	66
17	по себе	9	64
18	о том	14	57
19	так и	12	56
20	а не	5	56
21	но в	9	55
22	так что	2	52
23	ни в	6	51
24	для нас	4	50
25	и вообще	2	48
26	отнюдь не	2	48
27	в себе	8	48
28	при помощи	2	47
29	смысле слова	6	47
30	было бы	12	46
31	в своей	7	45
32	прежде всего	12	45
33	что в	25	44
34	в его	16	44
35	все эти	6	43
36	не в	9	43
37	таким образом	39	42
38	как раз	8	42
39	то же	12	42
40	а именно	2	42
41	если мы	8	42
42	так как	11	40
43	что мы	9	40
44	и то	3	40
45	что он	16	40
46	и что	11	40
47	не может	16	39
48	в этой	13	39
49	и тем	8	39
50	во всяком	6	39
51	как бы	16	39
52	той или	3	38
53	в данном	5	38
54	хотя бы	7	37
55	того что	28	37
56	в нем	2	37
57	есть нечто	2	36
58	точки зрения	49	36
59	и все	7	36
60	когда мы	2	35
61	в виду	5	34
62	и с	10	34
63	указывает на	4	34
64	как и	20	34
65	уже не	2	34
66	не является	16	33
67	или иной	3	33
68	же самое	4	33
69	в то	7	32
70	едва ли	5	32
71	но не	6	32
72	в своем	10	31
73	в конце	2	31
74	связи с	7	31
75	все это	9	31
76	так же	18	31
77	ясно что	2	30
78	с другой	16	30
79	и для	3	30
80	как мы	11	29
81	перед нами	7	29
82	все же	6	29
83	об этом	6	29
84	в связи	3	29
85	можно сказать	6	29
86	данном случае	5	28
87	что же	3	28
88	мы не	13	28
89	а в	4	28
90	и как	7	27
91	ничего не	6	27
92	и это	3	27
93	хотя и	2	27
94	в результате	7	26
95	вместе с	14	26
96	это не	5	26
97	другой стороны	10	26
98	и его	10	26
99	тем самым	8	25
100	с точки	34	25
101	и на	8	25
102	мы можем	11	25
103	всяком случае	5	25
104	на самом	4	24
105	тем более	7	24
106	не имеет	5	24
107	с тем	8	24
108	в нашем	3	24
109	мы находим	7	23
110	на то	11	23
111	есть не	3	23
112	при этом	6	23
113	в качестве	12	23
114	то и	4	23
115	никогда не	8	22
116	и если	4	22
117	и является	2	22
118	сам по	3	22
119	и есть	2	22
120	что и	3	22
121	и от	4	22
122	всех этих	2	22
123	и к	9	22
124	мы должны	11	21
125	и ее	9	21
126	для себя	7	21
127	сама по	3	21
128	в самом	16	21
129	говорить о	4	21
130	и только	2	21
131	и потому	3	20
132	как о	2	20
133	для того	19	20
134	именно в	8	20
135	о чем	2	20
136	можно было	6	20
137	несмотря на	6	20
138	или в	2	20
139	тем что	7	20
140	в отношении	14	19
141	в каком	3	19
142	но если	3	19
143	как нечто	2	19
144	если бы	10	19
145	то это	2	19
146	если не	3	19
147	он не	11	19
148	с ним	3	19
149	уже в	8	19
150	самом деле	8	19
151	в них	5	19
152	это есть	2	19
153	как в	7	19
154	этом смысле	3	19
155	жизни и	2	19
156	того чтобы	23	18
157	в ее	3	18
158	в этих	3	18
