N	2gram	Bakhtin_Fr	KFilosof
1	может быть	11	45
2	в его	24	42
3	в нем	16	32
4	не может	9	29
5	и не	34	28
6	и в	105	28
7	по отношению	2	26
8	отношению к	2	22
9	в себе	7	21
10	и его	24	18
11	только в	16	18
12	в своем	11	17
13	в ее	5	17
14	в этом	22	15
15	не в	4	13
16	для него	12	13
17	точки зрения	10	13
18	но не	7	12
19	и это	3	12
20	к нему	5	12
21	мир в	3	12
22	в своей	8	11
23	во всех	13	11
24	все эти	15	11
25	это не	4	10
26	его целом	2	10
27	в целом	3	10
28	и для	3	10
29	все это	16	10
30	с точки	6	10
31	в их	6	9
32	но и	20	9
33	как бы	33	9
34	и все	7	9
35	не было	3	8
36	лишь в	4	8
37	быть только	3	8
38	в единстве	2	8
39	жизни и	14	8
40	было бы	4	8
41	в себя	9	8
42	и здесь	4	7
43	совершенно не	5	7
44	то что	7	7
45	уже не	3	7
46	конечно не	2	7
47	что и	2	7
48	во всем	5	7
49	вовсе не	25	7
50	этот момент	3	7
51	менее всего	5	6
52	отношение к	9	6
53	но эта	2	6
54	мира в	3	6
55	в том	17	6
56	но все	5	6
57	в смысле	2	6
58	место в	4	6
59	и их	3	6
60	и действительно	2	6
61	но это	5	6
62	он не	3	6
63	никогда не	11	5
64	его в	7	5
65	все же	10	5
66	не только	24	5
67	но как	3	5
68	бы быть	2	5
69	хотя бы	2	5
70	то же	6	5
71	жизни в	8	5
72	еще не	8	5
73	не знает	6	5
74	а в	4	5
75	но в	16	5
76	культуры и	11	5
77	как и	15	5
78	ко всему	2	5
79	именно в	6	5
80	жизни как	3	5
81	в одном	8	5
82	там где	3	5
83	себя и	2	5
84	с ним	6	5
85	проникает в	2	5
86	в основе	8	5
87	том что	9	4
88	что в	4	4
89	могла бы	2	4
90	и т.д	2	4
91	времени и	9	4
92	о нем	4	4
93	прежде всего	26	4
94	в чем	2	4
95	здесь мы	2	4
96	в своих	8	4
97	мира и	4	4
98	входит в	4	4
99	для нас	5	4
100	с ними	2	4
101	при этом	10	4
102	во всей	4	4
103	между тем	5	4
104	до конца	4	3
105	ничего не	3	3
106	в то	5	3
107	на самом	6	3
108	от него	2	3
109	здесь не	3	3
110	человека и	4	3
111	всех этих	10	3
112	для которого	2	3
113	в другом	2	3
114	от того	2	3
115	это и	3	3
116	тем что	5	3
117	та же	2	3
118	прошлое и	2	3
119	для того	2	3
120	самом деле	3	3
121	в виду	5	3
122	людей и	2	3
123	себе и	2	3
124	и пр	5	3
125	по своему	9	3
126	нет и	2	3
127	не менее	2	3
128	и ни	4	3
129	только с	3	3
130	о том	5	3
131	мы здесь	4	3
132	в ней	7	3
133	могут быть	4	3
134	но для	3	3
135	и этим	2	3
136	и та	2	3
137	но здесь	4	3
138	и на	25	3
139	что не	3	3
140	того что	3	3
141	той или	5	3
142	жизни но	2	3
143	рядом с	9	3
144	на язык	2	3
145	тот же	4	3
146	не о	2	2
147	конечно в	2	2
148	в мир	2	2
149	смысла и	2	2
150	культура в	2	2
151	или иной	5	2
152	и потому	14	2
153	его к	2	2
154	его на	2	2
155	же с	2	2
156	и эта	5	2
157	дело в	2	2
158	к этому	2	2
159	включает в	3	2
160	события и	2	2
161	это было	2	2
162	в это	2	2
163	с ее	3	2
164	к себе	3	2
165	знает и	2	2
166	как к	3	2
167	и как	2	2
168	весь мир	3	2
169	и других	6	2
170	в области	10	2
171	что он	5	2
172	из которых	2	2
173	и за	2	2
174	со всеми	2	2
175	этот мир	2	2
176	всех его	3	2
177	так и	16	2
178	ни к	2	2
179	жизнь и	3	2
180	всех других	2	2
181	что только	2	2
182	в жизни	7	2
183	это уже	4	2
184	как в	6	2
185	существенную связь	2	2
186	на первом	4	2
187	думать что	2	2
188	в него	2	2
189	она не	2	2
190	в ту	2	2
191	и она	2	2
192	для выражения	2	2
193	и смысл	2	2
194	еще более	6	2
195	и само	2	2
196	есть на	2	2
197	оно не	2	2
198	имеем в	2	2
199	вся эта	4	2
200	это целое	2	2
201	есть именно	2	2
202	и именно	2	2
203	в процессе	2	2
204	он и	3	2
205	один из	5	2
206	это можно	2	2
207	необходимый момент	2	2
208	потому что	6	2
209	есть его	2	2
210	раз и	2	2
211	того чтобы	3	2
212	и эти	2	2
213	именно на	2	2
214	и смерти	6	2
215	же время	5	2
216	первом плане	4	2
217	жить и	6	2
218	в этой	11	2
219	основе своей	2	2
220	с его	9	2
