N	2gram	Voloshinov	Tvorches
1	и в	16	56
2	как бы	5	41
3	в его	4	37
4	то же	2	25
5	не только	7	24
6	но в	4	24
7	и его	8	23
8	и не	4	23
9	а в	3	23
10	как и	2	23
11	в этом	9	22
12	в том	3	21
13	что в	3	21
14	том что	3	19
15	он не	2	19
16	может быть	17	19
17	у него	2	18
18	то что	3	18
19	что он	2	17
20	все это	4	17
21	и на	4	17
22	таким образом	9	17
23	никогда не	2	16
24	прежде всего	9	16
25	при этом	6	16
26	не может	8	16
27	но и	4	16
28	в этой	4	15
29	с его	7	15
30	но это	2	15
31	и с	8	15
32	и даже	4	14
33	о том	2	13
34	в своей	2	11
35	для него	6	11
36	отнюдь не	4	11
37	в основном	3	10
38	так и	4	10
39	в самом	2	10
40	только в	4	10
41	в нем	4	9
42	один из	2	9
43	в душе	2	9
44	так же	2	8
45	не менее	2	8
46	так как	4	8
47	к этому	2	8
48	еще не	5	8
49	вместе с	3	8
50	самом деле	6	7
51	в чем	5	7
52	в этих	3	7
53	во сне	2	7
54	его в	4	6
55	и все	4	6
56	все эти	5	6
57	и ее	4	6
58	хотя бы	4	6
59	конечном счете	2	6
60	и как	3	6
61	в конечном	3	6
62	с ним	2	6
63	а потому	4	6
64	и других	2	5
65	в них	2	5
66	и это	6	5
67	быть может	2	5
68	что не	2	5
69	что и	2	5
70	мы не	2	5
71	и по	2	5
72	во всей	2	5
73	что это	2	5
74	с этим	2	5
75	мысли и	4	5
76	в область	2	4
77	и потому	3	4
78	крайней мере	3	4
79	и через	2	4
80	только на	3	4
81	в частности	2	4
82	сновидения и	2	4
83	как это	3	4
84	не знает	2	4
85	самого начала	4	4
86	точки зрения	8	4
87	ту же	2	4
88	что на	2	4
89	могут быть	3	4
90	сих пор	3	4
91	же как	2	4
92	с ними	4	4
93	мы видим	2	4
94	в основе	3	4
95	и мы	2	4
96	и наконец	4	4
97	и есть	3	4
98	с этой	2	4
99	по крайней	3	4
100	с самого	4	4
101	с точки	6	4
102	говорить о	2	4
103	до сих	3	4
104	не есть	2	3
105	на самом	4	3
106	к другим	2	3
107	даже не	3	3
108	к себе	3	3
109	отношение к	5	3
110	едва ли	3	3
111	в области	3	3
112	в один	4	3
113	мы знаем	3	3
114	в него	5	3
115	что оно	2	3
116	всяком случае	3	3
117	совсем не	2	3
118	и др	3	3
119	можно сказать	4	3
120	как мы	4	3
121	но зато	2	3
122	сказать что	7	3
123	в мир	2	3
124	из этих	2	3
125	в начале	2	3
126	с ее	4	3
127	в этот	2	3
128	я и	6	3
129	и вот	3	3
130	только для	5	3
131	ее в	2	3
132	и их	4	3
133	со всеми	2	3
134	на протяжении	2	3
135	в жизни	2	3
136	нет и	2	3
137	и к	6	3
138	на этом	3	3
139	не существует	2	3
140	жизни и	3	3
141	сводится к	2	3
142	во всяком	3	3
143	и только	9	3
144	в одном	3	3
145	и притом	3	2
146	не могут	2	2
147	но мы	4	2
148	но как	2	2
149	от матери	2	2
150	в одно	2	2
151	современной ему	2	2
152	но отнюдь	2	2
153	того же	2	2
154	что можно	2	2
155	между собой	2	2
156	нуждается в	5	2
157	не будет	2	2
158	было бы	2	2
159	мир по	2	2
160	а может	2	2
161	всю жизнь	2	2
162	во время	3	2
163	на этих	2	2
164	на ранних	2	2
165	кажется что	2	2
166	и вообще	2	2
167	с другими	3	2
168	только то	2	2
169	во всех	3	2
170	все позволено	4	2
171	и лишь	2	2
172	но ведь	2	2
173	и о	2	2
174	ни в	5	2
175	их в	3	2
176	все что	4	2
177	путь к	2	2
178	и теперь	3	2
179	с их	3	2
180	только как	3	2
181	мы уже	2	2
