N	2gram	Bakhtin_Pr	Marksizm
1	чужой речи	3	85
2	точки зрения	31	69
3	может быть	43	64
4	и в	64	63
5	и не	55	55
6	как бы	33	53
7	прямая речь	2	49
8	не может	26	47
9	с точки	21	46
10	и пр	5	42
11	и его	21	41
12	в этом	33	39
13	таким образом	15	38
14	в процессе	6	33
15	как мы	13	32
16	в пределах	24	31
17	лишь в	4	30
18	не только	26	29
19	в нем	28	28
20	то же	18	28
21	но и	26	27
22	самом деле	10	25
23	речи и	4	25
24	связи с	3	25
25	прежде всего	16	24
26	как и	25	24
27	в самом	17	24
28	так и	8	23
29	только в	13	23
30	в том	12	22
31	то что	21	22
32	а не	29	22
33	при этом	8	20
34	так сказать	9	20
35	для него	23	20
36	чужое высказывание	2	20
37	если мы	3	20
38	том что	8	19
39	не в	15	19
40	в его	30	19
41	если бы	12	19
42	на почве	5	19
43	чужого слова	23	18
44	но в	14	18
45	в ее	2	18
46	и для	7	18
47	в слове	3	18
48	вовсе не	12	18
49	все же	11	17
50	в сущности	10	17
51	в то	15	16
52	по отношению	12	16
53	и как	9	16
54	слова и	8	16
55	ни было	4	16
56	речь в	2	16
57	что он	15	15
58	во всех	4	15
59	отношению к	12	15
60	высказывания и	3	15
61	же время	13	15
62	с помощью	2	15
63	в контексте	2	14
64	в данном	2	14
65	хотя бы	4	14
66	в смысле	3	14
67	ничего не	8	13
68	так же	8	13
69	мы не	4	13
70	того чтобы	2	13
71	было бы	8	13
72	в своей	11	13
73	авторского контекста	2	13
74	и здесь	6	13
75	слова в	12	13
76	то ни	3	13
77	в направлении	4	13
78	что в	11	13
79	выражение в	6	12
80	в результате	7	12
81	а в	10	12
82	того же	3	12
83	идеологического творчества	2	12
84	в основе	4	12
85	бы то	3	12
86	является не	2	12
87	он не	14	12
88	между тем	7	12
89	на самом	5	11
90	друг друга	4	11
91	слова как	3	11
92	как в	7	11
93	и все	6	11
94	к нему	11	11
95	и на	16	11
96	в ней	2	11
97	сих пор	9	11
98	все эти	13	11
99	на материале	5	11
100	и от	3	11
101	так как	9	11
102	еще не	10	11
103	и что	5	11
104	чужое слово	43	11
105	мы уже	4	11
106	до сих	9	11
107	никогда не	11	10
108	его в	8	10
109	авторский контекст	2	10
110	и потому	7	10
111	бытия в	3	10
112	в каждом	15	10
113	в основном	2	10
114	отличие от	4	10
115	самого начала	2	10
116	здесь мы	4	10
117	более того	8	10
118	чужую речь	4	10
119	здесь в	2	10
120	во всяком	7	10
121	с его	11	10
122	сказать что	4	10
123	одна из	5	10
124	в своем	12	10
125	совершенно не	5	10
126	в отличие	4	10
127	с другой	7	10
128	именно в	5	10
129	конечно не	4	10
130	в таком	3	10
131	в большинстве	11	10
132	и следовательно	7	9
133	в себе	11	9
134	а как	11	9
135	это не	12	9
136	только на	3	9
137	и это	8	9
138	к тому	4	9
139	большинстве случаев	10	9
140	в истории	2	9
141	в нашем	2	9
142	рядом с	19	9
143	что это	2	9
144	и эта	2	9
145	не имеет	2	9
146	лишь на	5	9
147	как если	3	9
148	как целое	3	9
149	отношении к	5	9
150	ни в	5	9
151	точка зрения	13	9
152	быть и	2	9
153	в отношении	5	8
154	перед нами	12	8
155	и ее	5	8
156	не как	20	8
157	в форме	8	8
158	или же	2	8
159	в их	6	8
160	в кавычки	2	8
161	с этим	3	8
162	тому что	3	8
163	настоящее время	3	8
164	что не	3	8
165	что и	7	8
166	в настоящее	3	8
167	этого слова	3	8
168	другой стороны	6	8
169	за пределы	7	8
170	мысли и	6	8
171	и даже	5	8
172	кроме того	5	8
173	и их	3	8
174	у нас	3	8
175	на то	5	8
176	и с	9	8
177	речь и	2	8
178	не было	5	8
179	к другому	6	8
180	у него	11	8
181	до конца	10	7
182	речи как	3	7
183	в формах	3	7
184	может стать	5	7
185	является лишь	4	7
186	бы он	4	7
187	данной социальной	2	7
188	того что	3	7
189	по себе	16	7
190	настоящего времени	2	7
191	те же	3	7
192	могут быть	9	7
193	там где	12	7
194	с ними	2	7
195	в этой	5	7
196	конечно в	2	7
197	нашей работы	2	7
198	прямой и	3	7
199	бы в	7	7
200	в этих	5	7
201	слово как	5	7
202	далеко не	7	7
203	о том	5	7
204	в котором	7	7
205	оно может	2	7
206	той же	8	7
207	до настоящего	2	7
208	он сам	5	7
209	социальной группы	2	7
210	как раз	9	7
211	вполне понятно	2	7
212	не есть	4	6
213	вопрос о	3	6
214	для понимания	4	6
215	мы должны	3	6
216	она может	2	6
217	то есть	3	6
218	в другом	3	6
219	является в	2	6
220	слово в	10	6
221	от своего	2	6
222	в различных	3	6
223	он и	8	6
224	что же	9	6
225	в какой	2	6
226	должны быть	3	6
227	все это	9	6
228	должна быть	8	6
229	тот же	2	6
230	слово и	9	6
231	с другими	8	6
232	из этих	3	6
233	сознания и	8	6
234	по мере	4	6
235	же в	2	6
236	зависимости от	5	6
237	из одного	8	6
238	от одного	2	6
239	в разрезе	6	6
240	лишь как	9	6
241	смысле слова	2	6
242	между ними	6	6
243	входит в	9	6
244	уже не	15	6
245	этот вопрос	4	6
246	в единстве	9	6
247	всяком случае	4	6
248	в той	5	6
249	тем же	3	6
250	к одному	7	5
251	этом отношении	3	5
252	как же	6	5
253	в конкретном	3	5
254	но как	4	5
255	в конце	8	5
256	от того	4	5
257	и у	3	5
258	понятно что	2	5
259	для других	2	5
260	в виду	3	5
261	монологического высказывания	2	5
262	точку зрения	7	5
263	то в	2	5
264	от этого	2	5
265	не менее	3	5
266	вне его	4	5
267	или в	7	5
268	дело идет	6	5
269	как слово	5	5
270	был бы	6	5
271	в первом	2	5
272	хотя и	5	5
273	да и	2	5
274	себя в	3	5
275	все время	3	5
276	должно быть	8	5
277	менее всего	7	5
278	ее в	3	5
279	по преимуществу	2	5
280	оно ни	2	5
281	и всякое	3	5
282	со всею	5	5
283	и лишь	2	5
284	в условиях	2	5
285	нами в	3	5
286	она не	10	5
287	она является	2	5
288	но не	12	5
289	значение в	2	5
290	и является	2	5
291	для себя	3	5
292	что такое	2	5
293	еще более	2	5
294	слова о	3	5
295	лишь для	2	5
296	в одном	20	5
297	связи между	3	5
298	авторской речи	3	5
299	как на	4	5
300	на чужое	12	4
301	следовательно и	3	4
302	слова но	4	4
303	не могут	10	4
304	сознания как	2	4
305	к этим	2	4
306	его к	4	4
307	или даже	2	4
308	в одной	8	4
309	как он	3	4
310	все те	3	4
311	о слове	2	4
312	него как	3	4
313	как выражение	2	4
314	но именно	3	4
315	в рамки	3	4
316	к своему	2	4
317	так что	6	4
318	и к	5	4
319	конкретного высказывания	2	4
320	слово слово	4	4
321	узком смысле	2	4
322	лишь там	2	4
323	что все	2	4
324	можно сказать	2	4
325	он ни	2	4
326	в узком	2	4
327	находит свое	2	4
328	и он	5	4
329	в них	5	4
330	в единство	9	4
331	ведь в	2	4
332	в зависимости	5	4
333	и до	6	4
334	и самого	4	4
335	он был	2	4
336	войти в	2	4
337	во всей	3	4
338	мы сказали	3	4
339	слов и	2	4
340	бы и	6	4
341	но при	4	4
342	стороны и	4	4
343	какой бы	2	4
344	в которой	2	4
345	что она	7	4
346	выражения в	2	4
347	целый ряд	2	4
348	разрезе данного	2	4
349	но ведь	3	4
350	одним из	7	4
351	же и	5	4
352	со всеми	2	4
353	не знает	6	4
354	мы замечаем	2	4
355	он является	3	4
356	но все	6	4
357	для его	4	4
358	автора и	7	4
359	но для	3	4
360	точке зрения	3	4
361	идеологическое творчество	2	4
362	в устах	2	4
363	речь героя	2	4
364	из них	3	4
365	разобранные нами	3	4
366	уже в	5	4
367	подхода к	2	4
368	несмотря на	7	4
369	жизни и	3	4
370	в других	2	4
371	от нее	2	4
372	данное слово	2	4
373	и особенно	2	4
374	это и	5	4
375	именно на	3	4
376	переходим к	4	4
377	если же	7	4
378	не дает	3	4
379	тем что	6	4
380	даже в	6	3
381	не о	3	3
382	от автора	6	3
383	были бы	5	3
384	и сама	2	3
385	является как	2	3
386	к себе	6	3
387	как к	3	3
388	глава первая	2	3
389	социальной жизни	2	3
390	на пути	2	3
391	конце концов	7	3
392	ведь это	4	3
393	и при	2	3
394	в целом	8	3
395	или менее	4	3
396	чужие слова	2	3
397	в руках	3	3
398	они не	5	3
399	более или	4	3
400	все его	3	3
401	потому что	8	3
402	если б	2	3
403	благодаря этому	3	3
404	что оно	2	3
405	почти не	3	3
406	с героем	3	3
407	между собой	2	3
408	то такой	2	3
409	и др	7	3
410	мы видим	3	3
411	имеет значение	2	3
412	не на	7	3
413	и они	2	3
414	себе самому	6	3
415	в авторском	5	3
416	глава вторая	2	3
417	в мир	4	3
418	все то	5	3
419	чужих слов	6	3
420	мысли в	2	3
421	не становится	6	3
422	речи героя	2	3
423	лежит в	2	3
424	здесь не	7	3
425	но это	6	3
426	можно было	3	3
427	с их	7	3
428	дано в	3	3
429	поэтому и	4	3
430	тем не	2	3
431	друг с	4	3
432	себя самого	3	3
433	мы увидим	6	3
434	зрения своего	2	3
435	человека в	8	3
436	дана как	3	3
437	и чужого	2	3
438	его и	3	3
439	и о	7	3
440	или как	8	3
441	всем этим	2	3
442	поэтому не	2	3
443	но они	2	3
444	не могло	2	3
445	на этот	4	3
446	то он	3	3
447	поэтому-то и	2	3
448	также и	3	3
449	со своими	2	3
450	он может	4	3
451	с другом	3	3
452	является для	3	3
453	мы убедимся	2	3
454	в своих	4	3
455	когда он	2	3
456	социальных оценок	2	3
457	в авторский	3	3
458	в другой	4	3
459	в которых	4	3
460	в диалоге	3	3
461	приводит к	8	3
462	из которых	3	3
463	самого героя	8	3
464	здесь нет	4	3
465	совпадает с	2	3
466	однако не	3	3
467	находится в	2	3
468	пределах одного	6	3
469	слова на	5	3
470	нам важно	2	3
471	что было	6	3
472	и есть	3	3
473	и только	3	3
474	мы остановимся	3	3
475	а следовательно	2	3
476	на слово	2	3
477	с ним	8	3
478	того как	3	3
479	в речь	3	3
480	в художественной	2	2
481	точкой зрения	2	2
482	он должен	2	2
483	во все	2	2
484	оно и	2	2
485	также не	2	2
486	на предмет	4	2
487	идет о	5	2
488	указывает на	2	2
489	эти проблемы	2	2
490	или к	3	2
491	остается в	2	2
492	его на	2	2
493	в соответствующем	2	2
494	слово может	4	2
495	крайней мере	2	2
496	ни одной	2	2
497	в духе	4	2
498	как их	4	2
499	пор совершенно	2	2
500	части нашей	2	2
501	есть и	5	2
502	к более	2	2
503	и могут	3	2
504	в кругозор	6	2
505	сами по	4	2
506	и взаимодействия	2	2
507	быть лишь	2	2
508	и всегда	2	2
509	сам и	2	2
510	мы здесь	2	2
511	взаимоотношение между	2	2
512	чужому слову	11	2
513	тем как	5	2
514	например у	3	2
515	тон и	4	2
516	была бы	5	2
517	всего в	2	2
518	а с	2	2
519	всею совокупностью	2	2
520	согласиться с	2	2
521	о нем	15	2
522	лишь те	2	2
523	самое слово	2	2
524	от них	3	2
525	установка на	4	2
526	же не	4	2
527	и речь	2	2
528	под его	2	2
529	и категории	2	2
530	они могут	4	2
531	идеологическое наполнение	2	2
532	могли бы	2	2
533	к самому	2	2
534	в лучшем	2	2
535	ведь он	2	2
536	иначе и	2	2
537	мира и	7	2
538	а потому	2	2
539	смысловая позиция	2	2
540	и вы	2	2
541	одному знаменателю	2	2
542	которую он	3	2
543	оно должно	2	2
544	мы его	2	2
545	искать в	2	2
546	но здесь	4	2
547	том или	2	2
548	на его	2	2
