N	2gram	Bakhtin_Pr	Marksizm
1	точки зрения	36	69
2	может быть	38	64
3	и в	59	63
4	и не	66	55
5	как бы	40	53
6	не может	31	47
7	с точки	21	46
8	и пр	3	42
9	и его	21	41
10	в этом	40	39
11	таким образом	22	38
12	в процессе	4	33
13	как мы	10	32
14	в пределах	13	31
15	лишь в	4	30
16	не только	26	29
17	в нем	38	28
18	то же	15	28
19	но и	22	27
20	самом деле	9	25
21	прежде всего	17	24
22	как и	21	24
23	в самом	19	24
24	так и	13	23
25	и т.п	8	23
26	только в	15	23
27	в том	17	22
28	то что	21	22
29	а не	30	22
30	при этом	5	20
31	так сказать	8	20
32	для него	23	20
33	том что	15	19
34	не в	10	19
35	в его	44	19
36	если бы	12	19
37	на почве	5	19
38	но в	7	18
39	в ее	4	18
40	и для	5	18
41	вовсе не	13	18
42	все же	9	17
43	в сущности	11	17
44	в то	15	16
45	по отношению	17	16
46	и как	10	16
47	слова и	2	16
48	ни было	4	16
49	что он	16	15
50	во всех	8	15
51	отношению к	17	15
52	же время	10	15
53	в контексте	2	14
54	в данном	3	14
55	хотя бы	5	14
56	в смысле	4	14
57	ничего не	8	13
58	так же	10	13
59	мы не	3	13
60	того чтобы	5	13
61	было бы	10	13
62	в своей	17	13
63	не является	2	13
64	и здесь	5	13
65	слова в	4	13
66	то ни	3	13
67	что в	14	13
68	выражение в	6	12
69	в результате	6	12
70	а в	9	12
71	идеологического творчества	2	12
72	в основе	6	12
73	бы то	3	12
74	в высшей	2	12
75	для того	3	12
76	высшей степени	2	12
77	является не	3	12
78	он не	11	12
79	между тем	5	12
80	на самом	5	11
81	друг друга	10	11
82	как в	10	11
83	и все	4	11
84	к нему	13	11
85	и на	15	11
86	в ней	8	11
87	сих пор	3	11
88	не столько	3	11
89	все эти	12	11
90	на материале	6	11
91	и от	3	11
92	так как	11	11
93	еще не	11	11
94	и что	2	11
95	чужое слово	2	11
96	мы уже	4	11
97	до сих	3	11
98	никогда не	19	10
99	его в	6	10
100	и потому	9	10
101	бытия в	3	10
102	в каждом	11	10
103	в основном	2	10
104	отличие от	3	10
105	самого начала	4	10
106	здесь мы	3	10
107	более того	5	10
108	с самого	3	10
109	здесь в	3	10
110	во всяком	5	10
111	с его	14	10
112	сказать что	9	10
113	одна из	4	10
114	к этому	6	10
115	в своем	12	10
116	совершенно не	2	10
117	в отличие	3	10
118	с другой	3	10
119	именно в	8	10
120	конечно не	7	10
121	в таком	2	10
122	в большинстве	3	10
123	и следовательно	7	9
124	в себе	9	9
125	одного и	2	9
126	а как	8	9
127	это не	13	9
128	мы видели	3	9
129	и это	5	9
130	большинстве случаев	3	9
131	в истории	3	9
132	в нашем	3	9
133	рядом с	16	9
134	и эта	3	9
135	не имеет	2	9
136	лишь на	3	9
137	как целое	2	9
138	отношении к	3	9
139	и более	2	9
140	ни в	5	9
141	точка зрения	14	9
142	в каком	2	8
143	в отношении	3	8
144	перед нами	8	8
145	или иной	3	8
146	и ее	5	8
147	в науке	2	8
148	не как	15	8
149	в форме	8	8
150	или же	2	8
151	и т.д	2	8
152	в их	5	8
