N	2gram	Vygotskiy_	slovoVRo
1	и в	38	92
2	в нем	4	59
3	может быть	25	59
4	и его	5	59
5	и не	16	51
6	не только	16	44
7	не может	11	41
8	но и	9	39
9	до конца	2	37
10	в этом	35	36
11	а не	7	34
12	во всех	3	32
13	так и	11	30
14	точки зрения	27	30
15	могут быть	9	29
16	в его	22	27
17	слова в	8	26
18	все это	8	25
19	слово в	4	24
20	слова и	8	24
21	как бы	17	24
22	то же	18	23
23	и на	9	22
24	не в	10	21
25	в сущности	3	21
26	как в	14	21
27	вовсе не	5	21
28	в то	5	20
29	в процессе	33	20
30	прежде всего	6	19
31	как мы	14	19
32	или иной	3	18
33	как и	20	18
34	с ним	4	18
35	все же	11	17
36	оно не	3	17
37	все эти	9	17
38	в истории	9	17
39	в основе	32	17
40	и даже	4	17
41	таким образом	36	17
42	отличие от	8	16
43	при этом	13	16
44	в них	3	16
45	но в	4	16
46	там где	4	15
47	той или	2	15
48	и с	5	15
49	в той	2	15
50	с точки	11	15
51	в отличие	8	14
52	только в	16	14
53	это не	5	13
54	с его	3	13
55	и для	4	13
56	с другой	11	13
57	в слове	3	13
58	никогда не	11	12
59	в отношении	14	12
60	и потому	2	12
61	а в	7	12
62	или в	4	12
63	во всяком	10	12
64	словом и	3	12
65	еще не	6	12
66	и к	9	12
67	в плане	2	11
68	один из	8	11
69	на его	5	11
70	с ними	3	11
71	одной стороны	8	11
72	в этих	4	11
73	с одной	8	11
74	для него	6	11
75	все они	2	10
76	в своем	9	10
77	и их	4	10
78	в том	59	10
79	и все	5	10
80	в себе	9	10
81	с другими	3	10
82	всех этих	2	10
83	в него	4	10
84	в языке	3	10
85	далеко не	2	10
86	уже не	3	10
87	зрения на	2	10
88	его в	8	9
89	и от	5	9
90	одним из	6	9
91	и других	4	9
92	в основном	6	9
93	или менее	5	9
94	более или	3	9
95	здесь в	2	9
96	в их	12	9
97	в своей	9	9
98	этом случае	4	9
99	сказать что	10	9
100	одна из	2	9
101	так как	19	9
102	с ее	5	9
103	но не	7	9
104	в смысле	9	9
105	он не	6	9
106	не могут	5	8
107	человека и	6	8
108	может стать	2	8
109	в зависимости	6	8
110	в ней	3	8
111	не на	2	8
112	все время	6	8
113	с этим	6	8
114	они могут	3	8
115	и часто	2	8
116	зависимости от	7	8
117	в самом	8	8
118	входит в	7	8
119	для нас	6	8
120	всяком случае	10	8
121	перед нами	15	7
122	том что	44	7
123	друг друга	7	7
124	о нем	2	7
125	слова от	2	7
126	того же	12	7
127	ту же	2	7
128	в целом	22	7
129	связи с	14	7
130	например в	2	7
131	у него	3	7
132	мышления и	39	7
133	здесь не	2	7
134	но все	4	7
135	также и	3	7
136	связанные с	3	7
137	с которым	2	7
138	в таком	4	7
139	же и	2	7
140	во всем	7	7
141	мы уже	8	7
142	даже в	5	6
143	которые в	5	6
144	роль в	5	6
145	на этом	3	6
146	бы и	2	6
147	а также	6	6
148	что в	31	6
149	ни в	12	6
150	дело с	3	6
151	в чисто	2	6
152	в качестве	25	6
153	можно сказать	2	6
154	другой стороны	5	6
155	лежит в	3	6
156	в новое	2	6
157	и здесь	5	6
158	хотя бы	2	6
159	между словом	3	6
160	связан с	2	6
161	именно в	6	6
162	в свою	4	6
163	по себе	11	6
164	в одном	4	6
165	слов и	5	6
166	между тем	10	6
167	слова не	3	5
168	между этими	2	5
169	в каждом	2	5
170	не как	3	5
171	а как	2	5
172	только на	2	5
173	слова с	2	5
174	не менее	8	5
175	отношению к	3	5
176	остается в	2	5
177	а затем	4	5
178	мы не	14	5
179	и по	5	5
180	эти формы	2	5
181	в других	2	5
182	хотя и	2	5
183	особенно в	2	5
184	для этого	3	5
185	и при	3	5
186	по отношению	4	5
187	с их	3	5
188	в результате	6	5
189	линии в	2	5
190	и может	4	5
191	этом отношении	9	5
192	не является	13	5
193	для того	14	5
194	и более	4	5
195	они не	4	5
196	речи в	7	5
197	в дальнейшем	3	5
198	о том	6	5
199	оно может	2	5
200	той же	8	5
201	уже в	10	5
202	имеет дело	2	5
203	или даже	2	5
204	и сам	4	5
205	со словом	2	5
206	с помощью	64	5
207	вместе с	18	5
208	на предмет	3	4
209	в построении	2	4
210	так же	26	4
211	но как	4	4
212	в другом	3	4
213	что и	14	4
214	ни были	2	4
215	в виду	4	4
216	что он	13	4
217	том же	3	4
218	однако в	2	4
219	свою очередь	3	4
220	в виде	4	4
221	в частности	4	4
222	связано с	2	4
223	от других	2	4
224	того что	17	4
225	мы видели	8	4
226	до сих	3	4
227	речи и	11	4
228	с другом	10	4
229	очень легко	2	4
230	все его	2	4
231	те же	6	4
232	где они	2	4
233	в чем	2	4
234	что оно	8	4
235	тогда когда	10	4
236	не столько	4	4
237	того чтобы	15	4
238	и во	4	4
239	же как	10	4
240	одно и	7	4
241	в прямой	2	4
242	только и	2	4
243	характер и	2	4
244	но это	7	4
245	бы ни	2	4
246	в которой	4	4
247	и слово	3	4
248	и как	11	4
249	если бы	12	4
250	вообще не	3	4
251	с этой	6	4
252	со всеми	9	4
253	или как	2	4
254	сих пор	3	4
255	формы и	3	4
256	к тому	8	4
257	друг с	10	4
258	от его	2	4
259	новые и	2	4
260	значение в	5	4
261	которая не	5	4
262	при всем	2	4
263	в другой	2	4
264	и другим	2	4
265	из них	5	4
266	первый план	5	4
267	в себя	3	4
268	и речи	27	4
269	по существу	4	4
270	на первый	5	4
271	речь и	4	3
272	нисколько не	3	3
273	речи как	4	3
274	материал и	2	3
275	включает в	2	3
276	которого он	2	3
277	и языком	2	3
278	такого рода	7	3
279	в свое	2	3
280	как это	16	3
281	в такой	3	3
282	на котором	3	3
283	дальнейшего развития	2	3
284	и различные	2	3
285	в свете	2	3
286	тому что	3	3
287	на том	3	3
288	говорит и	2	3
289	и те	3	3
290	между собой	15	3
291	смысле слова	5	3
292	на все	2	3
293	было бы	15	3
294	к проблеме	2	3
295	того и	2	3
296	связи и	4	3
297	этого слова	13	3
298	исторического развития	2	3
299	в корне	2	3
300	конечно в	2	3
301	и то	9	3
302	на которые	3	3
303	даны в	3	3
304	или иного	2	3
305	к этому	5	3
306	того или	2	3
307	и внутренней	4	3
308	из этих	5	3
309	как оно	5	3
310	однако и	2	3
311	в собственном	12	3
312	от этого	6	3
313	этот процесс	4	3
314	должно быть	3	3
315	менее всего	2	3
316	языка у	2	3
317	отличается от	5	3
318	речи но	3	3
319	собственном смысле	12	3
320	на него	2	3
321	лишь на	2	3
322	как если	2	3
323	тем что	12	3
324	в связи	9	3
325	такой же	4	3
