N	2gram	Trubetskoy	Problemy
1	и в	26	106
2	и не	8	90
3	как бы	12	70
4	может быть	10	66
5	в его	5	56
6	в этом	15	52
7	в нем	4	51
8	не может	4	49
9	что он	4	44
10	но и	9	40
11	точки зрения	13	40
12	для него	3	39
13	а не	5	38
14	не только	10	36
15	то же	4	36
16	то что	7	33
17	но в	7	33
18	прежде всего	2	32
19	в то	4	29
20	все это	6	29
21	он не	4	29
22	и все	2	28
23	не в	2	27
24	в одном	3	27
25	же время	2	26
26	к нему	7	25
27	с точки	6	25
28	в самом	4	25
29	и с	10	25
30	не как	2	24
31	и на	2	23
32	таким образом	22	22
33	никогда не	5	20
34	все же	6	20
35	потому что	7	20
36	только в	4	20
37	что в	9	19
38	с его	2	19
39	отношению к	3	19
40	в себе	6	18
41	все эти	6	18
42	уже не	3	18
43	еще не	2	18
44	но не	8	18
45	в том	11	17
46	так и	6	17
47	а в	4	17
48	и к	5	17
49	так же	5	16
50	если бы	3	16
51	и наконец	2	15
52	и для	5	15
53	в отношении	6	14
54	так как	9	14
55	в своем	3	14
56	в конце	6	14
57	лишь в	5	14
58	и это	2	13
59	с другими	4	13
60	в мире	5	13
61	но все	7	13
62	том что	7	12
63	так что	3	12
64	к тому	6	12
65	между тем	2	12
66	что и	6	12
67	при этом	3	12
68	во всяком	6	12
69	и даже	3	12
70	и как	3	12
71	в котором	4	12
72	и что	4	12
73	не могут	2	11
74	конце концов	3	11
75	так чтобы	2	11
76	с другой	8	11
77	отношение к	5	10
78	самого начала	2	10
79	до сих	5	10
80	сих пор	5	10
81	далеко не	4	10
82	в самой	2	10
83	приводит к	2	10
84	и потому	6	9
85	с самого	3	9
86	в них	2	9
87	хотя бы	3	9
88	друг с	5	9
89	всяком случае	6	9
90	мы должны	6	8
91	уже в	2	8
92	наконец в	2	8
93	одним из	2	8
94	и о	3	8
95	того что	3	8
96	несмотря на	6	8
97	и от	4	8
98	что это	3	8
99	ни было	2	8
100	в результате	3	8
101	о том	6	8
102	и у	8	8
103	с другом	5	8
104	из них	7	8
105	в этих	4	7
106	в виде	4	7
107	в виду	2	7
108	в процессе	2	7
109	он в	2	7
110	что все	4	7
111	то ни	2	7
112	тот же	2	7
113	бы то	2	7
114	сказать что	2	7
115	отличается от	2	7
116	во всех	2	7
117	на этот	4	7
118	не было	2	7
119	а с	7	6
120	среди них	2	6
121	по существу	2	6
122	не менее	3	6
123	во время	4	6
124	должна была	2	6
125	и здесь	2	6
126	для этого	2	6
127	и нет	3	6
128	в начале	2	6
129	превращается в	2	6
130	и только	4	6
131	в этой	4	6
132	на то	2	6
133	в которых	4	6
134	жизни и	2	6
135	конечно не	2	6
136	как на	8	6
137	но с	3	6
138	или иной	2	5
139	крайней мере	5	5
140	к которому	2	5
141	со всеми	2	5
142	по своему	2	5
143	с тем	18	5
144	в общем	8	5
145	того же	6	5
146	благодаря этому	2	5
147	один из	2	5
148	той или	2	5
149	те же	2	5
150	но при	2	5
151	то есть	4	5
152	по своим	2	5
153	героев и	2	5
154	по крайней	5	5
155	тому же	5	5
156	именно в	2	5
157	когда он	3	5
158	быть и	2	5
159	вместе с	15	5
160	тем не	3	4
161	сознании и	2	4
162	в одно	2	4
163	из которых	4	4
164	или менее	5	4
165	мы видели	2	4
166	от них	2	4
167	в эту	2	4
168	более или	5	4
169	что оно	4	4
170	связи с	9	4
171	быть даже	2	4
172	с идеей	2	4
173	особенно в	2	4
174	в которой	3	4
175	к концу	3	4
176	только что	2	4
177	к другу	2	4
178	этом отношении	2	4
179	с этой	3	4
180	друг на	2	4
181	все что	2	4
182	и если	3	4
183	ни один	2	4
184	если не	2	4
185	и действительно	2	4
186	на друга	2	4
187	перестает быть	2	4
188	а так	3	4
189	за собой	3	4
190	которые в	2	3
191	по своей	2	3
192	его можно	2	3
193	того чтобы	5	3
194	и мир	2	3
195	и по	4	3
196	можно сказать	3	3
197	признать что	2	3
198	в других	3	3
199	одной из	5	3
200	из этих	10	3
201	и больше	2	3
202	и при	3	3
203	мы можем	2	3
204	не с	2	3
205	на нее	3	3
206	связан с	2	3
207	этими двумя	2	3
208	в смысле	4	3
209	только не	2	3
210	и особенно	2	3
211	в таком	3	3
212	и сами	2	3
213	оно является	2	3
214	и заставляет	2	2
215	из всех	3	2
216	не потому	2	2
217	этой точки	2	2
218	к этому	3	2
219	самой этой	2	2
220	эти черты	2	2
221	уже с	3	2
222	не всегда	2	2
223	в другое	2	2
224	тогда когда	2	2
225	в образе	2	2
226	к сожалению	3	2
227	одно из	2	2
228	надо было	2	2
229	по сравнению	2	2
230	друг за	3	2
231	из которого	3	2
232	не могла	2	2
233	в значительной	3	2
234	между этими	2	2
235	тем с	2	2
236	каждая из	3	2
237	же как	3	2
238	случае не	3	2
239	образом в	5	2
240	не исчерпывается	2	2
241	к его	2	2
242	в рамках	3	2
243	в россии	2	2
244	ли это	2	2
245	с ней	3	2
246	целый ряд	4	2
247	иной раз	2	2
248	в качестве	3	2
249	для того	5	2
250	ее с	2	2
251	и другие	3	2
252	силы и	2	2
253	не могло	2	2
254	с одной	7	2
255	на пути	2	2
256	на западе	3	2
257	не имеет	5	2
258	и является	2	2
259	не к	2	2
260	ничем не	4	2
261	русский народ	3	2
262	положение в	2	2
263	в свою	2	2
264	из этого	2	2
265	из него	2	2
266	и перед	2	2
267	иной характер	2	2
268	же самое	2	2
269	совершенно иной	2	2
270	них не	2	2
