N	2gram	Vygotskiy_	Narrotol
1	не только	24	62
2	и не	19	50
3	при этом	11	47
4	но и	16	45
5	а не	16	38
6	в качестве	2	35
7	в частности	6	31
8	может быть	34	30
9	и в	55	30
10	в том	50	29
11	том что	46	28
12	в этом	30	28
13	а в	7	27
14	состоит в	3	25
15	представляет собой	2	25
16	только в	12	25
17	в данном	4	24
18	как и	9	24
19	не в	12	23
20	то что	69	23
21	то есть	16	22
22	не может	15	20
23	в рассказе	2	18
24	данном случае	4	17
25	в себе	13	17
26	так и	6	17
27	со стороны	3	16
28	в его	8	16
29	но в	7	15
30	можно сказать	4	15
31	к тому	12	15
32	в жизни	2	14
33	и его	10	14
34	в своем	12	13
35	в своей	8	13
36	то же	16	13
37	времени и	5	13
38	у него	9	13
39	о том	24	13
40	перед нами	5	12
41	все же	11	12
42	прежде всего	6	12
43	как в	4	12
44	на протяжении	2	12
45	как бы	33	12
46	сводится к	7	12
47	по отношению	3	11
48	и тем	6	11
49	героя в	3	11
50	отличие от	3	11
51	об этом	5	11
52	в нем	13	11
53	в этой	15	11
54	если бы	21	11
55	отношению к	2	11
56	в отличие	3	11
57	никогда не	15	10
58	в то	6	10
59	ничего не	4	10
60	как это	16	10
61	один из	9	10
62	точки зрения	15	10
63	того что	12	10
64	не является	3	10
65	и все	15	10
66	но не	9	10
67	жизни и	8	10
68	тому же	4	10
69	между тем	4	10
70	с его	6	10
71	во времени	2	9
72	еще не	6	9
73	что он	30	9
74	что в	43	9
75	той или	2	9
76	для него	5	9
77	далеко не	4	9
78	столь же	3	9
79	потому что	48	9
80	с ним	4	9
81	как раз	19	9
82	или иной	2	8
83	о чем	4	8
84	самом деле	17	8
85	того чтобы	43	8
86	одна из	6	8
87	мы имеем	10	8
88	и он	7	8
89	этом отношении	3	8
90	у нас	7	8
91	действующих лиц	9	8
92	и для	13	8
93	в самом	18	8
94	и к	5	8
95	внимание на	4	8
96	в той	3	8
97	же время	2	8
98	в таком	4	8
99	он не	10	8
100	в свою	3	7
101	это не	9	7
102	вслед за	3	7
103	в конце	10	7
104	едва ли	3	7
105	в ней	5	7
106	в целом	7	7
107	в ее	3	7
108	имеет место	3	7
109	же в	3	7
110	в силу	3	7
111	в глазах	2	7
112	с другой	12	7
113	в котором	5	7
114	и на	12	7
115	или в	6	7
116	в форме	2	7
117	одной стороны	15	6
118	о нем	3	6
119	в состав	3	6
120	в сознании	2	6
121	они не	3	6
122	могло бы	4	6
123	ответ на	5	6
124	не могла	2	6
125	в известном	2	6
126	на другой	2	6
127	что и	11	6
128	о ней	2	6
129	представляют собой	2	6
130	например в	2	6
131	сказать что	14	6
132	никак не	10	6
