N	2gram	Losev_Prob	Stilisti
1	и в	64	42
2	как бы	18	30
3	не только	37	28
4	прежде всего	17	22
5	хотя бы	15	18
6	то же	10	16
7	но и	23	16
8	и не	63	14
9	не может	18	13
10	может быть	29	13
11	как и	7	12
12	точки зрения	5	11
13	что мы	23	11
14	мы уже	8	11
15	в себе	16	10
16	и как	10	10
17	отнюдь не	15	10
18	мы должны	5	10
19	в этом	30	10
20	как мы	10	10
21	в то	7	9
22	для того	10	9
23	все же	7	9
24	то что	72	9
25	язык и	2	9
26	при этом	8	9
27	мы не	6	9
28	тем самым	11	8
29	ничего не	20	8
30	так как	16	8
31	и это	13	8
32	с тем	6	8
33	что же	18	8
34	таким образом	9	8
35	с его	3	8
36	никогда не	8	7
37	другими словами	8	7
38	и от	3	7
39	в которой	2	7
40	мы можем	8	7
41	зависимости от	2	7
42	и той	4	7
43	так и	17	7
44	потому что	24	7
45	только в	19	7
46	а не	21	7
47	и на	11	7
48	того чтобы	10	7
49	в зависимости	2	7
50	было бы	16	7
51	и его	3	7
52	той же	2	7
53	и тем	16	7
54	или иной	8	6
55	когда мы	10	6
56	и так	2	6
57	бы в	3	6
58	во всех	9	6
59	не в	6	6
60	но ведь	6	6
61	в области	8	6
62	в конце	13	6
63	или как	4	6
64	в нем	14	6
65	на его	2	6
66	в его	12	6
67	в этой	14	6
68	мы будем	3	6
69	и то	15	5
70	все время	3	5
71	того или	8	5
72	в сознании	5	5
73	независимо от	2	5
74	и следовательно	6	5
75	в нашем	3	5
76	то есть	61	5
77	мы никогда	3	5
78	мы увидим	3	5
79	слова и	5	5
80	не является	12	5
81	и наконец	3	5
82	и их	4	5
83	самом деле	10	5
84	как это	7	5
85	же мы	4	5
86	но все	5	5
87	и является	9	5
88	тому что	6	5
89	а в	7	5
90	но в	19	5
91	или иного	6	5
92	в самом	10	5
93	и с	12	5
94	уже в	6	5
95	в той	2	5
96	с точки	3	5
97	же самое	9	5
98	вместе с	4	5
99	да и	11	4
100	что это	4	4
101	так же	12	4
102	само собой	3	4
103	вопроса о	3	4
104	в данной	2	4
105	его в	9	4
106	если бы	8	4
107	то или	3	4
108	лишь в	4	4
109	не что	5	4
110	были бы	2	4
111	слова как	2	4
112	у нас	31	4
113	к своему	2	4
114	того что	18	4
115	самого начала	2	4
116	можно было	8	4
117	один из	7	4
118	и все	9	4
119	с самого	3	4
120	к тому	5	4
121	о том	25	4
122	и пр	4	4
123	что такое	23	4
124	если мы	16	4
125	уже не	9	4
126	и к	2	4
127	мы называем	2	4
128	не существует	12	4
129	языка и	5	4
130	не знаем	3	4
131	или иное	2	4
132	мы видим	2	4
133	той или	10	4
134	не просто	30	4
135	все это	11	4
136	в качестве	3	4
137	как только	3	4
138	тех или	5	4
139	можно сказать	9	4
140	и без	6	4
141	тем же	2	4
142	сказать что	33	3
143	на самом	9	3
144	мы ни	3	3
145	слово и	3	3
146	язык не	2	3
147	это не	7	3
148	человеческой речи	3	3
149	но при	2	3
150	том что	26	3
151	бы мы	5	3
152	в тех	2	3
153	но для	3	3
154	и поэтому	2	3
155	перед нами	7	3
156	о своем	4	3
157	об этом	10	3
158	и даже	19	3
159	от того	2	3
160	то мы	2	3
161	и здесь	8	3
162	или иных	2	3
163	роль в	2	3
164	конце концов	11	3
165	в виду	10	3
166	в том	19	3
167	он должен	2	3
168	в частности	5	3
169	еще не	18	3
170	только на	13	3
171	совершенно не	7	3
172	как в	5	3
173	не знает	4	3
174	для него	2	3
175	по своему	14	3
176	то он	3	3
177	и для	10	3
178	нет и	5	3
179	ни на	5	3
180	нам в	3	3
181	что всякое	2	3
182	в котором	5	3
183	их в	6	3
184	и само	3	3
185	что оно	4	3
186	как таковой	4	3
187	если не	6	3
188	допустим что	2	3
189	из которых	2	3
190	не будет	11	3
191	но что	3	3
192	из них	3	3
193	для нас	11	3
194	ведь если	5	3
195	хотя и	8	3
196	несмотря на	6	3
197	что и	2	3
198	необходимо чтобы	4	3
199	в ее	3	3
200	мы в	4	3
201	и уже	4	3
202	все эти	15	3
203	конечно не	3	3
204	связи с	8	3
205	что было	2	3
206	но вот	2	3
207	отношения к	2	3
208	что эти	2	3
209	этом случае	6	3
210	между тем	3	3
211	в основе	4	3
212	что иное	5	2
213	еще и	9	2
214	в каком	7	2
215	первый взгляд	2	2
216	в отношении	7	2
217	для этого	5	2
218	и вообще	13	2
219	вопрос о	4	2
220	и все-таки	4	2
221	и потому	3	2
222	помнить что	3	2
223	серп и	4	2
224	которые в	4	2
225	с этим	7	2
226	для всех	3	2
227	относится к	6	2
228	с другими	6	2
229	в нашей	3	2
230	мы имеем	3	2
231	нет ничего	12	2
232	из этих	5	2
233	но как	11	2
234	на эту	2	2
235	же такое	5	2
236	бы и	5	2
237	но даже	3	2
