N	2gram	Voloshinov	Psycholo
1	то что	5	193
2	и в	12	190
3	в том	6	163
4	что в	2	123
5	том что	5	113
6	и что	2	108
7	может быть	14	107
8	таким образом	12	102
9	в этом	4	100
10	все время	6	86
11	в самом	4	82
12	как бы	13	80
13	не только	4	75
14	и не	10	73
15	самом деле	3	70
16	точки зрения	14	69
17	не может	16	68
18	так как	9	63
19	так же	3	63
20	если бы	9	55
21	то же	5	54
22	о том	3	54
23	при этом	6	52
24	как и	5	51
25	что и	2	50
26	а не	5	50
27	только в	6	46
28	сказать что	7	46
29	по себе	3	46
30	не в	4	45
31	искусства и	2	43
32	ясно что	3	43
33	никогда не	5	42
34	и все	2	42
35	вместе с	2	41
36	как это	2	40
37	но и	3	40
38	того что	3	39
39	же самое	2	38
40	и его	13	34
41	как на	2	34
42	когда он	3	33
43	все же	4	33
44	все это	3	32
45	художественного произведения	7	32
46	в себе	3	32
47	в ней	6	31
48	мы не	3	31
49	в его	2	31
50	он не	2	31
51	для нас	7	31
52	как в	5	30
53	с одной	2	29
54	и для	3	29
55	с точки	2	29
56	одной стороны	2	29
57	в нем	6	29
58	что мы	5	28
59	и то	2	28
60	мы можем	2	28
61	с другой	4	27
62	и на	4	27
63	художественной формы	5	25
64	и здесь	2	25
65	жизни и	4	25
66	до конца	2	24
67	и совершенно	2	24
68	художественное произведение	3	24
69	до сих	3	24
70	в своем	2	23
71	сих пор	3	23
72	из этого	3	23
73	могут быть	2	23
74	между тем	3	22
75	в своей	3	21
76	ни в	3	21
77	в котором	3	21
78	она не	2	20
79	все эти	3	20
80	в то	2	20
81	это не	2	20
82	дело с	2	20
83	там где	2	20
84	мы имеем	2	20
85	другой стороны	2	20
86	в какой	2	19
87	в каком	3	18
88	на самом	4	18
89	но в	5	18
90	но не	2	18
91	с этой	2	18
92	зависимости от	4	18
93	в виду	5	17
94	но это	2	17
95	мы все	4	17
96	так и	4	16
97	и к	4	16
98	от того	4	16
99	к этому	2	16
100	формы и	3	16
101	и потому	2	15
102	в зависимости	2	15
103	еще не	3	15
104	на примере	2	15
105	только на	3	15
106	в них	3	15
107	для него	3	15
108	и так	2	15
109	должна быть	5	14
110	в художественном	3	14
111	хотя бы	5	14
112	с ним	3	14
113	прежде всего	8	14
114	такой же	2	14
115	в жизни	5	14
116	те же	2	14
117	этих двух	2	14
118	точка зрения	3	13
119	отнюдь не	5	13
120	едва ли	2	13
121	действия и	2	12
122	художественном произведении	3	12
123	в этих	2	12
124	ничего не	2	12
125	не менее	3	12
126	и другие	2	12
127	этой точки	3	12
128	тогда когда	2	12
129	в поэзии	3	12
130	что не	4	12
131	и уже	3	12
132	и с	3	12
133	как только	2	12
134	бы мы	3	11
135	как к	3	11
136	он должен	3	11
137	мы никогда	2	11
138	его в	4	11
139	на все	2	11
140	была бы	2	11
141	но мы	2	11
142	с его	2	11
143	на это	2	11
144	уже в	2	11
145	конечно не	3	11
146	данном случае	2	10
147	не так	2	10
148	материала и	4	10
149	в данном	2	10
150	смысл и	2	10
151	мы в	2	10
152	тому же	2	10
153	бы не	2	9
154	и следовательно	5	9
155	и ее	3	9
156	и та	2	9
157	и по	3	9
158	на него	2	9
159	и наконец	3	9
160	но все	2	9
161	не есть	2	9
162	если же	2	9
163	но что	2	9
164	в чем	2	9
165	можно сказать	5	9
166	героя и	5	9
167	не к	3	9
168	в процессе	6	8
169	одно и	2	8
170	в такой	3	8
171	стороны и	2	8
172	и более	3	8
173	художественного творчества	3	8
174	что форма	2	8
175	место в	2	8
176	содержания и	2	8
177	относится к	2	8
178	что поэт	2	8
179	к нему	4	8
180	и значение	2	8
181	ни на	2	8
182	и вообще	3	8
183	еще раз	2	7
184	дело в	4	7
185	себя и	2	7
186	которые мы	2	7
187	в нашем	11	7
188	и дает	2	7
189	от этой	2	7
190	и те	2	7
191	имеет место	2	7
192	к ним	2	7
193	в особенности	2	7
194	совпадает с	2	7
195	в отношении	2	6
196	отношение к	4	6
197	за пределы	4	6
198	слова и	6	6
199	тем не	3	6
200	как не	2	6
201	из него	2	6
202	в себя	2	6
203	от всех	2	6
204	оно не	2	6
205	нуждается в	3	6
206	поэтического произведения	3	6
207	имеет в	3	6
208	да и	3	6
209	независимо от	2	6
210	как если	4	6
211	уже не	4	6
212	к его	2	6
213	между ними	2	5
214	точку зрения	2	5
215	каком отношении	2	5
216	в душе	2	5
217	связь с	2	5
218	между собой	2	5
219	не должна	3	5
220	и является	4	5
221	все они	2	5
222	социальной жизни	2	5
223	бы то	3	5
224	его к	2	5
225	нас и	2	5
226	или не	3	5
227	тем как	2	5
228	зависит от	2	5
229	конечно в	2	5
230	в творчестве	3	5
231	ее и	3	4
232	художественную форму	6	4
233	так называемой	3	4
234	имеем в	2	4
235	с помощью	6	4
236	в настоящее	2	4
237	но для	3	4
238	по отношению	11	4
239	на один	2	4
240	не остается	2	4
241	может стать	2	4
242	настоящее время	2	4
243	здесь не	3	4
244	литературы и	4	4
245	нашего сознания	2	4
246	отношении к	3	4
247	в пределах	3	4
248	автора и	2	4
249	и содержания	2	4
250	произведения и	3	4
251	форму и	2	4
252	в корне	2	4
253	в некоторых	3	4
254	как же	2	3
255	ни было	4	3
256	общего с	2	3
257	эта возможность	2	3
258	как форма	2	3
259	какой степени	2	3
260	с героем	3	3
261	словами и	2	3
262	можно найти	2	3
263	из общего	3	3
264	его как	2	3
265	поэтическое произведение	5	3
266	кроме того	2	3
267	быть только	2	3
268	формы то	2	3
269	слово в	3	3
270	форма в	2	3
271	и проч	3	3
272	ко всем	2	3
273	формой и	2	3
274	нет ничего	2	3
275	и др	5	3
276	не поймем	2	3
277	с другими	2	3
278	а к	2	3
279	и самое	2	3
280	героев и	2	3
281	отношению к	11	3
282	точек зрения	3	3
283	быть и	3	3
284	то ни	3	3
285	можем сказать	2	3
286	в форме	2	3
287	жизни если	2	2
288	форму как	2	2
289	с чисто	2	2
290	бы оно	2	2
291	к герою	3	2
292	это как	3	2
293	ведь и	3	2
294	как уже	2	2
295	о ком	2	2
296	является для	2	2
297	находит свое	3	2
298	слово это	2	2
299	в условиях	2	2
300	есть уже	2	2
301	к содержанию	6	2
302	согласие или	2	2
303	им не	2	2
304	этого положения	2	2
305	произведение и	2	2
306	для других	2	2
307	истории литературы	2	2
308	и герой	3	2
309	в самое	2	2
310	в литературе	4	2
311	они ни	2	2
312	допустим что	2	2
313	почти исключительно	2	2
314	этого взаимодействия	2	2
