N	2gram	Bakhtin_Fr	Dialekti
1	и не	34	120
2	и в	105	77
3	точки зрения	10	72
4	может быть	11	71
5	не только	24	66
6	то что	7	59
7	ничего не	3	54
8	не может	9	53
9	и даже	10	47
10	так как	11	46
11	с точки	6	46
12	потому что	6	45
13	не просто	3	44
14	как бы	33	43
15	вовсе не	25	41
16	в том	17	40
17	в этом	22	39
18	то же	6	39
19	в себе	7	38
20	том что	9	37
21	что он	5	37
22	прежде всего	26	37
23	это не	4	36
24	что в	4	34
25	в нем	16	34
26	и все	7	33
27	того что	3	33
28	но и	20	32
29	все это	16	31
30	и как	2	30
31	сказать что	12	30
32	так и	16	29
33	было бы	4	29
34	как и	15	28
35	никогда не	11	27
36	в виду	5	26
37	не в	4	26
38	есть и	2	26
39	есть только	3	25
40	и пр	5	25
41	учение о	2	25
42	но это	5	24
43	и вот	5	23
44	в то	5	23
45	это и	3	23
46	таким образом	5	23
47	она не	2	21
48	что не	3	21
49	в чем	2	21
50	только в	16	20
51	как раз	3	20
52	и вообще	5	20
53	что и	2	20
54	совершенно не	5	20
55	о том	5	20
56	уже не	3	20
57	и с	8	20
58	в таком	2	20
59	в своем	11	19
60	что мы	2	19
61	не менее	2	19
62	и это	3	19
63	в самом	7	19
64	и его	24	19
65	с другой	3	18
66	хотя бы	2	18
67	же время	5	18
68	ни на	3	18
69	жизни и	14	18
70	в основе	8	17
71	той или	5	17
72	в сущности	20	17
73	можно сказать	4	17
74	в особенности	7	17
75	другими словами	2	16
76	в своей	8	16
77	нет ничего	3	16
78	кроме того	2	16
79	к нему	5	16
80	да и	5	16
81	об этом	2	16
82	конечно не	2	16
83	и о	4	15
84	также и	3	15
85	все же	10	15
86	так же	2	15
87	самом деле	3	15
88	хотя и	4	15
89	на то	2	15
90	несмотря на	5	15
91	мы уже	18	15
92	и потому	14	14
93	жизнь и	3	14
94	ни с	3	14
95	с ним	6	14
96	даже и	5	14
97	не было	3	14
98	и следовательно	3	13
99	но в	16	13
100	в ней	7	13
101	и та	2	13
102	говорит о	2	13
103	он не	3	13
104	мы находим	4	13
105	что они	2	13
106	с ее	3	13
107	в смысле	2	13
108	и к	7	13
109	могут быть	4	12
110	еще не	8	12
111	все эти	15	12
112	именно в	6	12
113	не могут	4	12
114	но как	3	12
115	и ни	4	12
116	а в	4	12
117	но не	7	12
118	не о	2	11
119	та же	2	11
120	мы должны	2	11
121	можно только	5	11
122	от всего	3	11
123	от того	2	11
124	только на	3	11
125	в них	13	11
126	есть в	6	11
127	из них	7	11
128	или в	2	11
129	одно из	7	10
130	к тому	3	10
131	в ее	5	10
132	как мы	12	10
133	в его	24	10
134	содержит в	2	10
135	за пределы	10	10
136	это было	2	10
137	для того	2	10
138	себе и	2	10
139	и для	3	10
140	что для	3	10
141	оно не	2	10
142	в их	6	10
143	в частности	6	10
144	мы видим	2	10
145	во всяком	2	10
146	времени и	9	10
147	в жизни	7	10
148	во всем	5	10
149	точка зрения	3	9
150	и по	3	9
151	в истории	5	9
152	превращается в	6	9
153	подобно тому	2	9
154	в этих	6	9
155	и более	4	9
156	тому как	2	9
157	в одном	8	9
158	или иной	5	9
159	и от	3	9
160	с ними	2	9
161	при этом	10	9
162	и он	3	9
163	в противоположность	3	9
164	всех этих	10	9
165	бы в	2	9
166	мы можем	2	9
167	мир и	3	9
168	на этом	2	9
169	и на	25	9
170	на самом	6	8
171	в отношении	7	8
172	от него	2	8
173	и без	4	8
174	не на	2	8
175	в дальнейшем	10	8
176	в этой	11	8
177	с одной	2	8
178	но все	5	8
179	и чисто	5	8
180	даже в	6	8
181	один из	5	8
182	всегда и	2	8
183	нет и	2	8
184	в разных	2	8
185	в конце	3	7
186	из этих	7	7
187	связи с	5	7
188	тем что	5	7
189	в связи	2	7
190	думать что	2	7
191	все что	2	7
192	мы и	4	7
193	без всякого	3	7
194	эти два	2	7
195	он всегда	2	7
196	не знает	6	7
197	мира и	4	7
198	тело и	5	7
199	с его	9	7
200	истории и	2	7
201	есть именно	2	7
202	и их	3	7
203	как в	6	7
204	но для	3	7
205	на что	3	7
206	из которых	2	7
207	как на	4	7
208	отношения к	5	7
209	но он	5	7
210	еще и	6	6
211	в другом	2	6
212	отношение к	9	6
213	это как	5	6
214	и почти	3	6
215	для своего	2	6
216	того чтобы	3	6
217	себя и	2	6
218	на всю	4	6
219	одна из	5	6
220	смысла и	2	6
221	по своей	3	6
222	ни к	2	6
223	но они	4	6
224	быть только	3	6
225	в себя	9	6
226	но с	2	6
227	его в	7	6
228	и прежде	4	6
229	о чем	3	6
230	по существу	2	6
231	по своему	9	6
232	о нем	4	6
233	одной стороны	2	6
234	тела и	7	6
235	можно было	4	6
236	с их	7	6
237	во всех	13	6
238	с полной	3	6
239	от всякого	3	6
240	для него	12	6
241	и часто	3	6
242	ее в	2	6
243	уже в	5	6
244	всяком случае	2	6
245	бы ни	2	6
246	весь мир	3	5
247	точку зрения	2	5
248	почти не	2	5
249	нельзя сказать	2	5
250	и во	6	5
251	по сравнению	2	5
252	но даже	2	5
253	не является	4	5
254	и наконец	2	5
255	в целях	2	5
256	сих пор	7	5
257	мы всегда	2	5
258	например в	3	5
259	их в	3	5
260	в своих	8	5
261	раз и	2	5
262	сравнению с	2	5
263	и становится	2	5
264	вплоть до	2	5
265	в это	2	5
266	и у	7	5
267	говоря о	2	5
268	в области	10	5
269	в него	2	5
270	и она	2	5
271	же он	2	5
272	тела в	11	5
273	и еще	5	5
274	к этому	2	5
275	к ней	2	5
276	в свете	3	5
277	в течение	3	5
278	что по	2	5
279	и так	2	5
280	он и	3	5
281	в той	5	5
282	до сих	7	5
283	его на	2	4
284	человека и	4	4
285	следовательно не	2	4
286	и эти	2	4
287	сама жизнь	3	4
288	на них	3	4
289	это уже	4	4
290	и само	2	4
291	что касается	3	4
292	здесь в	14	4
293	в состоянии	3	4
294	в собственном	4	4
295	и эта	5	4
296	самом же	3	4
297	можно говорить	3	4
