N	2gram	Vygotskiy_	Istorich
1	и в	55	181
2	и т	12	160
3	т д	6	142
4	может быть	34	115
5	не только	24	114
6	что он	30	111
7	мы имеем	10	102
8	что в	43	90
9	но и	16	85
10	в этом	30	81
11	так как	20	75
12	то что	69	73
13	таким образом	35	72
14	вместе с	16	71
15	и не	19	67
16	все же	11	65
17	мы видим	13	65
18	в этих	3	64
19	еще не	6	63
20	не может	15	61
21	так же	19	57
22	то же	16	56
23	никогда не	15	56
24	в том	50	53
25	том что	46	53
26	с другой	12	52
27	а в	7	52
28	потому что	48	52
29	что и	11	51
30	и что	45	51
31	и здесь	11	51
32	мы видели	2	49
33	о том	24	48
34	а не	16	48
35	его в	2	47
36	не в	12	47
37	другой стороны	8	46
38	превращается в	2	45
39	мы должны	10	44
40	но в	7	44
41	это не	9	43
42	и его	10	43
43	мы знаем	4	42
44	в нем	13	42
45	показывает что	3	42
46	только в	12	42
47	как в	4	42
48	или в	6	39
49	в его	8	38
50	для нас	9	38
51	тем что	8	38
52	что герой	3	38
53	и на	12	38
54	что здесь	3	37
55	так и	6	37
56	он не	10	37
57	как и	9	37
58	мы уже	7	37
59	мы можем	8	36
60	мы увидим	11	36
61	знаем что	5	36
62	здесь мы	2	35
63	с тем	10	35
64	что они	11	35
65	все эти	5	35
66	мы не	8	35
67	во время	4	34
68	что это	15	34
69	но не	9	34
70	видим что	5	34
71	связи с	2	34
72	у него	9	34
73	там где	6	33
74	же как	4	33
75	об этом	5	33
76	сих пор	9	32
77	в качестве	2	32
78	так в	4	31
79	представляет собой	2	31
80	ничего не	4	31
81	прежде всего	6	31
82	один из	9	31
83	то это	6	31
84	при помощи	5	30
85	с этим	4	30
86	до сих	9	30
87	с одной	15	30
88	но все	5	29
89	как мы	6	29
90	одной стороны	15	29
91	этом случае	2	29
92	но это	2	29
93	например в	2	28
94	что она	10	28
95	и другие	3	28
96	и с	3	28
97	как он	6	27
98	так что	8	27
99	героя в	3	27
100	того что	12	27
101	могут быть	8	27
102	в ней	5	26
103	как это	16	26
104	и др	2	26
105	представляют собой	2	26
106	предположить что	2	26
107	на него	4	26
108	вопрос о	6	25
109	и он	7	25
110	было бы	15	24
111	если бы	21	24
112	в виде	3	24
113	что мы	12	24
114	к этому	5	24
115	того как	4	24
116	все это	8	23
117	когда он	10	23
118	в частности	6	23
119	в этой	15	23
120	их в	4	23
121	и это	13	23
122	как бы	33	23
123	при этом	11	22
124	с ним	4	22
125	в некоторых	2	22
126	совершенно ясно	13	21
127	в одном	5	21
128	сказать что	14	21
129	ее в	2	21
130	в другом	3	21
131	к тому	12	21
132	они не	3	21
133	о смерти	9	21
134	одна из	6	20
135	из них	7	20
136	в силу	3	20
137	из этих	4	20
138	так например	5	19
139	а затем	2	19
140	и как	10	19
141	что у	7	19
142	с собой	3	19
143	на том	4	19
144	в тех	3	19
145	на то	27	19
146	но он	6	19
147	что этот	3	18
148	не все	3	18
149	в данном	4	18
150	вовсе не	8	18
151	в то	6	18
152	и говорит	4	18
153	по существу	4	17
154	и только	5	17
155	в них	7	17
156	то мы	2	16
157	всех этих	3	16
158	со стороны	3	16
159	и действительно	2	16
160	перед нами	5	16
161	и все	15	16
162	в котором	5	16
163	этот вопрос	6	16
164	во всех	6	16
165	данном случае	4	15
166	в целом	7	15
167	на его	4	15
168	в своей	8	15
169	даже в	2	15
170	и то	12	15
171	в особенности	3	15
172	его и	2	15
173	в пределах	3	15
174	и эти	3	15
175	и даже	4	15
176	в которых	4	15
177	как будто	7	15
178	в одной	4	15
179	и тем	6	15
180	он в	3	15
181	и там	2	15
182	увидим что	13	15
183	что при	5	15
184	от него	5	14
185	у нас	7	14
186	но мы	4	14
187	должна быть	2	14
188	с этой	5	14
189	мы еще	2	14
190	в него	5	14
191	должен был	7	14
192	можно было	6	14
193	отношению к	2	14
194	из которых	5	14
195	и есть	7	14
196	его на	2	14
197	одной из	2	14
198	по отношению	3	14
199	и наконец	5	14
200	но они	2	14
201	находится в	2	14
202	образом мы	3	14
203	в нее	3	13
204	что иное	2	13
205	и для	13	13
206	и от	2	13
207	его не	2	13
208	в руки	3	13
209	на этом	11	13
210	в своем	12	13
211	время как	5	13
212	или на	2	13
213	не имеет	2	13
214	и если	13	13
215	в себе	13	13
216	не просто	6	13
217	в форме	2	13
218	по себе	13	13
219	то время	4	13
220	во всем	3	12
221	в их	3	12
222	к этой	2	12
223	ответ на	5	12
224	и герой	2	12
225	как только	5	12
226	и их	3	12
227	хотя бы	5	12
228	за ним	3	12
229	ни один	2	12
230	о нем	3	12
231	дает ему	2	12
232	не знает	2	12
233	что не	5	12
234	к ней	3	12
235	и вот	7	11
236	должно было	2	11
237	же мы	3	11
238	никто не	4	11
239	если он	2	11
240	относится к	2	11
241	главным образом	3	11
242	только с	3	11
243	точки зрения	15	11
244	но уже	2	11
245	уже в	7	11
246	человека в	3	11
247	иное как	2	11
248	на нее	2	11
249	далеко не	4	11
250	же в	3	11
251	ясно что	10	11
252	дает нам	2	11
253	не что	2	11
254	такой же	2	11
255	он видит	5	10
256	в ее	3	10
257	и тот	2	10
258	но если	3	10
259	он может	3	10
260	только одна	2	10
261	говорит о	5	10
262	что эта	8	10
263	указывает на	8	10
264	но как	3	10
265	есть только	3	10
266	вслед за	3	10
267	если не	2	10
268	что эти	4	10
269	их не	2	10
270	в состоянии	3	10
271	не как	3	10
272	и других	2	10
273	а с	7	10
274	связаны с	2	10
275	в которой	4	10
276	ни в	5	10
277	о чем	4	10
278	в это	2	10
279	не было	2	10
280	еще один	2	10
281	себя в	4	10
282	не можем	8	10
283	друг с	6	10
284	и к	5	10
285	бы мы	7	9
286	а как	3	9
287	он должен	8	9
288	тот же	5	9
289	в основе	9	9
290	если это	4	9
291	в свою	3	9
292	это так	2	9
293	из этого	7	9
294	в себя	2	9
295	не могут	4	9
296	это и	7	9
297	по этому	5	9
298	когда она	3	9
299	зависимости от	9	9
300	следующим образом	2	9
301	на этот	7	9
302	жизни и	8	9
303	героя и	9	9
304	с другом	6	9
305	что на	6	9
306	не будет	3	9
307	на первый	2	9
308	том чтобы	7	9
309	и хотя	3	9
310	же не	2	9
311	только на	4	9
312	стороны и	5	9
313	с его	6	9
314	в течение	2	9
315	и так	4	9
316	целый ряд	5	9
317	приводит к	2	9
318	что им	2	8
319	должен быть	3	8
320	здесь в	2	8
321	кажется что	2	8
322	для этого	12	8
323	только что	11	8
324	именно в	9	8
325	что такое	2	8
326	тому как	3	8
327	во всяком	2	8
328	именно на	6	8
329	не дает	2	8
330	мы будем	3	8
331	образом и	3	8
332	он говорит	5	8
333	здесь же	2	8
334	на другой	2	8
335	это значит	2	8
336	из его	4	8
337	на это	3	8
338	надо сказать	2	8
339	в жизни	2	8
340	же самое	13	8
341	но она	3	8
342	и потому	8	8
343	и другое	6	8
344	оказывается что	2	8
345	ни одной	2	8
346	они должны	2	8
347	что его	2	8
348	не так	4	8
349	могло быть	2	8
350	ту же	3	8
351	в зависимости	7	8
352	смерти в	2	8
353	чем это	4	8
354	та же	6	8
355	и из	3	8
356	которые в	2	8
357	от того	6	8
358	его с	2	8
359	и наоборот	2	8
360	он был	3	8
361	и эта	2	8
362	можно сказать	4	8
363	этот материал	2	8
364	не с	2	8
365	конечно не	3	8
366	на самом	9	7
367	это означает	2	7
368	в конце	10	7
369	и о	5	7
370	с самого	5	7
371	состоит в	3	7
372	не то	4	7
373	того чтобы	43	7
374	под влиянием	3	7
375	себе и	4	7
376	еще в	2	7
377	связь между	2	7
378	о которых	3	7
379	эти два	3	7
380	есть не	7	7
381	когда мы	10	7
382	тому что	11	7
383	как она	9	7
384	что ни	4	7
385	и когда	12	7
386	нет в	2	7
387	в какой	5	7
388	того же	5	7
389	если мы	24	7
390	будто бы	3	7
391	со своим	2	7
392	по его	5	7
393	как на	15	7
394	это мы	2	7
395	между тем	4	7
396	совершенно не	11	7
397	и при	3	7
398	в эту	2	7
399	те же	3	7
400	между собой	2	7
401	он делает	2	7
402	был бы	8	7
403	ли это	3	7
404	то он	2	7
405	думать что	3	7
406	не есть	4	7
407	в области	2	7
408	самом деле	17	7
409	образом в	3	7
410	над ним	2	7
411	что оно	12	7
412	на них	3	7
413	о ней	2	7
414	то здесь	2	7
415	уже давно	4	7
416	для него	5	7
417	к которым	3	7
418	в каких	2	7
419	здесь совершенно	2	7
420	он все	2	6
421	с той	2	6
422	для того	45	6
423	видим в	2	6
424	отличие от	3	6
425	нам кажется	6	6
426	почти не	2	6
427	героя а	3	6
428	обстоит дело	4	6
429	говорит что	13	6
430	как говорит	6	6
431	себе не	2	6
432	равно как	2	6
433	были бы	3	6
434	не потому	2	6
435	что царь	2	6
436	и за	4	6
437	дело с	5	6
438	этой точки	3	6
439	между ними	2	6
440	что все	12	6
441	формы и	4	6
442	он является	2	6
443	и уже	4	6
444	от себя	2	6
445	самого начала	5	6
446	той же	6	6
447	к сожалению	2	6
448	не могла	2	6
449	с героем	2	6
450	быть и	2	6
451	к которой	4	6
452	но что	3	6
453	должны будем	3	6
454	сводится к	7	6
455	связь и	2	6
456	он дает	2	6
457	здесь уже	2	6
458	это может	2	6
459	мог бы	3	6
460	к жизни	2	6
461	только о	2	6
462	этих двух	8	6
463	тому же	4	6
464	что по	3	6
465	оно может	2	6
466	если я	2	6
467	чтобы он	2	6
468	отношения к	2	6
469	в каком	7	5
470	дело происходит	5	5
471	уже с	2	5
472	это только	5	5
473	а когда	2	5
474	видит в	3	5
475	ее не	2	5
476	никак не	10	5
477	это было	4	5
478	и почему	3	5
479	только для	2	5
480	мы сейчас	4	5
481	в своих	9	5
482	эти две	4	5
483	и затем	2	5
484	перейдем к	2	5
485	вот как	2	5
486	говорится что	2	5
487	говорит он	2	5
488	для чего	4	5
489	что задача	2	5
490	что если	9	5
491	показать что	17	5
492	это в	5	5
493	это же	2	5
494	бы в	7	5
495	они дают	2	5
496	мы узнаем	2	5
497	в самых	4	5
498	или наоборот	3	5
499	мы легко	5	5
500	основана на	2	5
501	о котором	9	5
502	несмотря на	5	5
503	мы в	3	5
504	в совершенно	6	5
505	в виду	5	5
506	или с	2	5
507	знает что	2	5
508	они были	3	5
509	видит что	4	5
510	совершенно точно	2	5
