N	3gram	Bakhtin_Fr	Myslijsy
1	в том что	4	47
2	по отношению к	3	26
3	сам по себе	2	14
4	в свою очередь	3	14
5	то же время	12	13
6	в то же	12	13
7	с другой стороны	2	12
8	более или менее	3	12
9	до сих пор	3	12
10	с одной стороны	3	10
11	о том что	4	9
12	но и в	2	9
13	так и в	3	8
14	как и в	2	7
15	с точки зрения	4	7
16	после того как	6	6
17	таким образом в	2	5
18	то что в	2	5
19	все то что	3	4
20	в этом отношении	3	4
21	дело в том	2	4
22	то есть в	6	3
23	можно было бы	2	3
24	несколько слов об	2	3
25	в большинстве случаев	9	3
26	в связи с	2	3
27	со всех сторон	2	3
28	в одном из	2	3
29	но и для	2	2
30	и в каждой	2	2
31	в себе все	2	2
32	в свое время	2	2
33	как мы видели	4	2
34	а следовательно и	2	2
35	и все это	2	2
36	о том как	3	2
37	и в отношении	2	2
38	и по отношению	2	2
