N	3gram	Losev_Dial	Myshleni
1	в том что	12	133
2	с точки зрения	18	89
3	по сравнению с	2	45
4	с одной стороны	3	39
5	с самого начала	2	36
6	друг с другом	2	35
7	то же самое	3	31
8	в этом отношении	2	30
9	можно было бы	4	28
10	с другой стороны	7	26
11	о том что	6	25
12	на то что	4	25
13	не может быть	4	23
14	к тому что	3	22
15	в то время	2	22
16	в зависимости от	2	22
17	можно сказать что	6	21
18	то время как	2	20
19	в самом деле	3	19
20	во всяком случае	3	18
21	в этом смысле	4	18
22	до сих пор	4	17
23	в связи с	3	17
24	к выводу что	2	14
25	потому что он	5	14
26	то и другое	3	13
27	это значит что	16	13
28	точно так же	3	13
29	тем не менее	3	12
30	одно и то	8	12
31	и то же	8	12
32	только тогда когда	4	11
33	одной стороны и	3	10
34	на самом деле	3	9
35	сама по себе	12	9
36	так как она	4	9
37	друг к другу	2	9
38	само по себе	7	9
39	более или менее	5	9
40	ни в какой	3	9
41	сам по себе	8	8
42	той или иной	4	8
43	что он не	2	8
44	содержит в себе	5	7
45	то в чем	3	7
46	ничего общего с	3	6
47	не что иное	4	6
48	что иное как	4	6
49	в том смысле	4	6
50	мы находим в	2	6
51	и в частности	4	6
52	только то что	6	6
53	в конце концов	4	5
54	но все же	2	5
55	в то же	7	5
56	того и другого	2	5
57	так как это	2	5
58	и в этом	4	5
59	принять во внимание	2	5
60	том смысле что	3	5
61	так как он	2	5
62	когда мы говорим	2	5
63	сами по себе	4	5
64	содержат в себе	2	5
65	не только в	2	5
66	только потому что	4	5
67	с первого взгляда	2	5
68	есть не что	3	4
69	как это мы	2	4
70	несмотря на то	2	4
71	не потому что	5	4
72	как более или	2	4
73	потому что они	2	3
74	я не могу	2	3
75	одна и та	5	3
76	того что она	2	3
77	связи с этим	2	3
78	и та же	5	3
79	та или иная	4	3
80	значит что он	3	3
81	к тому же	2	3
82	то же время	8	3
83	а потому что	2	3
84	не имеет никакого	3	3
85	то что я	2	2
86	потому что и	2	2
87	по себе не	7	2
88	потому что она	3	2
89	и не только	4	2
90	на точку зрения	2	2
91	ни в каком	9	2
92	вовсе не в	3	2
93	может быть в	2	2
94	но все это	2	2
95	и может быть	3	2
96	и с другой	2	2
97	в силу своей	2	2
98	или хотя бы	2	2
99	сомневаться в том	2	2
100	на самом же	2	2
101	самом же деле	2	2
102	в той или	3	2
103	на деле же	2	2
104	мы говорим что	2	2
105	никогда не может	2	2
106	точки зрения самого	2	2
