N	2gram	Propp_Morf	Tvorches
1	и в	17	56
2	как бы	6	41
3	в то	4	30
4	то же	10	25
5	не только	8	24
6	но в	4	24
7	и его	3	23
8	и не	16	23
9	а в	8	23
10	как и	4	23
11	и т	62	22
12	в этом	18	22
13	в том	10	21
14	что в	10	21
15	том что	7	19
16	он не	5	19
17	может быть	61	19
18	потому что	7	19
19	у него	2	18
20	то что	10	18
21	что он	5	17
22	все это	2	17
23	т д	60	17
24	таким образом	26	17
25	прежде всего	14	16
26	как в	5	16
27	не может	19	16
28	но и	9	16
29	в этой	3	15
30	с его	3	15
31	но это	6	15
32	это не	6	14
33	и даже	2	14
34	о том	6	13
35	а не	11	13
36	в целом	5	12
37	все же	9	11
38	для него	2	11
39	не в	3	10
40	так и	10	10
41	но не	8	10
42	только в	3	10
43	как будто	2	10
44	один из	7	9
45	а затем	10	9
46	наряду с	7	9
47	в своих	2	9
48	так же	4	8
49	одной из	2	8
50	не менее	7	8
51	это уже	3	8
52	на его	5	8
53	так как	20	8
54	тогда как	2	8
55	вовсе не	6	8
56	к этому	4	8
57	об этом	5	8
58	еще не	4	8
59	одним из	2	8
60	хотя и	5	8
61	самом деле	4	7
62	в чем	2	7
63	например в	2	7
64	что она	2	7
65	в которой	3	7
66	в этих	17	7
67	во сне	2	7
68	уже не	4	7
69	его в	4	6
70	приводит к	3	6
71	героя в	5	6
72	все эти	5	6
73	и ее	5	6
74	если он	2	6
75	одна из	5	6
76	хотя бы	5	6
77	и как	6	6
78	если бы	3	6
79	а потому	2	6
80	ничего не	5	5
81	в одной	2	5
82	по отношению	7	5
83	но если	10	5
84	и у	3	5
85	в виде	3	5
86	в образе	6	5
87	а с	2	5
88	не так	2	5
89	что этот	2	5
90	значит что	4	5
91	что и	10	5
92	мы не	8	5
93	и по	3	5
94	что они	5	5
95	что это	3	5
96	в россии	2	5
97	с этим	14	5
98	дело не	2	5
99	на него	4	5
100	та же	3	5
101	между тем	5	5
102	героя и	3	5
103	и другие	6	5
104	отношению к	7	5
105	с другой	9	5
106	с большой	2	5
107	из них	4	5
108	но с	2	5
109	перед нами	14	4
110	при помощи	12	4
111	роль в	2	4
112	это и	3	4
113	в частности	2	4
114	как это	7	4
115	не знает	2	4
116	того что	3	4
117	в в	2	4
118	к нему	3	4
119	точки зрения	7	4
120	ту же	2	4
121	могут быть	21	4
122	а а	2	4
123	однако в	2	4
124	мы видим	15	4
125	о его	4	4
126	который в	2	4
127	в основе	2	4
128	и когда	2	4
129	но эти	3	4
130	себя в	2	4
131	у нее	2	4
132	превращается в	2	4
133	тем что	4	4
134	и есть	3	4
135	с этой	3	4
136	его и	2	4
137	что его	4	4
138	не означает	2	4
139	и более	2	4
140	далеко не	5	4
141	с собой	3	4
142	с иваном	3	4
143	этот вопрос	4	4
144	в которых	2	4
145	представляет собой	17	4
146	с точки	6	4
147	говорить о	4	4
148	связана с	3	4
149	в ходе	5	3
150	действия и	2	3
151	на самом	4	3
152	от него	2	3
153	даже не	3	3
154	герой в	2	3
155	к себе	2	3
156	в другом	2	3
157	друг друга	3	3
158	и тем	3	3
159	со стороны	5	3
160	е а	2	3
161	в один	3	3
162	не по	2	3
163	так например	3	3
164	как уже	3	3
165	к тому	5	3
166	особое место	2	3
167	другой стороны	5	3
168	всяком случае	2	3
169	точно так	2	3
170	совсем не	3	3
171	и др	12	3
172	должны быть	2	3
173	там где	5	3
174	никто не	4	3
175	в первом	5	3
176	можно сказать	2	3
177	как мы	8	3
178	сказать что	4	3
179	если в	7	3
180	то в	3	3
181	из этих	2	3
182	в начале	3	3
183	и тогда	3	3
184	не все	6	3
185	собой в	2	3
186	к ней	3	3
187	только что	3	3
188	во второй	2	3
189	кроме того	3	3
190	не является	4	3
191	только для	2	3
192	ее в	3	3
193	для того	3	3
194	и их	3	3
195	у нас	3	3
196	не с	2	3
197	на этот	2	3
198	д в	2	3
199	и к	4	3
200	а по	3	3
201	ее по	3	3
202	на этом	4	3
203	не существует	3	3
204	несмотря на	4	3
205	может не	2	3
206	вряд ли	2	3
207	и что	3	3
208	во всяком	2	3
209	или в	6	3
210	и только	3	3
211	в одном	2	3
212	данном случае	2	2
213	в нее	2	2
214	в таких	3	2
215	в доме	2	2
216	не могут	7	2
217	означает что	3	2
218	но мы	3	2
219	представляет собою	8	2
220	но как	3	2
221	со смертью	2	2
222	в тех	8	2
223	вслед за	5	2
224	их на	2	2
225	сразу же	2	2
226	является в	2	2
227	начинается с	5	2
228	а во	3	2
229	от других	2	2
230	в руки	4	2
231	с тем	2	2
232	действующих лиц	22	2
233	для этой	3	2
234	без всякой	2	2
235	тому что	5	2
236	она не	2	2
237	однако все	2	2
238	ответ на	2	2
239	настоящее время	3	2
240	с героем	2	2
241	то это	5	2
242	между собой	5	2
243	что же	2	2
244	быть определен	2	2
245	того чтобы	4	2
246	когда в	2	2
247	героя а	4	2
248	было бы	5	2
249	представляют собой	16	2
250	же в	3	2
251	связи с	12	2
252	в сущности	3	2
253	в связи	10	2
254	в качестве	8	2
255	во время	6	2
256	сам он	3	2
257	в бою	3	2
258	здесь мы	3	2
259	самого себя	2	2
260	это еще	2	2
261	некоторые из	3	2
262	не от	2	2
263	в данном	2	2
264	с другими	2	2
265	во всех	6	2
266	тем не	7	2
267	в глаза	2	2
268	д и	2	2
269	в результате	8	2
270	ни к	2	2
271	чаще всего	11	2
272	с одной	2	2
273	очень много	2	2
274	не имеет	2	2
275	ни в	3	2
276	и здесь	7	2
277	их в	2	2
278	с просьбой	3	2
279	входит в	4	2
280	героя к	2	2
281	путь к	2	2
282	но для	3	2
283	определен как	3	2
284	этот момент	5	2
285	если же	5	2
286	не значит	3	2
287	мы уже	4	2
288	ясно что	5	2
