N	2gram	Vygotskiy_	EvropaiC
1	таким образом	38	34
2	в том	38	31
3	и в	47	24
4	том что	28	20
5	все эти	7	19
6	не может	23	18
7	то что	40	18
8	может быть	20	17
9	до сих	6	15
10	все же	7	15
11	сих пор	6	15
12	точки зрения	39	14
13	в этом	47	13
14	все это	5	13
15	в своем	3	12
16	с этим	5	12
17	самом деле	6	12
18	между тем	2	12
19	по отношению	10	11
20	но и	19	11
21	отношению к	9	11
22	не только	36	10
23	так и	8	10
24	во всех	9	10
25	мы знаем	5	10
26	как и	19	10
27	все что	7	10
28	как бы	13	10
29	в результате	3	9
30	друг с	6	9
31	и не	27	9
32	не в	7	9
33	что в	23	9
34	и все	5	9
35	на то	5	9
36	с другом	6	9
37	того же	7	9
38	потому что	26	9
39	при этом	4	9
40	и что	14	9
41	так же	26	8
42	из этих	6	8
43	если бы	8	8
44	чем у	3	8
45	для того	24	8
46	идет речь	2	8
47	к тому	13	8
48	в самом	15	8
49	знаем что	3	8
50	а и	2	8
51	того чтобы	26	8
52	с точки	31	8
53	мы говорили	3	8
54	ясно что	4	8
55	на самом	3	7
56	для этого	4	7
57	о которых	3	7
58	в сознании	11	7
59	так как	25	7
60	в силу	21	7
61	по своей	12	7
62	что он	13	7
63	того что	27	7
64	не менее	6	7
65	о том	5	7
66	из этого	4	7
67	что и	4	7
68	в этой	7	7
69	по существу	2	7
70	что при	4	7
71	вместе с	19	7
72	отличается от	6	6
73	только в	24	6
74	у них	2	6
75	еще не	5	6
76	и при	2	6
77	друг от	3	6
78	так что	8	6
79	в то	10	6
80	и для	5	6
81	с другой	7	6
82	говорили выше	3	6
83	от друга	3	6
84	и на	4	6
85	мы можем	7	6
86	несмотря на	2	6
87	что с	7	6
88	как на	8	6
89	тому же	2	6
90	с ним	5	6
91	и от	6	5
92	его в	7	5
93	но все	2	5
94	по сравнению	23	5
95	в себе	14	5
96	в состоянии	4	5
97	должно быть	3	5
98	к этому	2	5
99	оказывается что	2	5
100	в которой	16	5
101	как к	4	5
102	лишь в	3	5
103	и их	7	5
104	из них	2	5
105	что это	7	5
106	из всех	5	5
107	по своему	11	5
108	у него	2	5
109	что все	6	5
110	но в	9	5
111	столь же	2	5
112	ступени развития	7	5
113	именно в	9	5
114	и без	2	5
115	и с	5	5
116	и к	11	5
117	другой стороны	3	5
118	в целом	7	5
119	между двумя	5	5
120	в его	7	5
121	сравнению с	21	5
122	в пользу	6	5
123	никогда не	7	4
124	в одну	2	4
125	и то	10	4
126	тот факт	2	4
127	в такой	6	4
128	не могут	9	4
129	из того	7	4
130	мы должны	7	4
131	что эта	7	4
132	поэтому что	2	4
133	тем не	4	4
134	в конце	5	4
135	которых мы	5	4
136	отношение к	8	4
137	целый ряд	6	4
138	и т.д	4	4
139	иначе говоря	3	4
140	факт что	2	4
141	та же	2	4
142	то же	16	4
143	в их	4	4
144	том же	7	4
145	в области	5	4
146	а с	3	4
147	одним из	3	4
148	в виде	2	4
149	совершенно не	2	4
150	что его	2	4
151	между собой	15	4
152	что для	3	4
153	с тем	8	4
154	этом случае	15	4
155	на вопрос	6	4
156	не есть	4	4
157	из которых	3	4
158	что мы	14	4
159	всякой другой	2	4
160	связи с	4	4
161	в психологии	5	4
162	что как	2	4
163	этой области	2	4
164	в таком	2	4
165	он не	5	4
166	это есть	6	4
167	если мы	6	4
168	признать что	2	4
169	хотя и	4	4
170	мы уже	5	4
171	даже в	2	3
172	данном случае	5	3
173	представление о	8	3
174	и вообще	3	3
175	вопрос о	9	3
176	что их	2	3
177	тем самым	14	3
178	это не	6	3
179	что если	2	3
180	и потому	3	3
181	что по	2	3
182	к которой	3	3
183	и до	3	3
184	гораздо больше	3	3
185	в начале	6	3
186	бы в	7	3
187	но даже	2	3
188	от того	6	3
189	даже если	2	3
190	только что	7	3
191	очевидно что	6	3
192	с этой	5	3
193	в этих	2	3
194	конечно не	2	3
195	и других	5	3
196	и наконец	4	3
197	одного и	3	3
198	у нас	3	3
199	прежде всего	9	3
200	отличие от	4	3
201	с одной	7	3
202	в разных	6	3
203	образом в	5	3
204	как известно	6	3
205	одно из	6	3
206	но не	13	3
207	и это	2	3
208	в данном	7	3
209	на этой	7	3
210	а в	3	3
211	в нем	6	3
212	только те	3	3
213	в ней	5	3
214	с более	2	3
215	что оно	9	3
216	тогда когда	12	3
217	у взрослого	2	3
218	ко всем	6	3
219	для нас	4	3
220	ближе к	2	3
221	должны быть	5	3
222	было бы	12	3
223	и по	6	3
224	и может	2	3
225	таким же	3	3
226	только одно	2	3
227	во всем	4	3
228	если же	2	3
229	в нашем	6	3
230	в совершенно	3	3
231	как для	2	3
232	же как	14	3
233	и того	3	3
234	заключается в	14	3
235	как мы	24	3
236	чем в	5	3
237	одна из	2	2
238	с которыми	3	2
239	психологии в	3	2
240	то в	4	2
241	то и	5	2
242	в процессе	12	2
243	но как	3	2
244	между этими	3	2
245	к двум	2	2
246	одну из	2	2
247	и низших	2	2
