N	2gram	Potebnia_M	Literetu
1	а не	22	50
2	и не	28	47
3	не только	32	46
4	и в	48	44
5	может быть	46	43
6	при этом	6	41
7	но и	30	41
8	тогда как	8	40
9	в том	47	39
10	в этом	19	38
11	том что	28	32
12	то что	37	29
13	в мире	3	28
14	то же	35	26
15	как и	22	23
16	в то	16	23
17	не в	24	22
18	так и	17	22
19	того что	24	22
20	не может	18	22
21	я и	3	21
22	же время	8	21
23	в себе	26	20
24	прежде всего	6	19
25	как бы	10	18
26	то есть	53	17
27	точки зрения	4	17
28	в его	6	17
29	с другой	8	17
30	в этой	3	16
31	тем самым	11	15
32	со стороны	4	15
33	не менее	9	15
34	в целом	5	15
35	только в	29	15
36	по отношению	12	14
37	что он	8	14
38	и даже	3	14
39	в своем	6	13
40	с одной	8	13
41	но не	8	13
42	уже не	11	13
43	и его	4	13
44	в данном	3	12
45	в своей	2	12
46	еще не	9	12
47	одним из	3	12
48	отношению к	10	12
49	о том	7	12
50	одной стороны	4	12
51	никогда не	2	11
52	данном случае	3	11
53	это не	2	11
54	отличие от	2	11
55	не столько	2	11
56	как в	17	11
57	а в	14	11
58	столь же	8	11
59	вместе с	22	11
60	даже в	3	10
61	этом отношении	2	10
62	для себя	3	10
63	другого в	2	10
64	в области	3	10
65	что в	30	10
66	так или	2	10
67	в ее	3	10
68	из них	11	10
69	и на	5	10
70	потому что	82	10
71	жизни и	3	10
72	одно из	6	9
73	к тому	9	9
74	один из	7	9
75	в поэзии	4	9
76	же в	3	9
77	связи с	6	9
78	в начале	3	9
79	лишь в	2	9
80	с этой	2	9
81	искусства и	3	9
82	что я	5	9
83	на наш	2	9
84	быть может	7	8
85	все же	3	8
86	в искусстве	6	8
87	но в	8	8
88	того же	5	8
89	уже в	10	8
90	не говоря	3	8
91	что не	12	8
92	в глазах	3	8
93	для него	14	8
94	и я	3	8
95	и как	8	8
96	слова и	8	8
97	тем что	13	8
98	в своих	2	8
99	той же	6	8
100	с точки	3	8
101	из того	2	7
102	в их	2	7
103	не как	3	7
104	друг друга	6	7
105	и тем	8	7
106	и других	3	7
107	на свою	2	7
108	так в	4	7
109	другой стороны	4	7
110	перестает быть	5	7
111	человека в	2	7
112	у нас	2	7
113	говоря словами	2	7
114	именно в	5	7
115	в самом	11	7
116	и с	4	7
117	в одном	4	7
118	тому как	6	7
119	в нем	16	7
120	он не	4	7
121	его в	6	6
122	при всей	2	6
123	самом деле	5	6
124	было бы	16	6
125	не было	12	6
126	например в	9	6
127	поэзии и	8	6
128	и то	13	6
129	то и	10	6
130	в каждом	6	6
131	и наконец	3	6
132	как о	3	6
133	далеко не	5	6
134	подобно тому	3	6
135	произведения искусства	2	6
136	в ней	11	6
137	и только	5	6
138	у него	3	6
139	как на	6	6
140	в слове	41	6
141	тем же	6	6
142	все более	2	5
143	вслед за	6	5
144	так как	20	5
145	одном из	4	5
146	так что	14	5
147	он сам	2	5
148	не знает	4	5
149	между тем	19	5
150	несмотря на	2	5
151	что и	16	5
152	себя и	4	5
153	в сущности	3	5
154	обращается к	2	5
155	эти слова	2	5
156	я как	5	5
157	место в	4	5
158	самого себя	3	5
159	хотя бы	3	5
160	в словах	3	5
161	должно быть	9	5
162	мы не	17	5
163	тем не	7	5
164	ни было	2	5
165	в силу	7	5
166	как у	2	5
167	не с	4	5
168	том чтобы	4	5
169	но уже	2	5
170	и если	4	5
171	и к	5	5
172	быть не	4	5
173	не к	4	5
174	входит в	3	4
175	в свою	6	4
176	очевидно что	9	4
177	в каждой	4	4
178	для нас	40	4
179	жизни к	2	4
180	только для	3	4
181	как совокупность	2	4
182	но без	2	4
183	не всегда	5	4
184	от своего	2	4
185	здесь как	3	4
186	к своему	3	4
187	только на	4	4
188	с тем	9	4
189	и все	5	4
190	на его	4	4
191	могли бы	3	4
192	а потому	8	4
193	могут быть	6	4
194	в них	9	4
195	в природе	3	4
196	хотя и	3	4
197	как мы	8	4
198	во всяком	4	4
199	бы то	2	4
200	одной из	3	4
201	нет ничего	2	4
202	то это	9	4
203	но это	9	4
204	за пределы	2	4
205	к этому	3	4
206	бы не	6	4
207	художественное произведение	6	4
208	для того	8	4
209	никем не	2	4
210	что его	3	4
211	то он	2	4
212	но тем	4	4
213	можно сказать	4	4
214	на то	6	4
215	жизни не	3	4
216	в единстве	2	4
217	свое место	2	4
218	более чем	2	4
219	вовсе не	13	4
220	и что	13	4
221	таким образом	24	4
222	и есть	4	4
223	отношения к	2	4
224	при котором	2	4
225	на самом	4	3
226	вопрос о	2	3
227	в действительности	7	3
228	и потому	9	3
229	от всего	4	3
230	так же	6	3
231	но как	2	3
232	с чем	3	3
233	по себе	26	3
234	тех пор	5	3
235	крайней мере	8	3
236	отношение к	2	3
237	например и	2	3
238	есть не	9	3
239	было сказано	2	3
240	в первом	5	3
241	в разговоре	2	3
242	том же	2	3
243	этого не	3	3
244	т п	7	3
245	например не	2	3
246	а с	4	3
247	себе в	2	3
248	и о	6	3
249	в душе	17	3
250	в сознании	36	3
251	но только	3	3
252	что же	3	3
253	а к	4	3
254	там где	6	3
255	того чтобы	5	3
256	и до	2	3
257	становится для	2	3
258	и тогда	4	3
259	в истории	2	3
260	во время	4	3
261	свою очередь	6	3
262	должна быть	2	3
263	и т	12	3
264	на языке	2	3
265	который в	2	3
266	тот же	2	3
267	ее в	2	3
268	на нее	2	3
269	да и	2	3
270	относится к	6	3
271	если в	2	3
272	и от	5	3
273	власть над	2	3
274	во многих	3	3
275	как например	2	3
276	сознания и	2	3
277	бы и	4	3
278	мысли и	8	3
279	художественного произведения	6	3
280	которая не	2	3
281	мысль о	12	3
282	если бы	20	3
283	превращается в	3	3
284	и вполне	2	3
285	сказать и	2	3
286	был бы	2	3
287	большей части	2	3
288	в этих	2	3
289	все равно	5	3
290	себе не	6	3
291	и состоит	2	3
292	по крайней	8	3
293	отношении к	3	3
294	не могло	3	3
295	в какой	3	3
296	что для	5	3
297	за ним	4	3
298	в ту	2	3
299	не имеет	10	3
300	а то	2	3
301	он говорит	3	3
302	в чем	6	3
303	что такое	2	3
304	не есть	24	3
305	отношения между	4	3
306	в сознание	16	3
307	если не	6	3
308	со своей	2	3
309	всяком случае	3	3
310	между людьми	2	3
311	все что	4	3
312	и того	2	3
313	мы в	3	3
314	говорить о	6	3
315	ничего общего	2	3
316	же самое	3	3
317	же и	3	3
318	с ним	10	3
319	как форма	2	2
320	перед нами	3	2
321	а и	5	2
322	для меня	5	2
323	если б	9	2
324	и сама	2	2
325	от него	2	2
326	еще раз	2	2
327	человека и	8	2
328	сознание есть	2	2
329	и притом	3	2
330	того кто	2	2
331	и поэзии	4	2
332	не я	3	2
333	есть и	3	2
334	и вместе	6	2
335	это и	2	2
336	об отношении	5	2
337	а как	2	2
338	отличное от	4	2
339	и при	5	2
340	то для	2	2
341	была бы	5	2
342	на вопрос	2	2
343	его не	2	2
344	стремится к	3	2
345	в такой	2	2
346	в свое	2	2
347	нужно было	2	2
348	к его	2	2
349	я а	3	2
350	тем как	4	2
351	так например	3	2
352	для понимания	5	2
353	это последнее	4	2
354	собственно говоря	2	2
355	в сравнении	4	2
356	тому что	6	2
357	к нему	7	2
358	как теперь	2	2
359	она не	4	2
360	со словом	6	2
361	на свое	3	2
362	а только	7	2
363	могло бы	2	2
364	вне себя	3	2
365	но мы	3	2
366	ему в	2	2
367	и без	9	2
368	от сознания	3	2
369	состоит не	4	2
370	пока не	2	2
371	что на	3	2
372	тогда когда	20	2
373	ответ на	3	2
374	его я	3	2
375	с которой	2	2
376	по этому	2	2
377	произведении искусства	4	2
378	и другого	2	2
379	с ними	6	2
380	между двумя	5	2
381	и по	5	2
382	в нас	2	2
383	что они	2	2
384	человек и	2	2
385	и более	4	2
386	этом случае	2	2
387	только как	9	2
388	и другим	2	2
389	так называемых	3	2
390	от земли	2	2
391	одно и	7	2
392	сказать что	8	2
393	по поводу	8	2
394	кажется что	3	2
395	все то	3	2
396	никак не	3	2
397	только по	5	2
398	нашего времени	2	2
399	он как	2	2
400	и мы	3	2
401	не от	3	2
402	и себя	2	2
403	не об	2	2
404	слово не	6	2
405	бы в	3	2
406	значительной степени	2	2
407	человека а	2	2
408	человеческой деятельности	2	2
409	а напротив	2	2
410	с другими	9	2
411	время в	3	2
412	из этих	10	2
413	так сказать	6	2
414	целый мир	2	2
415	тем более	9	2
416	с каким	3	2
417	и наоборот	5	2
418	бы быть	3	2
419	на это	4	2
420	в это	2	2
421	до тех	5	2
422	в последнем	4	2
423	пор пока	2	2
424	каждого из	2	2
425	что к	2	2
426	та же	3	2
427	из двух	4	2
428	а от	2	2
429	между собою	13	2
430	этот образ	7	2
431	остаются в	2	2
432	но даже	3	2
433	быть только	5	2
434	таких же	2	2
435	что есть	3	2
436	непосредственно в	2	2
437	что по	4	2
438	есть в	6	2
439	мысли об	3	2
440	нет и	2	2
441	слово как	5	2
442	с другим	2	2
443	что у	4	2
444	в котором	7	2
445	слова в	7	2
446	оно не	7	2
447	в большинстве	2	2
448	ход мысли	2	2
449	мысль в	3	2
450	есть от	2	2
451	со своим	2	2
452	художника и	2	2
453	только не	5	2
454	не можем	8	2
455	которое в	2	2
456	внимание на	2	2
457	в той	2	2
458	можно назвать	2	2
459	в ряду	7	2
460	и теперь	6	2
461	языка в	6	2
462	в таком	6	2
463	друг другу	2	2
464	на слово	2	2
465	лишь тогда	5	2
466	эта мысль	2	2
467	и хотя	3	2
468	во всем	2	2
469	к своей	2	2
470	ни был	3	2
471	существование в	2	2
472	но он	3	2
