N	2gram	Vygotskiy_	Tragedij
1	и в	33	18
2	в этом	43	9
3	не только	28	8
4	и не	18	7
5	он сам	2	7
6	и на	11	7
7	как бы	11	7
8	и с	7	7
9	может быть	15	7
10	что он	40	6
11	но в	9	6
12	и его	6	6
13	у него	8	6
14	несмотря на	3	5
15	к жизни	7	5
16	все же	5	5
17	это не	8	5
18	то же	12	5
19	как и	13	5
20	так и	8	5
21	не может	31	5
22	в то	5	5
23	что в	33	4
24	еще не	11	4
25	в целом	8	4
26	но и	14	4
27	прежде всего	5	4
28	том что	41	4
29	в этой	8	4
30	и что	18	4
31	так же	22	4
32	и все	2	4
33	все это	2	4
34	в нем	10	4
35	что я	4	4
36	то что	48	4
37	но это	4	4
38	я не	6	4
39	и даже	3	4
40	в себе	4	4
41	один из	4	3
42	и как	7	3
43	уже в	4	3
44	тем самым	13	3
45	к нему	4	3
46	в своем	11	3
47	при этом	9	3
48	в его	15	3
49	что с	7	3
50	все эти	9	3
51	и он	3	3
52	отнюдь не	2	3
53	о чем	3	3
54	в основном	2	3
55	как будто	2	3
56	никто не	2	3
57	должно быть	10	3
58	как в	7	3
59	как это	11	3
60	для него	9	3
61	в конце	3	3
62	с ним	6	3
63	никогда не	10	2
64	в самом	10	2
65	и то	9	2
66	но все	2	2
67	данном случае	3	2
68	по поводу	3	2
69	до конца	3	2
70	с тем	9	2
71	тем что	12	2
72	вопрос о	15	2
73	в одном	3	2
74	его в	6	2
75	не имеет	7	2
76	в виде	3	2
77	раз и	3	2
78	ничего не	6	2
79	то и	2	2
80	в данном	4	2
81	раз он	3	2
82	не могут	7	2
83	как же	2	2
84	что все	9	2
85	к тому	14	2
86	говорит о	4	2
87	о том	13	2
88	в ходе	17	2
89	что и	11	2
90	не в	10	2
91	столь же	5	2
92	и здесь	2	2
93	потому что	40	2
94	на всем	5	2
95	ребенка в	11	2
96	между этими	3	2
97	в известной	3	2
98	в частности	9	2
99	так что	8	2
100	он не	13	2
101	и ее	2	2
102	под влиянием	4	2
103	в первом	4	2
104	только к	4	2
105	что она	3	2
106	по мнению	2	2
107	что эти	4	2
108	этими двумя	3	2
109	и это	3	2
110	ребенка и	11	2
111	говорит что	7	2
112	знает что	5	2
113	но они	2	2
114	отличие от	3	2
115	в том	44	2
116	с первого	2	2
117	но при	2	2
118	чем он	5	2
119	который в	2	2
120	в отличие	3	2
121	собой но	2	2
122	как говорит	2	2
123	еще в	3	2
124	с его	3	2
125	отношение к	12	2
