N	3gram	Vygotskiy_	KulturaY
1	для того чтобы	14	38
2	с точки зрения	11	36
3	в том что	41	33
4	в самом деле	4	29
5	можно было бы	8	25
6	во всяком случае	10	19
7	тем не менее	6	19
8	то обстоятельство что	4	19
9	с другой стороны	5	17
10	в зависимости от	6	16
11	до сих пор	3	14
12	в том чтобы	2	14
13	только потому что	2	13
14	по отношению к	3	13
15	в связи с	8	12
16	в этом отношении	9	11
17	не может быть	5	11
18	о том что	3	10
19	в этом смысле	7	10
20	вместе с тем	11	9
21	того или иного	2	9
22	в этом случае	4	8
23	само по себе	3	8
24	в том случае	2	7
25	а с другой	4	7
26	только в том	4	7
27	с одной стороны	8	7
28	в свою очередь	3	7
29	той или иной	2	6
30	в первую очередь	2	6
31	хотя бы и	2	6
32	этой точки зрения	4	6
33	в свое время	2	6
34	в отличие от	8	6
35	речь идет о	2	5
36	на этот вопрос	2	5
37	более или менее	3	5
38	так и в	2	5
39	и в этом	2	5
40	с этой точки	4	5
41	как мы видели	4	5
42	точно так же	4	4
43	сам по себе	2	4
44	одного и того	5	4
45	в этой области	2	4
46	бы сказать что	5	4
47	заключается в том	18	4
48	так же как	9	4
49	на то что	5	4
50	состоит в том	4	4
51	смысле этого слова	10	4
52	и того же	5	4
53	с помощью которого	5	3
54	точки зрения на	2	3
55	в силу того	2	3
56	в то время	5	3
57	ни в какой	5	3
58	с тем что	4	3
59	силу того что	2	3
60	том случае если	2	3
61	что и в	6	3
62	в известном смысле	2	3
63	и вместе с	2	3
64	в том смысле	3	3
65	принять во внимание	2	3
66	между тем как	4	2
67	что он не	2	2
68	и то же	6	2
69	не что иное	2	2
70	и той же	5	2
71	и тем же	4	2
72	друг от друга	2	2
73	то же слово	3	2
74	по сравнению со	2	2
75	из того что	3	2
76	в другом месте	3	2
77	от того как	2	2
78	и тот же	6	2
79	в собственном смысле	12	2
80	мы не знаем	2	2
81	том смысле что	2	2
82	то что мы	2	2
83	собственном смысле слова	3	2
84	так как он	2	2
85	и только после	2	2
86	мы могли бы	12	2
87	ничего общего с	2	2
88	в том числе	3	2
89	в целом и	2	2
90	одной и той	5	2
91	что иное как	2	2
92	потому что оно	2	2
93	один и тот	6	2
94	одним и тем	4	2
95	с помощью этого	3	2
96	того что они	3	2
97	сами по себе	4	2
98	по сравнению с	4	2
