N	2gram	Trubetskoy	slovoVRo
1	и в	14	92
2	и т	3	82
3	в нем	5	59
4	может быть	9	59
5	и не	19	51
6	не только	9	44
7	не может	22	41
8	но и	10	39
9	в этом	17	36
10	а не	2	34
11	во всех	5	32
12	точки зрения	11	30
13	в его	4	27
14	все это	6	25
15	как бы	4	24
16	то же	11	23
17	и на	5	22
18	не в	4	21
19	в то	10	20
20	прежде всего	8	19
21	или иной	5	18
22	как и	4	18
23	себя в	4	18
24	же время	10	18
25	с ним	2	18
26	все же	4	17
27	все эти	2	17
28	и даже	2	17
29	в большинстве	3	17
30	таким образом	11	17
31	при этом	5	16
32	но в	2	16
33	той или	3	15
34	и с	7	15
35	с точки	9	15
36	только в	5	14
37	отношении к	2	13
38	и для	6	13
39	никогда не	5	12
40	и потому	3	12
41	а в	5	12
42	или в	3	12
43	во всяком	9	12
44	и наконец	2	12
45	еще не	3	12
46	и к	6	12
47	большинстве случаев	2	11
48	в этих	2	11
49	для него	6	11
50	все они	3	10
51	в своем	6	10
52	в том	17	10
53	она не	2	10
54	в себе	9	10
55	всех этих	3	10
56	лишь в	3	10
57	уже не	2	10
58	может не	3	10
59	его в	4	9
60	и от	2	9
61	или менее	4	9
62	к нему	2	9
63	более или	4	9
64	в их	4	9
65	в своей	5	9
66	этом случае	3	9
67	одна из	3	9
68	так как	4	9
69	но не	4	9
70	на почве	2	9
71	конечно не	5	9
72	он не	5	9
73	быть и	2	9
74	не могут	4	8
75	в ней	2	8
76	с этим	2	8
77	в значительной	3	8
78	в самом	3	8
79	для нас	2	8
80	всяком случае	6	8
81	том что	9	7
82	от него	2	7
83	друг друга	3	7
84	связи с	3	7
85	у него	2	7
86	жизни и	4	7
87	не было	3	7
88	в таком	2	7
89	во всем	4	7
90	мы уже	2	7
91	точку зрения	4	6
92	что в	4	6
93	ни в	2	6
94	в качестве	3	6
95	говорить о	3	6
96	хотя бы	5	6
97	именно в	3	6
98	себя и	5	6
99	по себе	2	6
100	между тем	5	6
101	только на	2	5
102	остается в	2	5
103	и по	3	5
104	в других	2	5
105	для этого	3	5
106	в данном	7	5
107	и при	6	5
108	по отношению	2	5
109	в результате	2	5
110	для того	6	5
111	его и	2	5
112	должна быть	2	5
113	и более	2	5
114	о том	7	5
115	вместе с	4	5
116	следовательно и	2	4
117	для всех	6	4
118	так же	2	4
119	в другом	3	4
120	что и	3	4
121	что он	6	4
122	он должен	5	4
123	том же	2	4
124	в виде	3	4
125	в частности	2	4
126	того что	3	4
127	до сих	5	4
128	лучшем случае	3	4
129	с другом	14	4
130	даже и	2	4
131	что оно	3	4
132	тогда когда	4	4
133	того чтобы	8	4
134	и во	3	4
135	одной из	3	4
136	но это	2	4
137	бы ни	2	4
138	и как	3	4
139	если бы	6	4
140	и о	2	4
141	сих пор	5	4
142	к тому	7	4
143	друг с	14	4
144	из них	3	4
145	в лучшем	3	4
146	из этого	3	4
147	в некоторых	2	4
148	именно на	2	4
149	отношения к	2	4
150	по существу	5	4
151	данном случае	3	3
152	нисколько не	2	3
153	но она	2	3
154	а лишь	4	3
155	от нас	2	3
156	людей и	2	3
157	тому что	2	3
158	всем этим	2	3
159	только с	2	3
160	на том	3	3
161	и те	2	3
162	от этой	2	3
163	между собой	5	3
164	отметить что	2	3
165	было бы	5	3
166	в корне	4	3
167	и то	4	3
168	или иного	2	3
169	того или	2	3
170	в сознании	3	3
171	из этих	3	3
172	должно быть	3	3
173	другом случае	2	3
174	отличается от	2	3
175	сама по	2	3
176	тем что	3	3
177	жизни в	5	3
178	не есть	3	3
179	в этой	4	3
180	потому что	5	3
181	все что	4	3
182	целый ряд	2	3
183	мы говорили	3	3
184	и тем	2	3
185	на самом	6	2
186	полное и	2	2
187	в таких	2	2
188	о которых	3	2
189	из всех	2	2
190	но мы	3	2
191	она может	3	2
192	могут не	2	2
193	к себе	2	2
194	одному из	2	2
195	и есть	2	2
196	факт что	2	2
197	так что	2	2
198	и ни	3	2
199	бы его	2	2
200	а с	2	2
201	то что	13	2
202	что все	3	2
203	этого не	2	2
204	к такому	2	2
205	себя как	2	2
206	себя от	3	2
207	место в	2	2
208	для них	3	2
209	лишь при	5	2
210	ведь в	2	2
211	что они	3	2
212	будучи по	2	2
213	да и	3	2
214	тот факт	2	2
215	то в	3	2
216	к которой	6	2
217	и что	2	2
218	время в	2	2
219	можно было	4	2
220	стремиться к	2	2
221	в области	2	2
222	совершенно не	2	2
223	в течение	2	2
224	ни к	7	2
225	мы можем	2	2
226	не можем	2	2
227	том и	2	2
228	культуры и	2	2
229	чтобы понять	2	2
230	на то	5	2
231	что для	3	2
232	в котором	2	2
233	а между	5	2
234	в своих	6	2
235	в последние	5	2
236	в единое	2	2
237	приводит к	4	2
238	в начале	2	2
239	точке зрения	3	2
240	главным образом	3	2
241	несмотря на	3	2
242	не просто	2	2
243	и только	5	2
244	друг другу	2	2
245	не к	2	2
246	а следовательно	3	2
247	ибо в	3	2
