N	2gram	Vygotskiy_	Mirosoze
1	и в	33	97
2	может быть	15	64
3	не только	28	63
4	в этом	43	55
5	но и	14	54
6	он не	13	53
7	а не	14	53
8	в нем	10	49
9	не может	31	49
10	у него	8	47
11	и не	18	39
12	никогда не	10	38
13	потому что	40	37
14	в ней	2	37
15	не в	10	34
16	и есть	8	33
17	для него	9	31
18	не есть	4	30
19	но он	8	30
20	прежде всего	5	29
21	как и	13	29
22	но в	9	27
23	и он	3	27
24	и это	3	25
25	в своей	5	25
26	и все	2	24
27	у нас	4	24
28	в своем	11	23
29	ведет к	2	23
30	что в	33	23
31	что он	40	22
32	в самом	10	21
33	в себе	4	20
34	отношение к	12	20
35	до конца	3	19
36	как бы	11	19
37	в его	15	18
38	и потому	3	17
39	того что	34	17
40	в том	44	16
41	том что	41	16
42	то что	48	16
43	было бы	18	16
44	и его	6	16
45	в этой	8	15
46	не знает	6	15
47	в котором	2	15
48	в конце	3	14
49	она не	2	14
50	так как	20	14
51	и на	11	13
52	это не	8	12
53	к нему	4	12
54	в них	3	12
55	все это	2	12
56	привести к	2	12
57	но не	13	12
58	он сам	2	12
59	с тем	9	11
60	но это	4	11
61	хотя бы	5	11
62	в которой	8	11
63	только в	21	11
64	как в	7	11
65	и для	3	11
66	и к	7	11
67	жизни и	2	11
68	не могут	7	10
69	так же	22	10
70	есть не	3	10
71	это и	3	10
72	один из	4	10
73	должна быть	7	10
74	то же	12	10
75	связана с	2	10
76	не имеет	7	10
77	а в	5	9
78	к тому	14	9
79	что и	11	9
80	и во	2	9
81	я не	6	9
82	должно быть	10	9
83	все что	2	9
84	в свою	5	9
85	с ним	6	9
86	вместе с	9	9
87	вопрос о	15	8
88	ничего не	6	8
89	от него	3	8
90	в этих	7	8
91	они не	7	8
92	что не	2	8
93	того чтобы	26	8
94	в отношении	18	8
95	с его	3	8
96	себя в	4	8
97	за пределы	4	8
98	тем что	12	8
99	для того	20	8
100	отношении к	2	8
101	о том	13	8
102	и с	7	8
103	еще в	3	8
104	уже в	4	8
105	те же	6	7
106	как он	7	7
107	высшей степени	3	7
108	но если	7	7
109	что все	9	7
110	он в	3	7
111	точки зрения	27	7
112	себя и	2	7
113	что она	3	7
114	на этом	8	7
115	в высшей	3	7
116	в жизни	2	7
117	также и	2	7
118	в нашем	5	7
119	если он	4	7
120	человеку и	2	7
121	отношения к	2	7
122	во всем	2	7
123	чем в	6	7
124	его в	6	6
125	и человека	2	6
126	не как	3	6
127	нет у	2	6
128	на все	7	6
129	его на	2	6
130	и те	2	6
131	должен был	3	6
132	это есть	5	6
133	того как	6	6
134	и от	2	6
135	можно было	11	6
136	не способен	3	6
137	к другу	4	6
138	если бы	13	6
139	с этой	8	6
140	по своей	7	6
141	и более	8	6
142	что у	4	6
143	на то	6	6
144	и здесь	2	6
145	в которых	2	6
146	друг к	3	6
147	оно не	2	5
148	в то	5	5
149	к которому	7	5
150	в их	4	5
151	так и	8	5
152	все время	3	5
153	в более	2	5
154	должны быть	2	5
155	до того	4	5
156	сказать что	18	5
157	тот же	7	5
158	во всяком	4	5
159	в основе	12	5
160	с этим	9	5
161	вопроса о	5	5
162	чем его	3	5
163	этот процесс	5	5
164	говорит что	7	5
165	которые не	5	5
166	мысли и	7	5
167	отличается от	2	5
168	и как	7	5
169	бы в	6	5
170	мы увидим	3	5
171	для этого	3	5
172	еще не	11	5
173	его и	4	5
174	как будто	2	5
175	сих пор	3	5
176	после того	2	5
177	на протяжении	2	5
178	когда он	3	5
179	которых он	2	5
180	до сих	3	5
181	той же	7	5
182	по отношению	19	4
183	сам не	2	4
184	иное как	2	4
185	не что	2	4
186	от того	8	4
187	конце концов	2	4
188	он должен	9	4
189	так что	8	4
190	в момент	4	4
191	может ли	2	4
192	что иное	2	4
193	в такой	5	4
194	есть в	2	4
195	к другому	3	4
196	а с	3	4
197	отношением к	3	4
198	по своему	4	4
199	в чем	10	4
200	по сравнению	9	4
201	тому что	14	4
202	к этой	3	4
203	в центре	2	4
204	место в	2	4
205	и тот	5	4
206	могут быть	7	4
207	тогда когда	10	4
208	отношение между	4	4
209	его отношение	3	4
210	в начале	2	4
211	мы видим	6	4
212	все эти	9	4
213	что они	8	4
214	в истории	3	4
215	никто не	2	4
216	значит что	6	4
217	лежит в	5	4
218	сознания и	3	4
219	толстой и	2	4
220	начинается в	2	4
221	с ней	3	4
222	и даже	3	4
223	и по	5	4
224	что было	2	4
225	в свете	4	4
226	и их	4	4
227	и только	4	4
228	все равно	2	4
229	от всякого	2	4
230	мы не	6	4
231	отношению к	19	4
232	время как	4	4
233	мысль что	6	4
234	еще более	5	4
235	но на	2	4
236	в той	8	4
237	может не	3	4
238	в своих	5	4
239	и что	18	4
240	то время	4	4
241	его собственной	2	4
242	к его	4	3
243	этого вопроса	5	3
244	к этим	2	3
245	о чем	3	3
246	приходит к	6	3
247	поэтому он	2	3
248	в состоянии	6	3
249	и поэтому	2	3
250	сознание и	2	3
251	должны были	3	3
252	является в	2	3
253	этот путь	2	3
254	одним из	4	3
255	с которым	2	3
256	и тем	5	3
257	раньше чем	8	3
258	идет дальше	2	3
259	все же	5	3
260	одной и	3	3
261	мы должны	13	3
262	на том	4	3
263	что же	2	3
264	что всякий	2	3
265	между тем	5	3
266	в виду	4	3
267	ту же	5	3
268	что оно	9	3
269	на его	4	3
270	же как	9	3
271	и самый	2	3
272	ответить на	4	3
273	это значит	5	3
274	стоит в	5	3
275	принадлежит к	2	3
276	с таким	4	3
277	и то	9	3
278	обратиться к	2	3
279	не до	2	3
280	то это	2	3
281	к этому	7	3
282	в этот	4	3
283	находится в	2	3
284	и той	3	3
285	ничего кроме	3	3
286	все три	2	3
287	со всеми	2	3
288	но этот	3	3
289	из него	3	3
290	в пределах	6	3
291	во всех	3	3
292	в ином	3	3
293	не с	2	3
294	именно потому	3	3
295	на этот	9	3
296	в самых	4	3
297	своему значению	2	3
298	он может	5	3
299	только один	4	3
300	но для	3	3
301	приводит к	10	3
302	их и	2	3
303	в одном	3	3
304	тому как	6	3
305	всяком случае	2	3
306	но когда	2	3
307	сравнению с	9	3
308	но с	2	3
309	учение о	3	3
310	на самом	3	2
311	это верно	2	2
312	в каком	2	2
313	все более	4	2
314	к одному	4	2
315	что их	2	2
316	в плане	2	2
317	в действительности	6	2
318	его к	2	2
319	тому чтобы	4	2
320	если в	4	2
321	различие между	4	2
322	не имеют	4	2
323	нисколько не	2	2
324	отношений между	4	2
325	за собой	4	2
326	и отношение	2	2
327	и других	7	2
328	способность к	3	2
329	нет никаких	2	2
330	самом деле	9	2
331	быть в	3	2
332	связанная с	3	2
333	смысле этого	2	2
334	которые в	4	2
335	на высшую	8	2
336	не менее	4	2
337	дальше и	2	2
338	того же	13	2
339	тем самым	13	2
340	могли бы	15	2
341	с того	3	2
342	своей собственной	2	2
343	ему в	2	2
344	а потому	3	2
345	ни одного	2	2
346	между ними	5	2
347	не столько	3	2
348	с которой	2	2
349	к жизни	7	2
350	вот почему	3	2
351	своей природе	4	2
352	связи с	9	2
353	в сущности	17	2
354	раз навсегда	2	2
355	и ее	2	2
356	во всей	3	2
357	столь же	5	2
358	который с	2	2
359	этого слова	3	2
360	бы сказать	4	2
361	их в	3	2
362	между двумя	4	2
363	относится к	3	2
364	на всю	2	2
365	средством для	2	2
366	с которыми	2	2
367	в прошлом	2	2
368	что если	6	2
369	когда мы	4	2
370	то в	7	2
371	более и	3	2
372	потребность в	4	2
373	происходит в	3	2
374	с их	4	2
375	этом отношении	7	2
376	переход от	7	2
377	потому и	4	2
378	в мысли	8	2
379	если я	4	2
380	целый ряд	5	2
381	находятся в	3	2
382	подобно тому	6	2
383	сознания в	3	2
384	только для	2	2
385	кто не	2	2
386	ее в	3	2
387	в уме	5	2
388	когда это	2	2
389	не означает	5	2
390	но они	2	2
391	в какой	8	2
392	уже на	3	2
393	понимал что	2	2
394	этими двумя	3	2
395	вообще не	5	2
396	с другой	11	2
397	прежде чем	2	2
398	в сфере	9	2
399	потребности в	2	2
400	что такое	6	2
401	в смысле	3	2
402	отношения и	2	2
403	что я	4	2
404	во втором	2	2
405	если не	3	2
406	что мы	11	2
407	по себе	8	2
408	и другой	2	2
409	что эта	7	2
410	на свою	2	2
