N	2gram	Bakhtin_Pr	Myshleni
1	в том	8	195
2	в этом	15	167
3	то что	8	166
4	и в	38	162
5	том что	3	161
6	таким образом	10	147
7	точки зрения	8	143
8	с помощью	7	131
9	что в	7	119
10	не только	9	116
11	того что	2	109
12	того чтобы	2	91
13	может быть	26	89
14	с точки	6	89
15	что он	2	86
16	не может	27	81
17	как и	7	79
18	для того	2	78
19	и не	42	78
20	только в	13	75
21	в целом	3	74
22	как мы	7	72
23	но и	9	70
24	в его	43	67
25	сказать что	4	65
26	как бы	22	64
27	и что	2	60
28	было бы	8	60
29	то же	5	58
30	в основе	5	58
31	в самом	7	52
32	мы должны	2	50
33	мы можем	6	48
34	тем что	2	48
35	на основе	6	47
36	понятий и	2	47
37	если бы	3	46
38	но не	12	45
39	с другой	7	45
40	по отношению	21	45
41	тем самым	4	43
42	как это	2	42
43	отношению к	19	42
44	не является	3	41
45	одной стороны	3	40
46	о том	4	40
47	так и	5	39
48	никогда не	5	39
49	с одной	3	39
50	в области	11	38
51	не в	7	37
52	значение слова	4	37
53	и к	3	37
54	в своем	5	36
55	все эти	5	36
56	и его	16	36
57	как в	4	36
58	а не	5	36
59	можно было	4	35
60	он не	3	35
61	в себе	4	35
62	и как	8	34
63	связи с	2	34
64	приводит к	3	34
65	при этом	5	33
66	прежде всего	13	33
67	что и	2	32
68	же самое	2	32
69	но в	4	32
70	слова и	3	32
71	и тем	3	32
72	что оно	2	32
73	и на	3	32
74	все же	6	31
75	этом отношении	2	30
76	на то	2	30
77	между тем	7	29
78	могут быть	5	29
79	самом деле	6	28
80	что все	2	27
81	в своей	7	27
82	в то	4	27
83	другой стороны	4	27
84	и с	17	27
85	в их	10	26
86	в частности	2	26
87	что это	2	26
88	все это	3	25
89	еще не	7	25
90	это не	5	25
91	в чем	2	25
92	можно сказать	2	25
93	в какой	2	24
94	что эта	2	24
95	в нем	15	24
96	в слове	3	24
97	в высшей	5	24
98	слова в	7	23
99	ни в	11	23
100	высшей степени	5	22
101	не могут	2	22
102	столь же	2	22
103	отношение к	10	21
104	в истории	2	21
105	и более	2	21
106	в нашем	4	21
107	его в	9	21
108	там где	6	21
109	показать что	2	21
110	к этому	2	21
111	и все	3	21
112	между ними	4	21
113	и ее	2	21
114	не имеет	9	21
115	в котором	2	20
116	в виду	4	20
117	и других	2	20
118	по существу	2	20
119	а в	6	20
120	должно быть	5	20
121	к которому	4	20
122	в другом	2	20
123	едва ли	3	20
124	на этом	2	20
125	не менее	4	20
126	в данном	4	19
127	в себя	2	19
128	с ним	5	19
129	из которых	2	19
130	во всех	11	19
131	в связи	2	19
132	независимо от	13	19
133	отличие от	5	18
134	во всем	2	18
135	к действительности	3	18
136	чем в	2	18
137	но это	3	18
138	в отличие	5	18
139	этом смысле	3	18
140	и для	11	17
141	все что	3	17
142	в своих	2	17
143	в свою	2	17
144	и от	3	17
145	совпадает с	2	17
146	и есть	2	17
147	и только	4	17
148	не есть	6	17
149	в этих	2	17
150	я не	2	17
151	нами в	2	17
152	вовсе не	2	16
153	которую мы	3	16
154	по поводу	2	16
155	и другие	2	16
156	слово и	2	16
157	и даже	3	16
158	мы имеем	2	16
159	данном случае	4	15
160	но как	2	15
161	том же	2	15
162	в начале	2	15
163	со всеми	3	15
164	хотя бы	4	15
165	отличается от	2	15
166	вообще не	7	15
167	ничего не	6	15
168	и это	3	15
169	в них	5	15
170	он должен	2	14
171	значение для	3	14
172	точка зрения	3	14
173	и во	2	14
174	одной из	3	14
175	с его	2	14
176	и здесь	2	14
177	не можем	2	14
178	она не	2	13
179	лишь в	2	13
180	в виде	2	13
181	имеет место	5	13
182	они не	3	13
183	отнюдь не	19	13
184	к его	2	13
185	смысле слова	2	13
186	с другими	3	13
187	и потому	4	12
188	в ее	4	12
189	тем не	3	12
190	входит в	8	12
191	первый план	2	12
192	несмотря на	3	12
193	в ней	4	12
194	на первый	2	12
195	ясно что	3	12
196	которых мы	4	12
197	к нему	10	12
198	за пределы	12	12
199	на самом	4	11
200	а только	2	11
201	мы будем	3	11
202	есть не	2	11
203	и при	2	11
204	например в	3	11
205	в других	4	11
206	в пределах	6	11
207	мы увидим	3	11
208	нуждается в	2	11
209	не могли	2	11
210	и наконец	6	11
211	слово в	2	11
212	не знает	3	11
213	только по	4	11
214	отношения к	6	11
215	не совпадает	2	10
216	нами выше	2	10
217	здесь мы	2	10
218	относится к	4	10
219	у нас	2	10
220	связи и	3	10
221	о которых	2	10
222	или иной	2	10
223	вопроса о	3	10
224	тенденцию к	2	10
225	в конечном	4	10
226	в нашей	2	10
227	и у	2	10
228	и которые	2	10
229	и значение	2	10
230	в плане	7	9
231	также и	3	9
232	он может	2	9
233	хотя и	3	9
234	и он	2	9
235	совершенно не	7	9
236	мы в	3	9
237	как только	3	9
238	в тех	3	9
239	находит свое	2	9
240	должны быть	4	9
241	в самой	2	9
242	оно не	3	9
243	но с	3	9
244	место в	8	9
245	той или	2	9
246	конечном счете	4	9
247	не с	4	9
248	должен быть	2	9
249	представляется нам	2	9
250	говорить о	3	9
251	или в	2	9
252	при решении	2	8
253	форм и	2	8
254	действительности и	3	8
255	связь с	3	8
256	что не	4	8
257	в современной	2	8
258	дело с	6	8
259	и др	8	8
260	поэтому в	2	8
261	в более	4	8
262	не на	5	8
263	в известной	3	8
264	этой области	2	8
265	том как	2	8
266	и те	2	8
267	в равной	2	8
268	о котором	2	8
269	не имеют	2	7
270	лучшем случае	2	7
271	здесь в	2	7
272	должна быть	4	7
273	с ними	4	7
274	слова не	3	7
275	в таком	3	7
276	слова с	2	7
277	связаны с	2	7
278	в значительной	2	7
279	на него	3	7
280	но они	4	7
281	предмета и	2	7
282	случае не	2	7
283	из важнейших	3	7
284	со словом	5	7
285	момента в	2	6
286	в каждом	2	6
287	теории познания	2	6
288	является как	2	6
289	и вообще	2	6
290	как таковой	2	6
291	на ее	3	6
292	в двух	2	6
293	задачи и	2	6
294	которые могут	2	6
295	как его	3	6
296	как чисто	2	6
297	как к	2	6
298	именно поэтому	2	6
299	дело в	2	6
300	и о	5	6
301	раз и	2	6
302	этот момент	2	6
303	одна из	2	6
304	не остается	2	6
305	нет и	3	6
306	может стать	3	6
307	и другими	3	6
308	с действительностью	3	6
309	действительности в	2	6
310	оно может	2	6
311	к чему	2	6
