N	2gram	Propp_Isto	Vladivir
1	и в	41	116
2	то что	12	71
3	и не	12	67
4	не только	30	65
5	у него	16	65
6	в этом	19	53
7	в том	14	52
8	том что	18	51
9	что в	21	48
10	но и	20	47
11	в конце	4	41
12	в его	4	40
13	и с	4	39
14	сказать что	5	36
15	и даже	3	36
16	там же	3	35
17	так что	6	35
18	же с	2	34
19	потому что	13	33
20	что он	29	32
21	не может	19	31
22	о том	15	30
23	только в	10	30
24	никогда не	16	29
25	как мы	6	29
26	вовсе не	6	27
27	а в	12	27
28	не было	3	26
29	в то	6	25
30	но в	7	25
31	в себе	3	25
32	и то	3	25
33	и его	11	25
34	а также	2	24
35	точки зрения	4	23
36	между прочим	3	23
37	может быть	19	23
38	он не	8	23
39	что же	2	23
40	в виде	5	22
41	так как	21	22
42	он был	2	22
43	кроме того	6	22
44	об этом	7	22
45	ни в	4	22
46	в своей	4	21
47	вместе с	17	21
48	а именно	12	20
49	в своем	3	20
50	прежде всего	6	20
51	для нас	8	20
52	и что	15	20
53	так и	8	19
54	не менее	5	19
55	в дальнейшем	3	19
56	таким образом	15	19
57	тем не	4	19
58	не в	12	18
59	как это	6	18
60	как и	8	18
61	хотя и	3	18
62	с его	4	18
63	что и	13	17
64	в этой	2	17
65	то это	7	17
66	у нас	4	17
67	а не	9	17
68	и если	4	17
69	уже не	8	16
70	все же	14	16
71	того что	7	16
72	было бы	4	16
73	к тому	4	16
74	и все	6	16
75	в котором	3	16
76	в связи	3	15
77	но это	5	15
78	к этому	5	15
79	то же	12	15
80	того же	3	14
81	уже в	4	14
82	тут же	2	14
83	все эти	8	14
84	и как	3	14
85	и на	12	14
86	мы уже	10	14
87	так же	6	13
88	с тем	8	13
89	можно сказать	3	13
90	и от	5	13
91	что это	6	13
92	не просто	3	13
93	жизни и	3	13
94	на этот	4	13
95	то время	4	13
96	во всем	2	13
97	и у	3	12
98	только на	2	12
99	ничего не	7	12
100	в нем	12	12
101	и по	7	12
102	связи с	3	12
103	во всяком	3	12
104	и это	9	12
105	если не	4	12
106	по себе	2	12
107	всяком случае	3	12
108	мы должны	7	11
109	еще в	3	11
110	или менее	3	11
111	и о	2	11
112	при этом	7	11
113	все это	9	11
114	никак не	2	11
115	в данном	8	11
116	в которой	2	11
117	и здесь	13	11
118	то он	2	11
119	на то	5	11
120	более или	3	11
121	но что	2	11
122	в основном	2	11
123	даже в	2	10
124	к нему	8	10
125	в ней	4	10
126	что его	2	10
127	в качестве	5	10
128	можно было	3	10
129	еще не	13	10
130	но не	8	10
131	в самом	2	10
132	он и	3	10
133	здесь не	4	10
134	с ним	9	10
135	это не	14	9
136	но как	4	9
137	о чем	2	9
138	оно есть	2	9
139	мы знаем	4	9
140	а с	3	9
141	в целом	2	9
142	в начале	2	9
143	по существу	5	9
144	что если	2	9
145	с этим	3	9
146	и сам	3	9
147	ни с	2	9
148	с другой	20	9
149	не будет	6	9
150	именно в	2	9
151	что мы	3	9
152	из этого	2	9
153	отношения к	2	9
154	но он	4	9
155	отношение к	6	8
156	не столько	4	8
157	тоже не	3	8
158	в чем	5	8
159	как бы	8	8
160	тот же	2	8
161	из этих	6	8
162	и он	8	8
163	тем что	11	8
164	это значит	3	8
165	с этой	7	8
166	в этих	16	8
167	как в	17	8
168	после смерти	7	8
169	когда он	5	8
170	со стороны	3	8
171	в это	3	8
172	которой он	3	8
173	значит что	3	8
174	конечно не	2	8
175	другими словами	3	7
176	в свое	3	7
177	как он	11	7
178	при помощи	6	7
179	не имеет	6	7
180	к этой	2	7
181	себе и	3	7
182	по этому	3	7
183	на его	6	7
184	точно так	2	7
185	здесь мы	11	7
186	е в	2	7
187	но вот	2	7
188	из его	2	7
189	мы видели	17	7
190	то и	6	7
191	к концу	3	7
192	если бы	3	7
193	и вот	2	7
194	к ней	3	7
195	но если	2	7
196	но все	5	7
197	был в	2	7
198	в одном	2	7
199	что этот	4	7
200	на первый	6	7
201	и есть	2	7
202	в них	4	7
203	выше мы	4	7
204	данном случае	7	6
205	его в	7	6
206	те же	2	6
207	на себя	3	6
208	что здесь	10	6
209	от того	4	6
210	есть и	6	6
211	к своему	4	6
212	тому что	2	6
213	так или	2	6
214	его на	2	6
215	под влиянием	2	6
216	время как	4	6
217	другой стороны	17	6
218	тем более	2	6
219	что она	6	6
220	на него	3	6
221	должен был	2	6
222	и наконец	6	6
223	для того	2	6
224	такой же	3	6
