N	3gram	Voloshinov	Formalny
1	с точки зрения	31	40
2	не может быть	23	29
3	на самом деле	5	21
4	то же время	7	20
5	в то же	7	20
6	во всяком случае	4	16
7	в связи с	12	16
8	в настоящее время	6	13
9	по отношению к	9	12
10	науки об идеологиях	5	11
11	так и в	2	11
12	в самом деле	13	11
13	в этом отношении	4	11
14	бы то ни	11	10
15	в его целом	2	10
16	в зависимости от	2	10
17	в большинстве случаев	7	9
18	и не может	11	9
19	с другой стороны	6	9
20	как мы видели	4	8
21	для того чтобы	7	8
22	до сих пор	10	8
23	с одной стороны	2	8
24	более или менее	3	7
25	как мы знаем	6	7
26	пр и пр	5	7
27	то ни было	11	7
28	в свою очередь	5	7
29	в высшей степени	5	7
30	и пр и	5	7
31	того или иного	2	7
32	может быть и	8	6
33	языка и его	6	6
34	смысле этого слова	6	6
35	мы полагаем что	2	6
36	в том что	9	6
37	до известной степени	2	5
38	в значительной степени	3	5
39	связи с этим	3	5
40	в этом смысле	2	5
41	мы ни взяли	3	5
42	в отличие от	7	5
43	все без исключения	3	5
44	к тому что	4	5
45	в направлении к	8	5
46	и те же	5	5
47	одни и те	5	5
48	и не в	3	4
49	чем же является	3	4
50	все более и	2	4
51	до настоящего времени	7	4
52	в конце концов	3	4
53	может быть понято	3	4
54	а не в	3	4
55	с самого начала	9	4
56	тем не менее	3	4
57	нет и не	2	4
58	не могут быть	3	4
59	вовсе не является	3	4
60	не следует что	2	4
61	но и в	3	4
62	сводится к тому	2	4
63	более и более	2	4
64	сама по себе	2	4
65	как и все	2	4
66	но все же	4	4
67	в ее целом	3	4
68	то же самое	8	3
69	в данной социальной	2	3
70	на первый план	2	3
71	с установкой на	2	3
72	в пределах одного	2	3
73	у нас не	3	3
74	но в то	6	3
75	и тот же	3	3
76	и пр но	2	3
77	друг с другом	2	3
78	между этими двумя	2	3
79	в том числе	3	3
80	мы уже знаем	2	3
81	как мы увидим	2	3
82	быть и речи	4	3
83	только в процессе	3	3
84	в неразрывной связи	4	3
85	в противном случае	2	3
86	точки зрения самого	2	3
87	упускается из виду	2	3
88	во всех областях	2	3
89	идеалистическая философия культуры	2	3
90	только на почве	3	3
91	какого бы то	2	3
92	на самом же	5	3
93	один и тот	3	3
94	так или иначе	2	3
95	при этом условии	2	3
96	том числе и	3	3
97	самом же деле	5	3
98	так и от	3	3
99	но при этом	2	2
100	от того что	2	2
101	и прежде всего	4	2
102	тот или иной	2	2
103	в пределах индивидуального	2	2
104	в широком смысле	2	2
105	социального общения и	3	2
106	в отношении к	7	2
107	это вполне понятно	2	2
108	и до настоящего	3	2
109	мы не найдем	2	2
110	так же как	2	2
111	в следующей главе	3	2
112	ничего общего с	2	2
113	слова и его	2	2
114	лежит в основе	2	2
115	одним и тем	2	2
116	отсюда следует что	5	2
117	лишь в процессе	2	2
118	и между ними	2	2
119	неразрывной связи с	3	2
120	или хотя бы	2	2
121	и пр в	4	2
122	самом деле ведь	2	2
123	речевого общения в	2	2
124	как если бы	6	2
125	язык как система	8	2
126	в таком случае	5	2
127	на этот вопрос	3	2
128	какой бы то	3	2
129	и тем же	2	2
130	данной социальной группы	3	2
131	не только в	2	2
132	друг друга в	2	2
133	всех без исключения	5	2
134	что было бы	2	2
135	в собственном смысле	2	2
136	и его формы	3	2
137	же касается до	2	2
138	со всех сторон	2	2
139	в этом случае	3	2
140	отнюдь не является	5	2
141	в двух направлениях	2	2
142	об идеологиях и	2	2
143	мы отвлечемся от	2	2
144	если мы отвлечемся	2	2
145	в процессе его	2	2
146	совершенно независимо от	2	2
147	наука об идеологиях	4	2
