N	2gram	Vygotskiy_	Morfolog
1	может быть	19	61
2	и пр	2	45
3	таким образом	39	26
4	могут быть	5	21
5	так как	11	20
6	мы имеем	2	19
7	не может	16	19
8	в этом	32	18
9	в этих	3	17
10	представляет собой	13	17
11	и в	37	17
12	и не	15	16
13	представляют собой	2	16
14	мы видим	7	15
15	перед нами	7	14
16	с этим	8	14
17	прежде всего	12	14
18	по существу	8	13
19	при помощи	2	12
20	и др	5	12
21	связи с	7	12
22	а не	5	11
23	заметить что	3	11
24	вопрос о	11	10
25	но если	3	10
26	мы увидим	3	10
27	то же	12	10
28	в том	47	10
29	то что	32	10
30	так и	12	10
31	что в	25	10
32	что и	3	10
33	а затем	5	10
34	в связи	3	10
35	все же	6	9
36	но и	23	9
37	с другой	16	9
38	не только	29	8
39	в тех	2	8
40	в результате	7	8
41	но не	6	8
42	а в	4	8
43	мы не	13	8
44	в качестве	12	8
45	как мы	11	8
46	том что	42	7
47	по отношению	12	7
48	образом мы	2	7
49	наряду с	3	7
50	отношению к	11	7
51	как это	6	7
52	точки зрения	49	7
53	один из	3	7
54	потому что	11	7
55	это не	5	6
56	во всех	4	6
57	и как	7	6
58	или в	2	6
59	увидим ниже	2	6
60	также и	2	6
61	подобно тому	2	6
62	в нашем	3	6
63	о том	14	6
64	если мы	8	6
65	с точки	34	6
66	как бы	16	6
67	вовсе не	5	6
68	ничего не	6	5
69	и ее	9	5
70	вслед за	3	5
71	хотя бы	7	5
72	мы можем	11	5
73	было бы	12	5
74	об этом	6	5
75	в ходе	9	5
76	со стороны	4	5
77	что он	16	5
78	как в	7	5
79	то это	2	5
80	тому что	6	5
81	к тому	10	5
82	из которых	6	5
83	между тем	10	5
84	в целом	29	5
85	главным образом	2	5
86	другой стороны	10	5
87	между собой	5	5
88	в море	2	5
89	тому как	3	5
90	там где	8	5
91	в других	2	5
92	все эти	6	5
93	что они	5	5
94	он не	11	5
95	раньше чем	3	5
96	в первом	2	5
97	хотя и	2	5
98	учение о	4	5
99	ясно что	2	5
100	сказать что	16	4
101	на самом	4	4
102	тех же	3	4
103	независимо от	10	4
104	так же	18	4
105	в то	7	4
106	можно было	6	4
107	к этому	7	4
108	нами в	3	4
109	на него	3	4
110	тем что	7	4
111	не является	16	4
112	могла бы	2	4
113	самом деле	8	4
114	показать что	7	4
115	из них	4	4
116	но в	9	4
117	но все	3	4
118	что его	6	4
119	и для	3	4
120	следующим образом	2	4
121	как и	20	4
122	уже не	2	4
123	этот вопрос	6	4
124	и к	9	4
125	на этом	3	4
126	смысле слова	6	4
127	несмотря на	6	4
128	того чтобы	23	4
129	говорить о	4	4
130	случае не	2	4
131	от того	7	4
132	мы уже	7	4
133	время как	4	3
134	мы должны	11	3
135	в которой	6	3
136	в собственном	8	3
137	вопроса о	3	3
138	что это	8	3
139	в отдельных	3	3
140	который может	2	3
141	и их	5	3
142	целый ряд	6	3
143	друг друга	5	3
144	только что	7	3
145	если бы	10	3
146	в виде	3	3
147	возникает вопрос	2	3
148	на первый	3	3
149	есть нечто	2	3
150	связана с	4	3
151	и тем	8	3
152	он должен	4	3
153	из двух	3	3
154	не в	9	3
155	для того	19	3
156	и при	2	3
157	с этой	7	3
158	собственном смысле	8	3
159	в один	4	3
160	в какой	5	3
161	того что	28	3
162	приводит к	8	3
163	как уже	9	3
164	рассматриваться как	3	3
165	ее в	3	3
166	этой формы	2	3
167	на то	11	3
168	ни в	6	3
169	если это	2	3
170	состоит в	4	3
171	но мы	4	3
172	с собой	5	3
173	что при	3	3
174	и функции	4	3
175	но для	2	3
176	не существует	4	3
177	в начале	2	3
178	можно назвать	2	3
179	следует за	2	3
180	и что	11	3
181	то время	5	3
