N	2gram	Bakhtin_Fr	Vvedenie
1	в том	12	38
2	в этом	28	35
3	и в	68	35
4	том что	6	30
5	может быть	10	30
6	не только	21	26
7	для того	5	23
8	того чтобы	6	22
9	таким образом	22	21
10	также и	6	20
11	не может	5	19
12	то что	11	19
13	потому что	3	18
14	со стороны	2	16
15	о том	5	16
16	только в	9	16
17	так как	7	15
18	в общем	2	14
19	и не	25	13
20	что в	14	13
21	в самом	6	13
22	в нем	12	13
23	в их	6	12
24	того что	3	12
25	точки зрения	8	12
26	в его	21	12
27	как на	3	12
28	в данном	5	11
29	то же	14	11
30	в ее	5	11
31	как мы	18	11
32	не в	2	10
33	прежде всего	23	10
34	но в	20	10
35	в той	7	10
36	уже и	2	10
37	между тем	3	10
38	из этих	2	9
39	и как	5	9
40	все же	6	9
41	смысле этого	2	9
42	но не	4	9
43	не менее	2	9
44	дело с	2	9
45	в истории	5	9
46	это не	5	8
47	можно было	3	8
48	о котором	2	8
49	с другой	8	8
50	именно в	5	8
51	как нечто	3	8
52	в качестве	2	8
53	и то	2	7
54	самом деле	5	7
55	сих пор	6	7
56	как и	17	7
57	как бы	7	7
58	в большей	2	7
59	смысле слова	5	7
60	но и	17	7
61	в разных	3	7
62	было бы	4	7
63	до сих	6	7
64	сказать что	3	6
65	его в	7	6
66	хотя бы	2	6
67	об этом	3	6
68	и даже	7	6
69	тем что	6	6
70	как он	4	6
71	так например	2	6
72	и это	5	6
73	а в	3	6
74	уже не	2	6
75	в то	14	6
76	один из	9	6
77	и что	2	6
78	и его	26	6
79	все это	6	6
80	же время	13	6
81	вовсе не	18	6
82	вместе с	4	6
83	данном случае	3	5
84	дело в	4	5
85	с их	5	5
86	дело не	3	5
87	есть и	4	5
88	в виду	8	5
89	связь между	3	5
90	одним из	2	5
91	что он	7	5
92	в течение	3	5
93	быть в	2	5
94	по своему	3	5
95	одно из	3	5
96	от этого	2	5
97	культуры в	3	5
98	в различных	2	5
99	другой стороны	5	5
100	в них	19	5
101	уже в	4	5
102	в целом	3	5
103	всяком случае	2	5
104	что и	3	5
105	а не	6	5
106	хотя и	2	5
107	во всяком	2	5
108	да и	2	4
109	еще и	6	4
110	по сравнению	2	4
111	мы имеем	2	4
112	о чем	3	4
113	одной стороны	4	4
114	и ее	3	4
115	в области	5	4
116	этот процесс	4	4
117	по отношению	3	4
118	связана с	4	4
119	в особенности	6	4
120	этом отношении	4	4
121	но ведь	3	4
122	как о	2	4
123	еще не	3	4
124	времени и	5	4
125	отношению к	2	4
126	в чем	3	4
127	отличие от	3	4
128	в отличие	3	4
129	с одной	5	4
130	одной из	3	4
131	но все	5	4
132	и для	6	4
133	в котором	3	4
134	в виде	2	4
135	в более	4	4
136	даже и	3	4
137	в одном	7	4
138	из них	8	4
139	здесь нет	2	4
140	видит в	3	4
141	в себе	5	4
142	как она	2	4
143	с точки	4	4
144	в своей	11	4
145	как раз	8	4
146	сравнению с	2	4
147	можно сказать	2	4
148	той же	9	4
149	никогда не	2	3
150	до конца	10	3
151	одна из	3	3
152	в отношении	3	3
153	и вообще	3	3
154	что это	4	3
155	или иной	2	3
156	до нас	8	3
157	в своем	11	3
158	и той	2	3
159	а также	6	3
160	с этим	2	3
161	одновременно и	3	3
162	так же	3	3
163	в начале	5	3
164	что уже	2	3
165	но дело	4	3
166	для этого	3	3
167	к этому	6	3
168	в другом	3	3
169	в значительной	3	3
170	в конце	8	3
171	отношение к	11	3
172	во второй	2	3
173	и здесь	5	3
174	или же	2	3
175	если бы	3	3
176	в сущности	15	3
177	и вот	4	3
178	он мог	2	3
179	понятно что	3	3
180	в этих	8	3
181	только на	4	3
182	в частности	4	3
183	как в	4	3
184	второй половины	3	3
185	такого рода	5	3
186	мы видели	6	3
187	стороны и	2	3
188	к нему	4	3
189	филологическое изучение	2	3
190	на том	2	3
191	и на	16	3
192	язык и	2	3
193	того же	4	3
194	или иных	2	3
195	в ней	6	3
196	входит в	2	3
197	и к	4	3
198	на этом	3	3
199	между ними	4	3
200	большей или	3	3
201	своего рода	5	3
202	или меньшей	3	3
203	нуждается в	4	3
204	здесь не	5	3
205	тех или	2	3
206	вряд ли	3	3
207	говорит о	2	3
208	при этом	5	3
209	все эти	16	3
210	той или	2	3
211	связи с	8	3
212	и есть	5	3
213	и сам	5	3
214	как будто	2	3
215	в этой	15	3
216	в слове	2	3
217	и других	7	3
218	чем в	2	3
219	них и	2	2
220	не исчерпывается	2	2
221	в языке	2	2
222	работа над	3	2
223	в таких	3	2
224	ничего не	4	2
225	следовательно и	2	2
226	у нас	4	2
227	и потому	6	2
228	его к	3	2
229	во всех	8	2
230	и до	14	2
231	на такие	2	2
232	все время	3	2
233	но как	5	2
234	и сама	2	2
235	это в	4	2
236	еще раз	2	2
237	хотя в	2	2
238	каждый из	2	2
239	в прошлом	2	2
240	в форме	3	2
241	в подлинном	2	2
242	мысли и	2	2
243	что здесь	2	2
244	в этот	2	2
245	и всего	2	2
246	конце концов	3	2
247	вообще в	2	2
248	в связи	7	2
249	с полной	3	2
250	подобно тому	2	2
251	том же	4	2
252	свою очередь	2	2
253	и при	2	2
254	и был	3	2
255	и другие	4	2
256	после этого	2	2
257	и со	2	2
258	так и	8	2
259	одной и	2	2
260	наших дней	5	2
261	и др	9	2
262	на котором	2	2
263	и далее	3	2
264	на протяжении	7	2
265	она была	3	2
266	и так	5	2
267	значение в	4	2
268	говорит он	2	2
269	это уже	2	2
270	на тему	2	2
271	в подлиннике	2	2
272	в своих	7	2
273	какой бы	2	2
274	будто бы	2	2
275	в свою	3	2
276	и с	15	2
277	жизни как	2	2
278	но это	5	2
279	до наших	5	2
280	выражение в	2	2
281	он и	10	2
282	этой книги	2	2
283	в основу	2	2
284	от языка	2	2
