N	3gram	Vygotskiy_	Problemy
1	то же время	2	26
2	в то же	2	26
3	с точки зрения	34	25
4	по отношению к	11	18
5	в этом смысле	3	16
6	на самом деле	3	15
7	не может быть	8	14
8	до сих пор	4	10
9	с самого начала	9	9
10	в самом деле	5	9
11	во всяком случае	5	9
12	с другой стороны	10	9
13	друг с другом	6	8
14	в том что	30	8
15	мы уже говорили	3	7
16	сама по себе	3	7
17	том что он	2	6
18	как и все	2	6
19	в отличие от	3	6
20	той или иной	2	5
21	сам по себе	3	5
22	подобно тому как	2	5
23	в зависимости от	8	5
24	по ту сторону	2	5
25	можно было бы	6	5
26	в высшей степени	7	5
27	на протяжении всего	2	4
28	как если бы	3	4
29	друг к другу	2	4
30	о том что	10	4
31	само по себе	3	4
32	как и в	2	4
33	в этом отношении	6	4
34	смысле этого слова	6	4
35	к тому чтобы	2	4
36	что может быть	2	4
37	и то же	2	3
38	в то время	5	3
39	в данном случае	5	3
40	как мы уже	4	3
41	на то что	9	3
42	одно и то	2	3
43	не только не	2	3
44	и в самом	2	3
45	на этот вопрос	5	3
46	то время как	4	3
47	то же что	2	3
48	его внутренней речи	2	3
49	мы увидим что	2	3
50	можно сказать что	5	3
51	в такой же	3	2
52	прежде всего в	2	2
53	то же самое	4	2
54	же как и	4	2
55	этой точки зрения	2	2
56	то что он	2	2
57	то что в	2	2
58	и не то	2	2
59	только то что	2	2
60	что он не	2	2
61	мы должны были	2	2
62	он должен быть	2	2
63	если бы он	3	2
64	таким образом и	3	2
65	по своей структуре	2	2
66	с таким же	2	2
67	друг от друга	4	2
68	к тому что	3	2
69	в том же	3	2
70	я не могу	2	2
71	между этими двумя	2	2
72	вместе с тем	5	2
73	в результате такого	2	2
74	дело в том	2	2
75	для того чтобы	19	2
76	в одном из	2	2
77	в значительной степени	2	2
78	в свою очередь	3	2
