N	2gram	Nazirov_Tv	KFilosof
1	может быть	11	45
2	в его	19	42
3	в нем	4	32
4	не может	9	29
5	и не	12	28
6	и в	40	28
7	по отношению	3	26
8	в котором	8	24
9	отношению к	3	22
10	не есть	2	22
11	в себе	3	21
12	и его	14	18
13	только в	7	18
14	в своем	4	17
15	в ее	3	17
16	а не	9	17
17	в этом	11	15
18	не в	3	13
19	для него	9	13
20	но не	7	12
21	и это	2	12
22	ни в	2	12
23	в своей	8	11
24	во всех	2	11
25	из себя	2	11
26	все эти	3	11
27	это не	9	10
28	в целом	7	10
29	все это	14	10
30	и есть	2	10
31	в их	5	9
32	но и	10	9
33	как бы	26	9
34	и все	6	9
35	себя в	3	8
36	если бы	4	8
37	не было	3	8
38	в мире	8	8
39	жизни и	3	8
40	было бы	2	8
41	в себя	3	8
42	и здесь	2	7
43	то что	9	7
44	уже не	6	7
45	отнюдь не	9	7
46	и только	2	7
47	что и	3	7
48	вовсе не	5	7
49	этот момент	2	7
50	ее и	2	6
51	но эта	3	6
52	мира в	2	6
53	в том	13	6
54	не имеет	2	6
55	место в	6	6
56	и их	2	6
57	я не	5	6
58	но это	10	6
59	и я	2	6
60	он не	10	6
61	не значит	2	6
62	никогда не	13	5
63	его в	2	5
64	все же	9	5
65	не только	16	5
66	его как	2	5
67	хотя бы	5	5
68	то же	19	5
69	жизни в	9	5
70	но ведь	2	5
71	еще не	5	5
72	не знает	2	5
73	а в	10	5
74	но в	11	5
75	культуры и	2	5
76	как и	16	5
77	именно в	6	5
78	что я	4	5
79	в одном	3	5
80	я и	3	5
81	бытия но	2	5
82	с ним	4	5
83	проникает в	2	5
84	в основе	3	5
85	тем самым	10	4
86	том что	14	4
87	что в	17	4
88	не по	3	4
89	времени и	4	4
90	о нем	2	4
91	прежде всего	10	4
92	в чем	4	4
93	здесь мы	2	4
94	с другим	3	4
95	в своих	8	4
96	меня не	2	4
97	с ними	3	4
98	при этом	14	4
99	только как	2	4
100	познания и	2	4
101	во всей	2	4
102	между тем	2	4
103	до конца	2	3
104	других людей	2	3
105	ничего не	3	3
106	в то	23	3
107	на самом	3	3
108	от него	2	3
109	человека и	6	3
110	в каждом	4	3
111	когда я	2	3
112	это и	4	3
113	тем что	2	3
114	и тем	2	3
115	та же	4	3
116	в современной	2	3
117	где он	2	3
118	в момент	5	3
119	самом деле	4	3
120	в виду	3	3
121	людей и	2	3
122	нем и	2	3
123	для этой	2	3
124	не менее	8	3
125	только с	3	3
126	о том	9	3
127	не могу	2	3
128	что этот	2	3
129	в ней	2	3
130	в свою	8	3
131	могут быть	4	3
132	я буду	2	3
133	и та	2	3
134	здесь нет	2	3
135	действительной жизни	4	3
136	и на	12	3
137	что не	5	3
138	того что	3	3
139	мы не	3	3
140	был бы	3	3
141	жизни но	2	3
142	рядом с	2	3
143	меня в	2	3
144	тот же	3	3
145	в мир	2	2
146	в соответствии	7	2
147	мышления и	2	2
148	и потому	4	2
149	в данном	2	2
150	его к	2	2
151	ли это	2	2
152	же с	10	2
153	дело в	4	2
154	к этому	4	2
155	действительности в	2	2
156	дело не	3	2
157	философии но	2	2
158	с ее	3	2
159	тем не	2	2
160	как к	2	2
161	и как	5	2
162	в принципе	5	2
163	в виде	4	2
164	пространства и	2	2
165	а как	2	2
166	и других	5	2
167	а с	4	2
168	он ни	3	2
169	что он	11	2
170	со всеми	3	2
171	отказаться от	4	2
172	так и	5	2
173	ни к	2	2
174	но этот	2	2
175	отношении к	2	2
176	жизнь и	2	2
177	его и	2	2
178	едва ли	2	2
179	в жизни	3	2
180	это уже	7	2
181	как в	10	2
182	этот факт	2	2
183	на первом	2	2
184	в него	2	2
185	тому что	2	2
186	она не	2	2
187	в ту	4	2
188	во главе	2	2
189	гораздо более	2	2
190	и время	2	2
191	еще более	3	2
192	не нужно	2	2
193	а по	3	2
194	соответствии с	7	2
195	если не	4	2
196	в процессе	3	2
197	один из	5	2
198	себя как	2	2
199	по себе	2	2
200	потому что	10	2
201	подхода к	3	2
202	не будет	2	2
203	которой он	2	2
204	может не	2	2
205	и того	2	2
206	сводится к	2	2
207	и когда	2	2
208	и мир	3	2
209	в качестве	2	2
210	же время	18	2
211	человек и	2	2
212	первом плане	2	2
213	и будущее	2	2
214	в этой	7	2
215	с его	12	2
