N	2gram	Bakhtin_Pr	Komedia
1	и в	59	77
2	и не	66	47
3	в том	17	44
4	том что	15	42
5	о том	5	33
6	но и	22	32
7	может быть	38	30
8	таким образом	22	29
9	из них	8	29
10	в то	15	28
11	и его	21	28
12	в этом	40	27
13	потому что	20	27
14	что он	16	26
15	не только	26	25
16	вместе с	2	25
17	так как	11	24
18	как и	21	23
19	ни в	5	23
20	что в	14	23
21	что и	10	22
22	если бы	12	22
23	в самом	19	22
24	в конце	9	21
25	так и	13	21
26	а в	9	21
27	то же	15	21
28	в его	44	20
29	со стороны	6	19
30	к этому	6	19
31	в этой	5	18
32	тем что	5	17
33	еще не	11	17
34	и здесь	5	17
35	в нем	38	17
36	же время	10	17
37	все же	9	16
38	у него	9	16
39	не менее	3	16
40	при этом	5	16
41	тот же	4	16
42	и сам	5	16
43	сих пор	3	16
44	он не	11	16
45	до сих	3	16
46	его в	6	15
47	в своем	12	15
48	не в	10	15
49	точки зрения	36	15
50	между тем	5	15
51	прежде всего	17	15
52	один из	4	15
53	на себя	3	15
54	было бы	10	15
55	в которой	6	15
56	и на	15	15
57	к нему	13	14
58	все это	12	14
59	об этом	4	14
60	на протяжении	3	14
61	и с	10	14
62	то что	21	13
63	так что	3	13
64	самом деле	9	13
65	но в	7	13
66	в них	5	13
67	того чтобы	5	13
68	что она	6	13
69	мы можем	3	13
70	только что	3	13
71	в одном	14	13
72	как раз	9	13
73	так же	10	12
74	с другой	3	12
75	для того	3	12
76	как это	2	12
77	уже в	9	12
78	несмотря на	7	12
79	не по	3	12
80	в истории	3	12
81	в начале	3	12
82	не может	31	12
83	как в	10	12
84	но не	13	12
85	в котором	6	12
86	из которых	3	12
87	нового времени	4	12
88	по отношению	17	11
89	в их	5	11
90	в частности	2	11
91	как мы	10	11
92	то время	3	11
93	и даже	4	11
94	на этот	2	11
95	и для	5	11
96	с ним	13	11
97	в отношении	3	10
98	в целом	8	10
99	к себе	2	10
100	отношение к	4	10
101	ничего не	8	10
102	и все	4	10
103	в чем	2	10
104	на его	7	10
105	мы не	3	10
106	же в	3	10
107	с его	14	10
108	хоть и	3	10
109	с этим	2	10
110	тем более	2	10
111	на него	4	10
112	как бы	40	10
113	и что	2	10
114	отличие от	3	9
115	тому что	3	9
116	однако в	2	9
117	в образе	4	9
118	ответ на	2	9
119	и особенно	2	9
120	и по	4	9
121	из его	4	9
122	в своей	17	9
123	и еще	2	9
124	отношению к	17	9
125	время как	2	9
126	но все	8	9
127	все что	6	9
128	друг друга	10	9
129	вовсе не	13	9
130	говорить о	3	9
131	только в	15	9
132	в ней	8	9
133	идет о	5	8
134	и ее	5	8
135	и других	8	8
136	как он	5	8
137	то ни	3	8
138	с самого	3	8
139	место в	2	8
140	не знает	5	8
141	да и	3	8
142	по поводу	2	8
143	другой стороны	3	8
144	можно было	5	8
145	бы в	7	8
146	что у	5	8
147	что для	4	8
148	в которых	2	8
149	если не	2	8
150	не было	5	8
151	во всех	8	8
152	вопрос о	4	7
153	до конца	11	7
154	в себе	9	7
155	и у	6	7
156	со своим	4	7
157	и к	5	7
158	самого начала	4	7
159	и о	5	7
