N	2gram	Losev_Prob	Komedia
1	и в	64	77
2	в комедии	2	58
3	и не	63	47
4	в том	19	44
5	том что	26	42
6	т е	2	33
7	о том	25	33
8	едва ли	10	32
9	но и	23	32
10	может быть	29	30
11	таким образом	9	29
12	из них	3	29
13	в то	7	28
14	и его	3	28
15	в этом	30	27
16	потому что	24	27
17	что он	11	26
18	к тому	5	26
19	не только	37	25
20	вместе с	4	25
21	так как	16	24
22	как и	7	23
23	ни в	13	23
24	что в	21	23
25	что и	2	22
26	если бы	8	22
27	в самом	10	22
28	в конце	13	21
29	так и	17	21
30	а в	7	21
31	то же	10	21
32	ясно что	7	21
33	в его	12	20
34	со стороны	2	19
35	в этой	14	18
36	и т	13	17
37	тем что	10	17
38	еще не	18	17
39	и здесь	8	17
40	в нем	14	17
41	все же	7	16
42	не менее	26	16
43	при этом	8	16
44	тот же	4	16
45	и сам	3	16
46	сих пор	6	16
47	действующих лиц	2	16
48	он не	5	16
49	до сих	6	16
50	его в	9	15
51	в своем	7	15
52	не в	6	15
53	точки зрения	5	15
54	между тем	3	15
55	прежде всего	17	15
56	один из	7	15
57	на себя	2	15
58	было бы	16	15
59	в которой	2	15
60	и на	11	15
61	к нему	5	14
62	все это	11	14
63	об этом	10	14
64	и с	12	14
65	о чем	11	13
66	то что	72	13
67	так что	12	13
68	самом деле	10	13
69	но в	19	13
70	того же	3	13
71	в них	8	13
72	того чтобы	10	13
73	что она	8	13
74	мы можем	8	13
75	только что	2	13
76	как раз	20	13
77	так же	12	12
78	с другой	8	12
79	для того	10	12
80	как это	7	12
81	уже в	6	12
82	несмотря на	6	12
83	в качестве	3	12
84	в истории	6	12
85	хотя и	8	12
86	не может	18	12
87	как в	5	12
88	но не	13	12
89	в котором	5	12
90	из которых	2	12
91	должны были	3	11
92	в их	7	11
93	в частности	5	11
94	с тем	6	11
95	одного из	2	11
96	что его	4	11
97	речь идет	2	11
98	как мы	10	11
99	то время	2	11
100	и даже	19	11
101	на этот	3	11
102	и для	10	11
103	с ним	4	11
104	в отношении	7	10
105	ничего не	20	10
106	и все	9	10
107	в чем	3	10
108	на его	2	10
109	мы не	6	10
110	же в	5	10
111	он был	2	10
112	с его	3	10
113	тут же	3	10
114	с этим	7	10
115	тем более	13	10
116	с одной	4	10
117	сразу же	2	10
118	как бы	18	10
119	еще в	2	10
120	и что	21	10
121	в тех	2	9
122	тому что	6	9
123	одной стороны	4	9
124	однако в	2	9
125	и особенно	4	9
126	о его	2	9
127	и по	3	9
128	даже не	3	9
129	в своей	8	9
