N	2gram	Voloshinov	Analitik
1	не только	6	71
2	и в	13	66
3	литературного произведения	2	58
4	но и	3	57
5	в том	2	52
6	может быть	8	52
7	в этом	2	51
8	как и	3	50
9	и не	8	48
10	а не	2	42
11	том что	2	40
12	при этом	2	40
13	так и	3	35
14	своего рода	2	30
15	не может	8	29
16	как бы	6	29
17	а в	2	28
18	в его	7	27
19	и его	12	27
20	не в	3	26
21	в себе	3	24
22	к тому	2	22
23	что в	3	22
24	лишь в	4	21
25	и т.п	7	20
26	по отношению	3	19
27	но в	4	19
28	в своей	4	19
29	то же	4	19
30	в самом	2	19
31	в данном	2	18
32	отношению к	3	18
33	с другой	2	17
34	эстетического объекта	5	17
35	в целом	2	17
36	только в	6	17
37	могут быть	2	16
38	то что	6	16
39	в пределах	3	16
40	в их	3	15
41	прежде всего	9	15
42	литературное произведение	2	15
43	между тем	2	15
44	данном случае	2	14
45	не менее	2	14
46	точки зрения	7	13
47	для него	2	13
48	а также	2	13
49	никогда не	3	12
50	и к	2	12
51	есть не	2	12
52	произведения как	4	12
53	как в	2	12
54	нуждается в	2	11
55	все же	5	10
56	в произведении	2	10
57	было бы	4	10
58	того или	2	10
59	с одной	2	10
60	не столько	3	9
61	одной стороны	2	9
62	имеет место	2	9
63	или иного	2	9
64	другой стороны	2	9
65	за пределы	3	9
66	на фоне	4	9
67	говорить о	3	9
68	таким образом	6	9
69	роль в	2	8
70	эстетический объект	7	8
71	и все	3	8
72	если бы	2	8
73	не является	4	8
74	с точки	5	8
75	во времени	2	7
76	иное как	2	7
77	в другом	2	7
78	и тем	2	7
79	в ее	3	7
80	все это	4	7
81	художественного произведения	5	7
82	несмотря на	2	7
83	героя и	2	7
84	что иное	2	7
85	и для	3	7
86	и является	2	7
87	и т.д	5	7
88	в одном	3	7
89	собственно говоря	2	7
90	не мог	2	7
91	вопроса о	4	6
92	не что	2	6
93	от своего	2	6
94	те же	2	6
95	в нем	2	6
96	и то	3	6
97	хотя бы	5	6
98	в сознании	4	6
99	превращается в	3	6
100	во всем	2	6
101	художественное произведение	2	6
102	уже в	2	6
103	соответствии с	2	6
104	вовсе не	2	6
105	не как	3	5
106	входит в	2	5
107	для себя	2	5
108	самом деле	3	5
109	в искусстве	3	5
110	в общем	2	5
111	в них	2	5
112	все эти	2	5
113	мы не	4	5
114	тот же	2	5
115	да и	3	5
116	и их	7	5
117	тем что	2	5
118	еще и	4	5
119	еще в	2	5
120	в отношении	2	4
121	в полном	2	4
122	и ее	2	4
123	в области	2	4
124	вслед за	2	4
125	в каждом	4	4
126	наконец в	2	4
127	а как	2	4
128	истории литературы	2	4
129	в действительности	2	4
130	на две	2	4
131	более того	2	4
132	в чем	2	4
133	что же	3	4
134	с ними	2	4
135	к предмету	2	4
136	с этим	3	4
137	бы в	2	4
138	в которой	3	4
139	в двух	4	4
140	ее в	2	4
141	мы уже	2	4
142	в своих	2	4
143	и композиция	2	4
144	мы должны	6	3
145	может иметь	2	3
146	при анализе	3	3
147	тех пор	4	3
148	в ней	2	3
149	языка и	5	3
150	в зависимости	2	3
151	в тех	2	3
152	в связи	2	3
153	что они	2	3
154	так как	3	3
155	произведения но	2	3
156	зависимости от	2	3
157	и может	2	3
158	и наконец	5	3
159	с этой	2	3
160	мог бы	2	3
161	к одному	3	2
162	но мы	4	2
163	так же	2	2
164	в процессе	5	2
165	и должно	2	2
166	полном соответствии	2	2
167	объект и	2	2
168	ни одно	2	2
169	и при	2	2
170	со всей	3	2
171	в поэзии	5	2
172	и др	2	2
173	там где	2	2
174	разрыв между	2	2
175	здесь мы	3	2
176	во всей	2	2
177	слов и	4	2
178	в которую	2	2
179	одно и	3	2
180	мы видим	2	2
181	нет ничего	2	2
182	думать что	2	2
183	мы можем	4	2
184	до тех	4	2
185	но ведь	5	2
186	в течение	2	2
187	от всех	2	2
188	только его	2	2
189	не имеет	2	2
190	всей своей	2	2
191	учение о	2	2
