N	2gram	Voloshinov	EvropaiE
1	и в	28	37
2	в отношении	2	32
3	в пределах	6	25
4	точки зрения	31	23
5	что в	7	21
6	не только	10	18
7	с точки	15	17
8	в то	7	16
9	хотя бы	7	15
10	то же	12	15
11	в своем	4	14
12	но в	13	14
13	но и	10	14
14	и не	34	14
15	же время	6	14
16	в качестве	2	14
17	в этом	28	12
18	в том	10	11
19	в их	2	11
20	в области	4	11
21	так и	14	10
22	так же	4	9
23	не может	30	9
24	отнюдь не	5	9
25	в себе	7	9
26	прежде всего	26	9
27	только в	11	9
28	одной стороны	2	8
29	между тем	3	8
30	в ее	5	8
31	думать что	2	8
32	было бы	8	8
33	в своей	14	8
34	с одной	2	8
35	к тому	6	8
36	по своему	4	7
37	также и	2	7
38	с другой	2	7
39	а также	2	7
40	как и	13	7
41	так как	15	7
42	того что	7	7
43	том что	12	6
44	во всех	13	6
45	и даже	3	6
46	может быть	28	6
47	и на	9	6
48	того чтобы	5	6
49	для того	6	6
50	то что	17	6
51	в экономическом	2	6
52	как бы	19	6
53	вовсе не	16	6
54	но не	7	5
55	от этого	2	5
56	и по	5	5
57	и потому	12	5
58	но если	2	5
59	как мы	18	5
60	со стороны	5	5
61	не в	10	5
62	в течение	2	5
63	же как	2	5
64	сказать что	11	4
65	в каком	7	4
66	лежат в	2	4
67	вопрос о	2	4
68	и притом	3	4
69	не имеет	2	4
70	или иной	2	4
71	можно сказать	6	4
72	то в	2	4
73	независимо от	3	4
74	именно в	4	4
75	в процессе	5	4
76	в самом	12	4
77	мы не	9	4
78	в ней	8	4
79	для нас	2	4
80	как совокупность	2	4
81	по себе	4	4
82	мира в	2	4
83	к ней	4	4
84	на всем	3	4
85	ни было	2	4
86	как это	5	4
87	то ни	4	4
88	бы то	3	4
89	никогда не	10	3
90	и от	3	3
91	и для	7	3
92	ни на	3	3
93	и только	6	3
94	в культурном	2	3
95	о том	3	3
96	ли это	2	3
97	в данном	4	3
98	в общем	5	3
99	вообще не	2	3
100	того же	3	3
101	время в	2	3
102	когда он	3	3
103	этом смысле	2	3
104	бы и	2	3
105	в свою	6	3
106	и к	7	3
107	в результате	3	3
108	мы можем	20	3
109	из них	7	3
110	и прежде	7	3
111	в них	3	3
112	можно ли	3	3
113	всяком случае	8	3
114	на себя	3	3
115	мы видели	12	3
116	что и	5	3
117	во второй	5	3
118	отметить что	4	3
119	там где	2	3
120	и тем	2	3
121	не дает	4	3
122	говорит о	3	3
123	этом отношении	4	3
124	не является	7	3
125	жизни в	3	3
126	обстоит дело	2	3
127	потому что	4	3
128	в таком	6	3
129	и со	3	3
130	в психологии	4	3
131	представляет собой	2	3
132	в применении	2	3
133	как в	4	3
134	связано с	3	3
135	как на	3	3
136	в прошлом	2	3
137	применении к	2	3
138	большинстве случаев	6	3
139	ее в	5	3
140	во всяком	9	3
141	дело в	2	3
142	исключительно в	2	2
143	данном случае	4	2
144	для понимания	2	2
145	в мире	2	2
146	на этот	3	2
147	в его	25	2
148	не есть	2	2
149	и этот	2	2
150	что это	5	2
151	в эту	2	2
152	при помощи	2	2
153	и то	3	2
154	к нему	9	2
155	не могут	7	2
156	она не	6	2
157	а в	8	2
158	с этим	8	2
159	из того	2	2
160	мы должны	9	2
161	с другими	8	2
162	все другие	2	2
163	в котором	4	2
164	тому чтобы	3	2
165	заметить что	2	2
166	но как	2	2
167	далеко не	5	2
168	в своих	5	2
169	притом в	3	2
170	и поэтому	2	2
171	в большинстве	5	2
172	во многом	2	2
173	и с	10	2
174	бы в	2	2
175	этот вопрос	4	2
176	во втором	3	2
177	могут быть	9	2
178	по преимуществу	2	2
179	в развитии	4	2
180	что все	7	2
181	также в	2	2
182	между ними	5	2
183	тогда когда	2	2
184	и та	2	2
185	на язык	4	2
186	в одном	3	2
187	на них	2	2
188	и как	3	2
189	не можем	6	2
190	мог бы	2	2
191	ко всему	2	2
192	что же	10	2
193	если бы	4	2
194	для них	3	2
195	ее от	2	2
196	в этих	5	2
197	жизни и	7	2
198	еще более	2	2
199	и теперь	2	2
200	как не	3	2
201	а не	9	2
202	мы видим	3	2
203	и что	6	2
204	нас к	2	2
205	и во	2	2
206	и наконец	12	2
207	можем сказать	5	2
208	свою очередь	4	2
209	точка зрения	15	2
210	но именно	2	2
211	этот процесс	4	2
212	и все	13	2
213	влияние на	4	2
214	таким образом	34	2
215	а именно	2	2
216	в истории	4	2
217	он не	10	2
218	такой же	3	2
219	на основании	5	2
220	культурного творчества	9	2
221	во всей	3	2
222	главным образом	4	2
223	ведь и	3	2
224	не к	2	2
225	в этой	7	2
226	в некоторых	2	2
227	и таким	3	2
228	между собой	4	2
229	и творчества	2	2
230	в какой	3	2
231	должна быть	2	2
232	вместе с	5	2
233	заключается в	5	2
234	он сам	5	2
235	на основе	3	2
236	всего к	3	2
