N	2gram	Tiupa_Hudo	Formalny
1	и в	34	95
2	т е	6	94
3	и не	15	78
4	может быть	12	66
5	в этом	22	61
6	не может	10	57
7	вовсе не	2	53
8	и его	8	51
9	так и	19	50
10	точки зрения	7	47
11	в нем	5	42
12	в его	17	42
13	прежде всего	12	41
14	с точки	5	40
15	как и	16	39
16	и т	15	37
17	не в	16	35
18	в самом	7	35
19	а не	23	34
20	но и	13	33
21	то же	14	32
22	самом деле	6	32
23	не только	22	30
24	в пределах	4	28
25	в том	24	26
26	отнюдь не	4	26
27	если бы	7	26
28	то что	13	25
29	на самом	2	24
30	при этом	21	24
31	в своей	15	24
32	лишь в	5	24
33	в ней	6	23
34	связи с	4	23
35	было бы	8	23
36	в то	12	22
37	и ее	3	22
38	как бы	11	21
39	что в	8	21
40	и с	10	21
41	в их	2	20
42	не менее	9	20
43	между ними	2	20
44	и от	6	20
45	как мы	5	20
46	же время	11	20
47	место в	3	20
48	все это	2	19
49	хотя бы	2	19
50	т д	5	19
51	по себе	3	19
52	т п	10	18
53	все же	5	18
54	и все	10	18
55	все эти	4	18
56	в связи	3	18
57	с его	9	18
58	только в	8	18
59	как в	11	17
60	как раз	7	17
61	так же	3	16
62	с другой	4	16
63	потому что	7	16
64	его в	5	15
65	все время	2	15
66	но в	6	15
67	бы в	2	15
68	с другими	2	15
69	так как	2	15
70	должно быть	2	15
71	во всех	2	15
72	в литературе	3	15
73	именно в	9	15
74	и на	6	15
75	что он	14	14
76	только на	6	14
77	в целом	2	14
78	в ее	16	14
79	в своем	9	14
80	еще не	10	14
81	в жизни	9	14
82	в этой	11	14
83	и потому	3	14
84	произведения и	2	14
85	жизни и	10	14
86	вместе с	2	14
87	до конца	3	13
88	со стороны	6	13
89	того что	5	13
90	а в	11	13
91	что же	4	13
92	что и	3	13
93	сводится к	7	13
94	в результате	2	13
95	она не	6	13
96	тем что	6	13
97	ни в	5	13
98	как его	3	13
99	в действительности	5	12
100	по отношению	15	12
101	как это	8	12
102	того чтобы	6	12
103	там где	2	12
104	к тому	11	12
105	отношению к	15	12
106	и для	5	12
107	уже не	12	12
108	никогда не	8	11
109	этом отношении	4	11
110	это и	2	11
111	они не	2	11
112	в основе	3	11
113	так сказать	3	11
114	но не	7	11
115	то ни	2	11
116	что они	4	11
117	для него	15	11
118	между тем	14	11
119	не о	3	10
120	не как	3	10
121	друг друга	5	10
122	в художественном	6	10
123	мы не	2	10
124	не было	8	10
125	в дальнейшем	2	10
126	с ее	7	10
127	как о	3	10
128	в первом	2	10
129	в своих	4	10
130	раз и	2	10
131	он не	8	10
132	на фоне	5	10
133	ничего не	11	9
134	здесь не	2	9
135	но это	2	9
136	или иного	4	9
137	и даже	4	9
138	но ведь	2	9
139	не могло	2	9
140	говорить о	4	9
141	мы знаем	4	9
142	это не	12	8
143	в других	4	8
144	была бы	3	8
145	до сих	3	8
146	одной стороны	4	8
147	в них	3	8
148	с одной	4	8
149	же как	4	8
150	что это	2	8
151	с этим	3	8
152	в данном	3	8
153	сих пор	3	8
154	и к	6	8
155	роль в	2	8
156	в сторону	2	8
157	для того	3	8
158	не следует	2	8
159	на основе	2	8
160	ясно что	2	8
161	том что	31	7
162	в себе	19	7
163	в одной	3	7
164	как к	4	7
165	во втором	2	7
166	в сущности	2	7
167	сказать что	3	7
168	говорит в	2	7
169	того или	4	7
170	в первый	2	7
171	жизни в	12	7
172	и только	2	7
173	и более	2	7
174	но все	2	7
175	столь же	6	7
176	ничем не	3	7
177	что бы	2	7
178	из них	5	7
179	он и	2	7
180	высшей степени	2	7
181	же и	3	7
182	чем же	2	7
183	от этого	2	7
184	данном случае	3	6
185	тем самым	2	6
186	в которой	2	6
187	ее и	2	6
188	именно так	2	6
189	в конце	5	6
190	отношение к	3	6
191	на этом	5	6
192	и тем	2	6
193	в частности	10	6
194	так в	2	6
195	его и	2	6
196	и это	7	6
197	тому что	8	6
198	в этих	7	6
199	художественного восприятия	2	6
200	на ее	3	6
201	один из	6	6
202	из этих	3	6
203	они и	2	6
204	особенно в	3	6
205	такой же	3	6
206	не по	2	6
207	от нее	2	6
208	жизнь и	2	6
209	нет и	2	6
210	например в	3	6
211	о том	21	6
212	по преимуществу	6	6
213	их в	2	6
214	уже в	2	6
215	только не	3	6
216	как она	3	6
217	именно на	2	6
218	с ним	6	6
219	той же	3	6
220	даже в	4	5
221	ни о	3	5
222	а как	2	5
223	роли в	2	5
224	мы уже	7	5
225	может и	3	5
226	характерно что	4	5
227	одной из	5	5
228	в него	2	5
229	а только	4	5
230	не могла	4	5
231	по теории	2	5
232	в такой	2	5
233	что не	4	5
234	в значительной	3	5
235	и по	3	5
236	можно сказать	9	5
237	как от	2	5
238	хотя и	3	5
239	бы и	2	5
240	да и	5	5
241	и то	2	5
242	если в	4	5
243	произведения не	4	5
244	значительной степени	3	5
245	то в	6	5
246	не столько	4	5
247	как например	2	5
248	то и	5	5
249	в мире	10	5
250	и эта	3	5
251	а о	2	5
252	с этой	3	5
253	для нас	4	5
254	к нему	2	5
255	ни на	2	5
256	не имеет	2	5
257	в самой	2	5
258	в котором	5	5
259	слова в	2	5
260	приводит к	5	5
261	еще в	4	5
262	тому как	4	5
263	и что	3	5
264	же в	3	5
265	как на	2	5
266	в нашем	2	5
267	вопрос о	2	5
268	чтобы не	3	4
269	или даже	2	4
270	для всего	3	4
271	от него	3	4
272	наконец в	2	4
273	б м	2	4
274	как он	4	4
275	оно было	2	4
276	но именно	3	4
277	героя в	2	4
278	влияние на	2	4
279	себе в	2	4
280	о нем	4	4
281	они были	2	4
282	он в	2	4
283	и тех	3	4
284	идет о	3	4
285	к этой	4	4
286	или в	3	4
287	и тогда	2	4
288	в литературном	2	4
289	одна из	4	4
290	могла бы	2	4
291	тех же	2	4
292	но при	3	4
293	однако и	5	4
294	к ней	2	4
295	тем не	7	4
296	на него	3	4
297	едва ли	6	4
298	превращается в	6	4
299	та же	5	4
300	со всей	2	4
301	в таком	3	4
302	и другие	5	4
303	и о	8	4
304	сам он	3	4
305	подобно тому	4	4
306	слова как	2	4
307	один и	2	4
308	романа в	3	4
309	знаем что	2	4
310	установкой на	3	4
311	или иначе	3	4
312	к другому	5	4
313	что было	3	4
314	вместо того	2	4
315	это время	2	4
316	все в	2	4
317	все они	2	3
318	перед нами	13	3
319	который был	2	3
320	или иной	2	3
321	а и	2	3
322	том как	5	3
323	для нее	6	3
324	его художественной	2	3
325	вступает в	2	3
326	так что	3	3
327	но как	3	3
328	говорить об	2	3
329	так или	3	3
330	состоит в	8	3
331	ни одна	2	3
332	что на	4	3
333	только тем	2	3
334	же касается	2	3
335	на его	2	3
336	нуждается в	2	3
337	не была	3	3
338	с такой	3	3
339	в предыдущей	3	3
340	к своему	2	3
341	в качестве	13	3
342	никак не	3	3
343	быть только	2	3
344	дело в	2	3
345	в это	4	3
346	и читатель	2	3
347	это было	2	3
348	поэтому и	2	3
349	в данной	2	3
350	и тот	2	3
351	дело с	2	3
352	во второй	7	3
353	следующим образом	3	3
354	каждого из	3	3
355	художественного целого	8	3
356	бы не	3	3
357	и другое	2	3
358	сознания в	2	3
359	в форме	2	3
360	в контексте	2	3
361	в пределе	2	3
362	не с	2	3
363	том чтобы	2	3
364	на то	4	3
365	когда он	2	3
366	уже знаем	2	3
367	в одном	3	3
368	со своей	3	3
369	внимание на	3	3
370	можно назвать	2	3
371	в системе	2	3
372	в противовес	2	3
373	же самое	4	3
374	что при	3	3
375	за ней	2	3
376	но он	3	3
377	человека в	10	2
378	во времени	2	2
379	в каждой	2	2
380	и хорошо	2	2
381	и сама	3	2
382	о чем	9	2
383	человека и	4	2
384	или с	2	2
385	мысли в	2	2
386	в другом	3	2
387	с нею	2	2
388	другого человека	2	2
389	что говорит	2	2
390	в виде	2	2
391	литературе в	2	2
392	друг от	2	2
393	тем как	2	2
394	тенденция к	2	2
395	не знает	2	2
396	а с	5	2
397	согласиться с	3	2
398	характер и	3	2
399	только потому	2	2
400	это уже	2	2
401	представляется нам	3	2
402	ему в	3	2
403	следующей главе	3	2
404	однако в	4	2
405	или иная	4	2
406	литературного творчества	3	2
407	же не	3	2
408	та или	4	2
409	в следующей	3	2
410	в силу	2	2
411	с ними	3	2
412	на кого	2	2
413	в двух	2	2
414	который в	2	2
415	в первой	6	2
416	жизни с	3	2
417	отношения между	2	2
418	мышления и	3	2
419	или не	3	2
420	автор и	2	2
421	же это	2	2
422	ту или	2	2
423	предыдущей главе	3	2
424	это в	4	2
425	можно было	6	2
426	что она	10	2
427	в лице	3	2
428	в душе	6	2
429	себя в	11	2
430	дело не	2	2
431	прежде чем	2	2
432	на земле	2	2
433	совершенно иной	2	2
434	произведения с	2	2
435	в речи	2	2
436	с другим	2	2
437	героя и	5	2
438	времени и	2	2
439	как у	2	2
440	явно не	2	2
441	действующих лиц	3	2
442	ни к	2	2
443	участие в	3	2
444	все равно	2	2
445	то чтобы	2	2
446	ни с	2	2
447	и так	3	2
448	не должно	2	2
449	автора и	4	2
450	отказ от	2	2
451	жизнью и	3	2
452	от друга	2	2
453	жизни не	2	2
454	историческая поэтика	2	2
455	в другой	2	2
456	у толстого	2	2
457	еще одна	3	2
458	том случае	2	2
459	этих двух	2	2
460	они в	2	2
461	несмотря на	7	2
462	для других	5	2
463	без другого	2	2
464	начинается с	2	2
465	все что	4	2
466	в ряду	3	2
467	говорит о	4	2
468	одних и	2	2
469	дело здесь	2	2
470	но с	3	2
471	внутреннего мира	2	2
