N	3gram	Propp_Isto	FransuaR
1	до сих пор	4	27
2	в том что	7	27
3	о том что	9	17
4	как мы видели	3	16
5	но и в	4	15
6	не может быть	5	13
7	с одной стороны	11	13
8	в другом месте	2	12
9	с другой стороны	17	12
10	таким образом и	3	10
11	в данном случае	7	10
12	как и в	3	10
13	не только в	9	10
14	по отношению к	3	9
15	так и в	3	9
16	мы видим что	4	9
17	более или менее	3	8
18	мы видели что	4	8
19	после того как	4	8
20	во всех этих	6	7
21	можно было бы	3	7
22	и в других	2	7
23	о том как	3	7
24	в то время	4	7
25	но все же	3	6
26	мы имеем в	7	5
27	во всяком случае	3	5
28	в одной из	2	5
29	что и в	3	4
30	то что в	4	4
31	так же как	4	4
32	на этот вопрос	3	4
33	том что в	2	4
34	характерно что в	2	3
35	но это не	3	3
36	с представлением о	2	3
37	вместе с тем	6	3
38	в связи со	2	3
39	но мы уже	3	2
40	с представлениями о	3	2
41	и в области	2	2
42	мы видели как	3	2
43	в главе о	2	2
44	все новые и	2	2
45	так как он	4	2
46	в этом случае	4	2
47	новые и новые	2	2
48	мы не можем	2	2
49	мы уже знаем	5	2
50	здесь же мы	2	2
51	и вместе с	3	2
52	но и на	2	2
53	мы не будем	2	2
54	что это не	2	2
55	мы уже видели	3	2
56	уже знаем что	4	2
57	что у него	5	2
58	в том чтобы	2	2
