N	2gram	Tiupa_Hudo	StatiiOP
1	и в	34	103
2	в том	24	89
3	том что	31	77
4	в этом	22	76
5	что в	8	74
6	не только	22	60
7	и т	15	51
8	о том	21	47
9	но и	13	46
10	то что	13	44
11	что он	14	42
12	в его	17	42
13	и не	15	41
14	может быть	12	38
15	т е	6	33
16	было бы	8	32
17	т д	5	32
18	в этой	11	31
19	вовсе не	2	31
20	все это	2	29
21	тем что	6	29
22	в г	3	28
23	а в	11	27
24	а не	23	27
25	но в	6	26
26	что это	2	25
27	так и	19	25
28	этом отношении	4	24
29	и его	8	24
30	все же	5	23
31	не в	16	23
32	так что	3	23
33	точки зрения	7	23
34	потому что	7	23
35	того что	5	22
36	прежде всего	12	22
37	для того	3	22
38	в которой	2	22
39	как в	11	22
40	того чтобы	6	21
41	это не	12	20
42	до сих	3	20
43	т п	10	19
44	в то	12	19
45	сих пор	3	19
46	в своей	15	19
47	только в	8	19
48	об этом	8	18
49	не может	10	18
50	с другой	4	18
51	в котором	5	18
52	он не	8	18
53	самом деле	6	17
54	в данном	3	17
55	как на	2	17
56	в самом	7	17
57	как бы	11	17
58	в русской	4	17
59	с этим	3	16
60	сказать что	3	16
61	в ней	6	16
62	можно было	6	16
63	если бы	7	16
64	в этих	7	16
65	как и	16	15
66	для него	15	15
67	например в	3	15
68	по поводу	3	15
69	из этих	3	15
70	я не	8	15
71	и на	6	15
72	у него	13	15
73	как раз	7	15
74	была бы	3	14
75	к тому	11	14
76	между тем	14	14
77	то же	14	14
78	но все	2	14
79	с точки	5	14
80	и что	3	14
81	в своем	9	13
82	в конце	5	13
83	со стороны	6	13
84	а с	5	13
85	тому что	8	13
86	но это	2	13
87	в качестве	13	13
88	в нем	5	13
89	дело в	2	13
90	именно в	9	13
91	из них	5	13
92	жизни и	10	13
93	вместе с	2	13
94	не менее	9	12
95	что они	4	12
96	в тексте	8	12
97	так как	2	12
98	как например	2	12
99	в первой	6	12
100	хотя бы	2	12
101	что у	4	12
102	ни в	5	12
103	в своих	4	12
104	никогда не	8	11
105	вопрос о	2	11
106	и с	10	11
107	в другом	3	11
108	своего рода	19	11
109	в них	3	11
110	все эти	4	11
111	и по	3	11
112	это было	2	11
113	на то	4	11
114	не было	8	11
115	ясно что	2	11
116	на самом	2	10
117	так же	3	10
118	а как	2	10
119	в частности	10	10
120	на вопрос	2	10
121	ничего не	11	10
122	не столько	4	10
123	речь идет	3	10
124	в целом	2	10
125	что и	3	10
126	в начале	3	10
127	во всех	2	10
128	во второй	7	10
129	но не	7	10
130	же время	11	10
131	но он	3	10
132	такого рода	4	9
133	что же	4	9
134	несмотря на	7	9
135	место в	3	9
136	там где	2	9
137	можно сказать	9	9
138	в одном	3	9
139	с этой	3	9
140	времени и	2	9
141	его жизни	6	9
142	и для	5	9
143	и к	6	9
144	для нас	4	9
145	внимание на	3	9
146	говорит о	4	9
147	и тем	2	9
148	и это	7	9
149	до конца	3	8
150	и об	3	8
151	отношение к	3	8
152	в их	2	8
153	той же	3	8
154	по мнению	6	8
155	связи с	4	8
156	а также	4	8
157	это в	4	8
158	дело не	2	8
159	что она	10	8
160	в результате	2	8
161	тем не	7	8
162	и даже	4	8
163	но ведь	2	8
164	в речи	2	8
165	такой же	3	8
166	и о	8	8
167	действующих лиц	3	8
168	и более	2	8
169	не имеет	2	8
170	по его	4	8
171	данном случае	3	7
172	том как	5	7
173	о чем	9	7
174	уже в	2	7
175	в это	4	7
176	в виде	2	7
177	одной из	5	7
178	что все	3	7
179	во втором	2	7
180	а а	2	7
181	как это	8	7
182	в ее	16	7
183	не все	2	7
184	и то	2	7
185	то в	6	7
186	лишь в	5	7
187	еще не	10	7
188	отношению к	15	7
189	еще и	2	7
190	xix в	5	7
191	по себе	3	7
192	можно назвать	2	7
193	но с	3	7
194	даже в	4	6
195	о которых	2	6
196	идет о	3	6
197	в себе	19	6
198	в одной	3	6
199	по отношению	15	6
200	своего времени	3	6
201	к нему	2	6
202	и все	10	6
203	что на	4	6
204	на его	2	6
205	он говорил	2	6
206	же как	4	6
207	в литературном	2	6
208	с его	9	6
209	одно из	4	6
210	мы не	2	6
211	действующие лица	2	6
212	отношения между	2	6
213	же и	3	6
214	что я	4	6
215	и сам	3	6
216	в жизни	9	6
217	ни на	2	6
218	этих двух	2	6
219	только не	3	6
220	говорить о	4	6
221	не о	3	5
222	свое время	2	5
223	его в	5	5
224	нас к	2	5
225	на себя	3	5
226	для себя	9	5
227	давно уже	3	5
228	это и	2	5
229	как он	4	5
230	и потому	3	5
231	а то	2	5
232	в сторону	2	5
233	одной стороны	4	5
234	что не	4	5
235	же касается	2	5
236	один из	6	5
237	не была	3	5
238	при этом	21	5
239	в сущности	2	5
240	в двух	2	5
241	в москве	2	5
242	хотя и	3	5
243	или иного	4	5
244	того или	4	5
245	в духе	6	5
246	на это	2	5
247	не как	3	5
248	к ней	2	5
249	как будто	7	5
250	не по	2	5
251	не могло	2	5
252	с одной	4	5
253	том чтобы	2	5
254	нет и	2	5
255	ни с	2	5
256	раз в	5	5
257	столь же	6	5
258	в творчестве	4	5
259	это были	2	5
260	уже не	12	5
261	которая была	2	5
262	и только	2	5
263	о которой	3	5
264	в каждой	2	4
265	одна из	4	4
266	в форме	2	4
267	на этом	5	4
268	и у	3	4
269	по своей	5	4
270	казалось бы	12	4
271	как у	2	4
272	не зная	2	4
273	еще в	4	4
274	не знает	2	4
275	в такой	2	4
276	но как	3	4
277	так или	3	4
278	они не	2	4
279	состоит в	8	4
280	с нею	2	4
281	и тогда	2	4
282	в связи	3	4
283	что было	3	4
284	в первом	2	4
285	который в	2	4
286	как мы	5	4
287	да и	5	4
288	если в	4	4
289	разумеется не	2	4
290	значительной степени	3	4
291	и он	6	4
292	же это	2	4
293	бы и	2	4
294	в значительной	3	4
295	в центре	4	4
296	и тот	2	4
297	на него	3	4
298	бы на	2	4
299	только что	4	4
300	все они	2	4
301	как о	3	4
302	и другие	5	4
303	и так	3	4
304	все что	4	4
305	а по	2	4
306	это время	2	4
307	по адресу	2	4
308	более чем	2	4
309	или в	3	4
310	в таком	3	4
311	в основе	3	4
312	у которого	2	4
313	или иначе	3	4
314	будто бы	6	4
315	перед нами	13	3
316	в первую	2	3
317	ему не	3	3
318	или иной	2	3
319	о них	4	3
320	его же	2	3
321	я с	2	3
322	от него	3	3
323	в полном	2	3
324	говорит в	2	3
325	при всей	3	3
326	этого произведения	2	3
327	в других	4	3
328	с той	2	3
329	как к	4	3
330	но именно	3	3
331	к своему	2	3
332	видно что	3	3
333	себе в	2	3
334	о котором	2	3
335	для своего	2	3
336	она не	6	3
337	к этой	4	3
338	ли в	2	3
339	это уже	2	3
340	на том	3	3
341	заметить что	2	3
342	в голову	3	3
343	так в	2	3
344	xviii в	2	3
345	не могла	4	3
346	на них	2	3
347	которым в	2	3
348	здесь не	2	3
349	в заключительной	3	3
350	представляют собой	2	3
351	себя и	4	3
352	что когда	2	3
353	первую очередь	2	3
354	и ее	3	3
355	эти слова	3	3
356	бы в	2	3
357	все время	2	3
358	то и	5	3
359	и дело	3	3
360	от этого	2	3
361	однако и	5	3
362	особенно в	3	3
363	только потому	2	3
364	к концу	2	3
365	в данной	2	3
366	также в	2	3
367	и уже	3	3
368	этом и	2	3
369	молодой женщины	2	3
370	бы не	3	3
371	которая не	3	3
372	не раз	2	3
373	каждого из	3	3
374	в рассказе	23	3
375	наконец в	2	3
376	русской литературе	3	3
377	ему хотелось	2	3
378	отказ от	2	3
379	их в	2	3
380	я и	7	3
381	слова в	2	3
382	когда он	2	3
383	произведения и	2	3
384	он и	2	3
385	и ему	5	3
386	к числу	3	3
387	от нее	2	3
388	то ни	2	3
389	как его	3	3
390	что при	3	3
391	действующего лица	2	3
392	на основе	2	3
393	в системе	2	3
394	не должно	2	2
395	тем самым	2	2
396	который был	2	2
397	ни о	3	2
398	не имеют	3	2
399	нуждается в	2	2
400	равной мере	2	2
401	в литературе	3	2
402	именно так	2	2
403	долгое время	2	2
404	такова что	2	2
405	где в	2	2
406	до уровня	2	2
407	в рамках	2	2
408	едва ли	6	2
409	в произведениях	2	2
410	этих словах	2	2
411	тех кто	2	2
412	от себя	3	2
413	от своего	2	2
414	характерное для	2	2
415	из жизни	2	2
416	тем как	2	2
417	всякий раз	4	2
418	так а	2	2
419	мы знаем	4	2
420	по своему	3	2
421	и она	2	2
422	а только	4	2
423	с и	2	2
424	жизнь в	3	2
425	на себе	3	2
426	все его	3	2
427	тем в	2	2
428	с того	4	2
429	что можно	2	2
430	на свой	3	2
431	только тем	2	2
432	видит в	3	2
433	жизнь и	2	2
434	которой он	2	2
435	с такой	3	2
436	и когда	4	2
437	тогда как	10	2
438	ответить на	2	2
439	одновременно и	5	2
440	писателя в	2	2
441	жизнью и	3	2
442	сам он	3	2
443	не представляется	2	2
444	и от	6	2
445	никак не	3	2
446	них это	2	2
447	в контексте	2	2
448	когда мы	2	2
449	тех же	2	2
450	у всех	3	2
451	потребность в	2	2
452	так сказать	3	2
453	на человека	2	2
454	в равной	3	2
455	и н	5	2
456	и эта	3	2
457	по преимуществу	6	2
458	на свете	2	2
459	поэтому и	2	2
460	с ее	7	2
461	дело с	2	2
462	в изображении	2	2
463	перед собой	2	2
464	за ним	3	2
465	как правило	6	2
466	я это	2	2
467	мысль о	2	2
468	и тех	3	2
469	превращается в	6	2
470	он уже	4	2
471	но у	2	2
472	жизни в	12	2
473	как по	2	2
474	что ей	2	2
475	слова как	2	2
476	чем не	2	2
477	не означает	2	2
478	не хотелось	3	2
479	или с	2	2
480	в пределах	4	2
481	в глазах	11	2
482	к той	3	2
483	думал о	2	2
484	в номере	2	2
485	не случайно	14	2
486	говорится о	2	2
487	это была	2	2
488	не умеет	3	2
489	о своей	3	2
490	сразу же	2	2
491	за него	2	2
492	своей жизни	6	2
493	л а	2	2
494	зрения на	2	2
495	соответствии с	2	2
496	и стал	2	2
497	а между	4	2
498	это прежде	3	2
499	не могу	3	2
500	как она	3	2
501	роль в	2	2
502	вот тебе	2	2
503	характера и	2	2
504	только о	2	2
505	именно на	2	2
506	же самое	4	2
507	его жизнь	2	2
508	одних и	2	2
509	чем же	2	2
510	с какой	3	2
511	по своим	2	2
512	все в	2	2
