N	2gram	Ircho_Kome	RusskieA
1	и в	37	79
2	в том	24	64
3	том что	22	59
4	что в	11	57
5	т е	18	54
6	не только	13	41
7	во время	8	38
8	так как	16	34
9	в этом	18	33
10	состоит в	2	32
11	как бы	7	31
12	но и	18	31
13	в и	3	30
14	в других	4	30
15	как и	10	28
16	может быть	14	28
17	и на	6	28
18	и т	5	23
19	о том	21	23
20	при этом	11	22
21	это не	3	20
22	е в	2	20
23	как мы	6	20
24	а в	12	20
25	из них	11	19
26	представляют собой	3	18
27	все это	7	18
28	с тем	6	17
29	потому что	19	17
30	то что	5	17
31	об этом	12	17
32	таким образом	16	17
33	вместе с	16	17
34	мы не	6	16
35	один из	6	15
36	для нас	7	14
37	не менее	9	14
38	в них	6	14
39	как это	5	14
40	тем не	3	14
41	и не	28	14
42	и с	5	14
43	и что	8	14
44	так что	7	13
45	и по	3	13
46	к этому	11	13
47	не может	9	13
48	еще не	10	13
49	как в	4	13
50	в которых	7	13
51	между собой	5	12
52	этом случае	2	12
53	мы имеем	4	12
54	тем что	12	12
55	а на	3	11
56	а затем	4	11
57	в дом	22	11
58	не имеет	6	11
59	далеко не	3	11
60	его в	9	10
61	так и	4	10
62	по существу	4	10
63	между тем	6	10
64	все же	9	10
65	что и	12	10
66	а также	3	10
67	в течение	3	10
68	том чтобы	4	10
69	представляет собой	5	10
70	о чем	11	9
71	том же	2	9
72	но в	7	9
73	и все	6	9
74	что они	3	9
75	того как	5	9
76	в честь	2	9
77	то же	14	9
78	в г	3	9
79	но не	9	9
80	видно что	2	9
81	так же	8	8
82	после этого	2	8
83	одно из	3	8
84	на себя	10	8
85	того чтобы	9	8
86	их в	3	8
87	же в	3	8
88	связи с	5	8
89	представление о	2	8
90	как например	2	8
91	во всех	4	8
92	для того	9	8
93	в этих	2	8
94	что по	2	8
95	в своем	9	7
96	ничего не	6	7
97	не в	7	7
98	главным образом	2	7
99	а с	2	7
100	в руках	3	7
101	к нему	8	7
102	по этому	3	7
103	на них	3	7
104	было бы	7	7
105	до конца	4	7
106	для этого	3	7
107	из этих	2	7
108	в это	2	7
109	и как	3	7
110	это время	2	7
111	не совсем	3	7
112	только в	3	7
113	как будто	3	7
114	а не	5	7
115	сообщает о	2	6
116	с собой	4	6
117	в этой	7	6
118	должно было	3	6
119	должны были	2	6
120	и у	4	6
121	друг друга	7	6
122	на этом	3	6
123	в их	5	6
124	не всегда	2	6
125	тому что	5	6
126	она не	3	6
127	к тому	11	6
128	в нем	8	6
129	в качестве	4	6
130	чем в	5	6
131	в одном	3	6
132	что она	10	6
133	и о	3	6
134	что здесь	2	6
135	должен был	6	6
136	также в	2	6
137	на земле	2	6
138	после того	3	6
139	приводит к	4	6
140	после чего	2	6
141	в таком	2	6
142	вопрос о	2	5
143	и потому	2	5
144	в тех	4	5
145	вплоть до	2	5
146	к себе	9	5
147	но если	3	5
148	что он	15	5
149	нет никаких	2	5
150	вывод что	2	5
151	прежде всего	7	5
152	к ним	5	5
153	в свою	12	5
154	с этим	5	5
155	в то	14	5
156	в целом	4	5
157	в связи	4	5
158	не было	6	5
159	например в	3	5
160	тот же	11	5
161	в его	12	5
162	можно было	3	5
163	только для	2	5
164	чаще всего	2	5
165	не с	2	5
166	и для	7	5
167	с другой	5	5
168	г в	2	5
169	и к	4	5
170	отнюдь не	5	5
171	с ним	10	5
172	совпадают с	4	4
173	в доме	17	4
174	как можно	2	4
175	если в	4	4
176	чтобы они	2	4
177	и ее	3	4
178	в глаза	3	4
179	не был	2	4
180	под названием	3	4
181	всякого рода	3	4
182	таким же	2	4
183	в руки	2	4
184	его и	3	4
185	от них	2	4
186	и там	3	4
187	отличие от	5	4
188	в образе	5	4
189	не столько	3	4
190	могут быть	3	4
191	и до	2	4
192	не на	3	4
193	во всяком	3	4
194	в основе	3	4
195	и от	3	4
196	по своему	3	4
197	дело не	2	4
198	к ней	9	4
199	несмотря на	7	4
200	за ним	3	4
201	и здесь	11	4
