N	3gram	Vygotskiy_	Istorich
1	и т д	6	142
2	с другой стороны	8	46
3	до сих пор	9	30
4	мы видим что	5	30
5	в этом случае	2	29
6	с одной стороны	15	28
7	так же как	3	27
8	мы знаем что	3	26
9	в том что	30	25
10	не может быть	4	24
11	вместе с тем	4	23
12	о том что	15	22
13	не только в	5	19
14	в данном случае	3	15
15	по отношению к	2	14
16	на то что	25	14
17	мы увидим что	7	13
18	в то время	4	13
19	то время как	4	13
20	таким образом мы	2	13
21	во всех этих	2	11
22	что иное как	2	11
23	не что иное	2	11
24	можно было бы	4	10
25	друг с другом	6	9
26	то же самое	8	8
27	на этот вопрос	5	8
28	надо сказать что	2	8
29	образом мы видим	2	8
30	в зависимости от	7	8
31	и то что	4	8
32	здесь мы видим	2	7
33	что он не	3	7
34	то что в	4	7
35	если бы мы	5	7
36	что и здесь	2	7
37	потому что он	3	7
38	с тем что	3	7
39	с самого начала	5	6
40	этой точки зрения	3	6
41	с этой точки	3	6
42	мы должны будем	3	6
43	мы не можем	2	6
44	на самом деле	8	5
45	для того чтобы	41	5
46	и что он	2	5
47	и когда он	2	5
48	так как это	6	5
49	то что он	5	5
50	в отличие от	3	5
51	том что в	2	5
52	мы видим в	2	5
53	в том чтобы	6	5
54	нам кажется что	2	4
55	иметь в виду	3	4
56	то что она	2	4
57	состоит в том	2	4
58	можно сказать что	3	4
59	с точки зрения	5	4
60	и может быть	2	4
61	сами по себе	2	4
62	по себе не	2	4
63	оно может быть	2	4
64	вопрос о том	3	4
65	все то что	6	3
66	и то же	4	3
67	никак не может	3	3
68	не только не	4	3
69	и что они	3	3
70	но он не	2	3
71	не в состоянии	3	3
72	дело в том	2	3
73	что в нем	3	3
74	по его мнению	4	3
75	мы сейчас увидим	3	3
76	за то что	3	3
77	это не так	3	3
78	таким образом в	2	3
79	и тот же	2	3
80	по этому поводу	4	3
81	если это так	2	3
82	к тому что	8	3
83	само по себе	3	3
84	он должен был	2	3
85	что в этом	6	3
86	по сравнению с	4	3
87	в самом деле	8	2
88	сам по себе	4	2
89	может быть и	2	2
90	же обстоит дело	2	2
91	и в том	2	2
92	ответ на этот	2	2
93	сама по себе	3	2
94	друг от друга	2	2
95	и для нас	3	2
96	может быть это	2	2
97	как раз наоборот	2	2
98	сказать что в	2	2
99	одна из них	2	2
100	мы должны признать	2	2
101	другой стороны он	2	2
102	из того что	3	2
103	мы видим таким	2	2
104	на первый план	2	2
105	том что он	4	2
106	вовсе не в	2	2
107	то обстоятельство что	2	2
108	бы показать что	2	2
109	совершенно ясно что	7	2
110	совершенно очевидно что	2	2
111	и т п	5	2
112	указывает на то	3	2
113	таким образом что	6	2
114	что это не	2	2
115	одно и то	3	2
116	и той же	4	2
117	одной стороны он	2	2
118	во все время	3	2
119	видим таким образом	2	2
120	так же обстоит	2	2
121	показывает что в	2	2
122	и таким образом	3	2
123	одной и той	4	2
124	что для того	2	2
125	равно как и	2	2
