N	2gram	Losev_Prob	Vladivir
1	и в	48	116
2	то что	26	71
3	и не	29	67
4	в году	9	65
5	не только	28	65
6	у него	13	65
7	в этом	31	53
8	в том	25	52
9	том что	29	51
10	что в	12	48
11	но и	21	47
12	в конце	10	41
13	в его	19	40
14	и с	10	39
15	то есть	38	37
16	сказать что	13	36
17	и даже	24	36
18	также и	21	36
19	там же	2	35
20	так что	18	35
21	учение о	4	35
22	потому что	21	33
23	еще и	6	32
24	что он	12	32
25	не может	6	31
26	о том	17	30
27	только в	21	30
28	никогда не	7	29
29	как мы	5	29
30	для него	2	29
31	вовсе не	18	27
32	а в	8	27
33	не было	4	26
34	в то	6	25
35	но в	17	25
36	в себе	7	25
37	и то	6	25
38	и его	11	25
39	даже и	11	24
40	а также	8	24
41	точки зрения	17	23
42	между прочим	2	23
43	может быть	11	23
44	он не	4	23
45	в виде	25	22
46	так как	10	22
47	он был	5	22
48	кроме того	5	22
49	об этом	11	22
50	ни в	17	22
51	в своей	29	21
52	вместе с	15	21
53	а именно	12	20
54	в своем	16	20
55	прежде всего	15	20
56	для нас	14	20
57	и что	9	20
58	и потому	4	19
59	и вообще	11	19
60	так и	15	19
61	не менее	8	19
62	как раз	7	19
63	в те	2	19
64	в дальнейшем	7	19
65	по поводу	2	19
66	таким образом	20	19
67	тем не	8	19
68	не в	16	18
69	как это	5	18
70	как и	10	18
71	хотя и	10	18
72	с его	3	18
73	не мог	5	18
74	едва ли	13	17
75	необходимо сказать	6	17
76	что и	8	17
77	в этой	14	17
78	у нас	17	17
79	а не	7	17
80	и если	2	17
81	уже не	12	16
82	все же	12	16
83	того что	8	16
84	а н	3	16
85	совсем не	4	16
86	было бы	12	16
87	к тому	7	16
88	и все	12	16
89	для себя	6	16
90	в котором	5	16
91	не есть	3	16
92	до конца	4	15
93	разного рода	4	15
94	в связи	11	15
95	под названием	5	15
96	но это	7	15
97	к этому	2	15
98	это было	2	15
99	несмотря на	7	15
100	иной раз	4	15
101	то же	6	15
102	в своих	3	15
103	и к	9	15
104	того же	7	14
105	уже в	4	14
106	тут же	7	14
107	все эти	12	14
108	и как	10	14
109	и на	9	14
110	раз и	2	14
111	мы уже	2	14
112	так же	7	13
113	с тем	7	13
114	можно сказать	10	13
115	да и	5	13
116	и от	7	13
117	что это	4	13
