N	2gram	Bakhtin_Pr	Literetu
1	а не	30	50
2	и не	66	47
3	не только	26	46
4	и в	59	44
5	может быть	38	43
6	при этом	5	41
7	но и	22	41
8	в том	17	39
9	в этом	40	38
10	том что	15	32
11	в частности	2	30
12	то что	21	29
13	в мире	10	28
14	то же	15	26
15	как и	21	23
16	в то	15	23
17	не в	10	22
18	так и	13	22
19	того что	4	22
20	себя в	5	22
21	не может	31	22
22	х годов	2	21
23	я и	2	21
24	же время	10	21
25	в себе	9	20
26	и т.п	8	20
27	прежде всего	17	19
28	как бы	40	18
29	то есть	64	17
30	точки зрения	36	17
31	в его	44	17
32	с другой	3	17
33	сознания в	2	16
34	в этой	5	16
35	в жизни	7	16
36	тем самым	3	15
37	со стороны	6	15
38	не менее	3	15
39	в целом	8	15
40	я не	7	15
41	в русской	3	15
42	только в	15	15
43	по отношению	17	14
44	что он	16	14
45	однако в	2	14
46	в рамках	2	14
47	и даже	4	14
48	в своем	12	13
49	как это	2	13
50	е годы	2	13
51	но не	13	13
52	уже не	14	13
53	и его	21	13
54	к себе	2	12
55	художественного мышления	2	12
56	в данном	3	12
57	в своей	17	12
58	еще не	11	12
59	одним из	11	12
60	отношению к	17	12
61	в е	2	12
62	о том	5	12
63	никогда не	19	11
64	данном случае	3	11
65	это не	13	11
66	отличие от	3	11
67	с его	14	11
68	и сам	5	11
69	не столько	3	11
70	как в	10	11
71	в отличие	3	11
72	а в	9	11
73	в основе	6	11
74	вместе с	2	11
75	даже в	7	10
76	этом отношении	7	10
77	для себя	5	10
78	в области	3	10
79	что в	14	10
80	в ее	4	10
81	жизни в	3	10
82	из них	8	10
83	и на	15	10
84	потому что	20	10
85	жизни и	21	10
86	одно из	2	9
87	один из	4	9
88	же в	3	9
89	в начале	3	9
90	лишь в	4	9
91	что я	2	9
92	и т.д	2	9
93	одна из	4	8
94	в конце	9	8
95	все же	9	8
96	в искусстве	2	8
97	по существу	5	8
98	но в	7	8
99	уже в	9	8
100	на себя	3	8
101	что не	6	8
102	для него	23	8
103	исходит из	3	8
104	и как	10	8
105	слова и	2	8
106	мира в	6	8
107	а именно	4	8
108	тем что	5	8
109	в своих	5	8
110	той же	7	8
111	с точки	21	8
112	о себе	12	8
113	как раз	9	8
114	художественного творчества	3	8
115	до конца	11	7
116	в их	5	7
117	не как	15	7
118	наконец в	2	7
119	друг друга	10	7
120	и тем	2	7
121	и других	8	7
122	это как	2	7
123	в художественном	5	7
124	русской литературе	2	7
125	для этого	4	7
126	другой стороны	3	7
127	в противоположность	3	7
128	и для	5	7
129	по преимуществу	3	7
130	перестает быть	4	7
131	человека в	8	7
132	у нас	2	7
133	именно в	8	7
134	в самом	19	7
135	и с	10	7
136	в одном	14	7
137	он и	9	7
138	личности в	7	7
139	тому как	5	7
140	в кругозоре	2	7
141	в нем	38	7
142	он не	11	7
143	в сфере	4	7
144	его в	6	6
145	в виду	2	6
146	самом деле	9	6
147	и он	3	6
148	было бы	10	6
149	не было	5	6
150	например в	5	6
151	то и	2	6
152	во всех	8	6
153	в каждом	11	6
154	с ее	5	6
155	с миром	2	6
156	и наконец	5	6
157	далеко не	3	6
158	подобно тому	5	6
159	в ней	8	6
160	и только	2	6
161	у него	9	6
162	как на	4	6
163	как будто	4	6
164	в художественной	4	5
165	или иной	3	5
166	идет о	5	5
167	в литературе	7	5
168	так как	11	5
169	от себя	2	5
170	как он	5	5
171	одном из	3	5
172	так что	3	5
173	он сам	9	5
174	в романе	12	5
175	не знает	5	5
176	всего в	2	5
177	более того	5	5
178	между тем	5	5
179	несмотря на	7	5
180	этой точки	3	5
181	что и	10	5
182	себя и	4	5
183	мир в	4	5
184	в сущности	11	5
185	в чужом	2	5
186	все еще	2	5
187	место в	2	5
188	хотя бы	5	5
189	по выражению	2	5
190	в словах	2	5
191	должно быть	4	5
192	мы не	3	5
193	я это	2	5
194	и одновременно	5	5
195	ни было	4	5
196	как у	4	5
197	человеческого духа	2	5
198	автора и	7	5
199	в себя	3	5
200	в нашем	3	5
201	и к	5	5
202	но с	4	5
203	однако не	2	5
204	входит в	11	4
205	себе и	3	4
206	в каждой	3	4
207	для нас	3	4
208	не является	2	4
209	только для	2	4
210	как к	3	4
211	за собой	3	4
212	и прежде	2	4
213	все время	4	4
214	для своего	2	4
215	со всей	2	4
216	и все	4	4
217	на его	7	4
218	могли бы	3	4
219	и само	2	4
220	а потому	4	4
221	могут быть	5	4
222	в них	5	4
223	во всей	2	4
224	как мы	10	4
225	себе самому	3	4
226	во всяком	5	4
227	бы то	3	4
228	самим собою	3	4
229	но это	7	4
230	чужого сознания	2	4
231	за пределы	10	4
232	к этому	6	4
233	бы не	3	4
234	и вот	4	4
235	художественного мира	5	4
236	для того	3	4
237	совершенно не	2	4
238	в пределах	13	4
239	то он	3	4
240	все они	4	4
241	него не	4	4
242	можно сказать	3	4
243	приводит к	4	4
244	в единстве	7	4
245	не оставляет	4	4
246	жизни а	2	4
247	перед ним	2	4
248	вовсе не	13	4
249	и что	2	4
250	с образом	3	4
251	то ни	3	4
252	что было	4	4
253	таким образом	22	4
254	и есть	6	4
255	отношения к	4	4
256	героя как	2	4
257	и нет	2	4
258	от автора	6	3
259	на самом	5	3
260	вопрос о	4	3
261	ничего не	8	3
262	и потому	9	3
263	бытия в	3	3
264	для его	4	3
265	так же	10	3
266	но как	4	3
267	по себе	13	3
268	в полном	2	3
269	крайней мере	3	3
270	в отношении	3	3
271	не раз	3	3
272	отношение к	4	3
273	за счет	2	3
274	есть не	3	3
275	из тех	3	3
276	в первом	3	3
277	своей жизни	2	3
278	сознания не	3	3
279	а с	4	3
280	о нем	16	3
281	и о	5	3
282	в сознании	4	3
283	они не	5	3
284	но только	3	3
285	той или	3	3
286	времени в	2	3
287	что же	5	3
288	сознания с	3	3
289	там где	12	3
290	же как	5	3
291	того чтобы	5	3
292	и до	5	3
293	все эти	12	3
294	сколько в	2	3
295	не на	6	3
296	в истории	3	3
297	должна быть	4	3
298	из его	4	3
299	на языке	2	3
300	и еще	2	3
