N	2gram	Bakhtin_Pr	Sovremen
1	не может	18	17
2	точки зрения	17	12
3	может быть	23	12
4	таким образом	9	11
5	мы не	7	9
6	в каждом	5	8
7	и в	83	7
8	в этом	24	7
9	и не	41	6
10	ничего не	8	6
11	как и	13	6
12	в результате	2	6
13	мы можем	9	6
14	с точки	13	5
15	все эти	9	5
16	и наконец	4	5
17	в условиях	7	5
18	прежде всего	20	5
19	нет и	3	4
20	мы видели	2	4
21	зависимости от	3	4
22	это не	10	4
23	не только	14	4
24	в том	22	4
25	в зависимости	3	4
26	мы должны	4	4
27	как бы	27	4
28	их в	3	4
29	так как	12	4
30	если мы	5	4
31	в дальнейшем	8	4
32	в целом	3	4
33	в развитии	5	4
34	жизни и	13	4
35	вместе с	5	4
36	а в	4	4
37	из них	7	4
38	с помощью	4	4
39	и т.д	5	3
40	он может	2	3
41	ведь это	2	3
42	видели что	2	3
43	и потому	6	3
44	на этой	2	3
45	но в	12	3
46	с самого	4	3
47	при этом	6	3
48	не в	10	3
49	все же	3	3
50	он в	2	3
51	как он	4	3
52	было бы	6	3
53	в области	6	3
54	уже в	3	3
55	в себе	10	3
56	еще не	10	3
57	одна из	9	3
58	у нас	2	3
59	и все	14	3
60	все это	11	3
61	в нем	21	3
62	а не	19	3
63	и к	13	3
64	что она	2	3
65	в этой	3	3
66	то же	10	3
67	в одном	4	3
68	отличается от	2	3
69	самого начала	5	3
70	в конце	5	3
71	на его	4	2
72	и по	5	2
73	что все	3	2
74	конечно в	2	2
75	значение в	4	2
76	быть и	2	2
77	каждого из	2	2
78	можно назвать	2	2
79	а на	2	2
80	не менее	4	2
81	той же	6	2
82	не могут	4	2
83	мы видим	2	2
84	в его	15	2
85	с этим	3	2
86	и что	3	2
87	во всяком	2	2
88	и во	6	2
89	с другом	6	2
90	из этих	3	2
91	так сказать	8	2
92	в самом	7	2
93	еще более	6	2
94	что в	5	2
95	времени и	4	2
96	совершенно не	4	2
97	в таком	3	2
98	в которой	2	2
99	у него	5	2
100	из одного	2	2
101	в некоторых	7	2
102	со всеми	8	2
103	уже не	5	2
104	если же	5	2
105	не будем	4	2
106	и они	4	2
107	могут быть	5	2
108	в один	3	2
109	и пространства	2	2
110	развития но	2	2
111	тот же	2	2
112	на этом	4	2
113	как мы	12	2
114	говорить о	2	2
115	не дает	3	2
116	что это	2	2
117	этих двух	5	2
118	или иной	2	2
119	тем не	2	2
120	из которых	2	2
121	и даже	5	2
122	друг с	6	2
123	некоторое время	2	2
