N	2gram	Vygotskiy_	Literetu
1	а не	11	50
2	и не	20	47
3	не только	16	46
4	и в	65	44
5	может быть	33	43
6	при этом	10	41
7	но и	6	41
8	в том	46	39
9	в этом	37	38
10	том что	28	32
11	в частности	3	30
12	то что	61	29
13	в мире	3	28
14	в качестве	2	27
15	состоит в	4	26
16	то же	17	26
17	как и	12	23
18	в то	5	23
19	не в	12	22
20	так и	3	22
21	того что	9	22
22	не может	17	22
23	в себе	9	20
24	прежде всего	2	19
25	как бы	29	18
26	то есть	30	17
27	точки зрения	19	17
28	в его	11	17
29	с другой	8	17
30	в этой	20	16
31	в жизни	6	16
32	тем самым	4	15
33	со стороны	4	15
34	в целом	8	15
35	я не	9	15
36	в стихах	3	15
37	в русской	4	15
38	только в	9	15
39	что он	23	14
40	и даже	4	14
41	в своем	8	13
42	как это	13	13
43	с одной	7	13
44	но не	3	13
45	уже не	2	13
46	и его	8	13
47	к себе	2	12
48	в данном	5	12
49	в своей	6	12
50	еще не	3	12
51	одним из	2	12
52	о том	17	12
53	одной стороны	6	12
54	никогда не	9	11
55	данном случае	5	11
56	это не	7	11
57	в другом	6	11
58	с его	2	11
59	как в	8	11
60	а в	9	11
61	или иначе	2	11
62	в конечном	2	11
63	столь же	5	11
64	в основе	5	11
65	вместе с	10	11
66	даже в	2	10
67	русской поэзии	2	10
68	что в	36	10
69	отнюдь не	2	10
70	в ее	9	10
71	из них	10	10
72	и на	7	10
73	потому что	26	10
74	жизни и	6	10
75	одно из	4	9
76	к тому	18	9
77	один из	7	9
78	же в	2	9
79	связи с	2	9
80	с этой	5	9
81	представляет собой	3	9
82	одна из	6	8
83	в конце	5	8
84	едва ли	4	8
85	все же	10	8
86	в искусстве	2	8
87	по существу	4	8
88	но в	5	8
89	того же	4	8
90	что не	5	8
91	для него	4	8
92	и я	3	8
93	и как	10	8
94	слова и	3	8
95	тем что	7	8
96	в своих	6	8
97	той же	6	8
98	с точки	11	8
99	как раз	14	8
100	до конца	5	7
101	для всех	2	7
102	в их	3	7
103	и тем	4	7
104	и других	5	7
105	на свою	2	7
106	для этого	9	7
107	другой стороны	5	7
108	и для	4	7
109	по преимуществу	2	7
110	у нас	4	7
111	именно в	3	7
112	в самом	41	7
113	и с	4	7
114	в одном	9	7
115	в нем	8	7
116	он не	11	7
117	тому же	2	7
118	еще и	2	6
119	его в	5	6
120	в виду	6	6
121	казалось бы	7	6
122	самом деле	33	6
123	одного из	2	6
124	и он	5	6
125	было бы	22	6
126	не было	4	6
127	например в	5	6
128	поэзии и	3	6
129	и то	10	6
130	то и	3	6
131	во всех	4	6
132	с ее	5	6
133	и наконец	2	6
134	далеко не	3	6
135	в ней	23	6
136	и только	8	6
137	у него	6	6
138	как на	9	6
139	как будто	13	6
140	все более	4	5
141	идет о	8	5
142	вслед за	4	5
143	так как	13	5
144	как он	2	5
145	так что	10	5
146	в романе	2	5
147	как я	2	5
148	к этой	3	5
149	между тем	10	5
150	несмотря на	7	5
151	этой точки	2	5
152	что и	7	5
153	в поэме	4	5
154	в сущности	16	5
155	эти слова	5	5
156	место в	6	5
157	хотя бы	3	5
158	по выражению	2	5
159	по аналогии	2	5
160	в словах	2	5
161	мы не	7	5
162	на свете	2	5
163	а я	5	5
164	и одновременно	2	5
165	в силу	2	5
166	как у	2	5
167	не с	2	5
168	том чтобы	2	5
169	автора и	2	5
170	и если	13	5
171	и к	5	5
172	быть не	2	5
173	не к	5	5
174	но с	2	5
175	однако не	3	5
176	в свою	6	4
177	очевидно что	4	4
178	для нас	14	4
179	не является	2	4
180	только для	3	4
181	каждый из	3	4
182	как к	6	4
183	и прежде	2	4
184	все время	36	4
185	от своего	2	4
186	не надо	2	4
187	к своему	2	4
188	только на	3	4
189	с тем	14	4
190	общего с	2	4
191	со всей	3	4
192	и все	14	4
193	на его	2	4
194	могли бы	6	4
195	в них	4	4
196	аналогии с	2	4
197	во всей	3	4
198	как мы	12	4
199	во всяком	6	4
200	но при	2	4
201	то это	5	4
202	но это	6	4
203	к этому	5	4
204	от имени	3	4
205	бы не	5	4
206	и вот	6	4
207	художественное произведение	2	4
208	для того	18	4
209	совершенно не	8	4
210	такой же	2	4
211	со всеми	2	4
212	что его	3	4
213	все они	3	4
214	можно сказать	2	4
215	на то	25	4
216	на этом	6	4
217	не могу	3	4
218	в сторону	2	4
219	более чем	2	4
220	вовсе не	11	4
221	из этого	10	4
222	и что	29	4
223	таким образом	21	4
224	и есть	3	4
225	не мог	4	4
226	отношения к	3	4
227	на самом	3	3
228	ничего не	4	3
229	в действительности	3	3
230	так же	12	3
231	но как	3	3
232	по себе	5	3
233	в полном	4	3
234	тех пор	2	3
235	действительную жизнь	2	3
236	отношение к	2	3
237	есть не	2	3
238	в первом	3	3
239	т п	7	3
240	своей жизни	2	3
241	но по	2	3
242	а на	2	3
243	а с	4	3
244	о нем	2	3
245	и о	6	3
246	над ним	2	3
247	они не	2	3
248	но только	10	3
249	что же	3	3
250	речь идет	7	3
251	а к	2	3
252	там где	7	3
253	же как	3	3
254	того чтобы	21	3
255	и до	4	3
256	все эти	7	3
257	он был	3	3
258	в истории	3	3
259	во время	4	3
260	свою очередь	3	3
261	должна быть	5	3
262	и т	19	3
263	и еще	2	3
264	тот же	5	3
265	ее в	7	3
266	относится к	2	3
267	если в	2	3
268	только то	3	3
269	можно было	7	3
270	в первой	2	3
271	бы и	2	3
272	не так	4	3
273	мысли и	2	3
274	художественного произведения	2	3
275	если бы	22	3
276	по которым	2	3
277	был бы	4	3
278	в этих	3	3
279	не по	3	3
280	она и	2	3
281	в какой	8	3
282	я говорю	4	3
283	творческий акт	2	3
284	что для	6	3
285	не имеет	8	3
286	он говорит	9	3
287	в чем	3	3
288	что такое	2	3
289	он в	3	3
290	когда он	8	3
291	из которых	6	3
292	со своей	3	3
293	всяком случае	6	3
294	все что	2	3
295	мы в	4	3
296	здесь не	3	3
297	и уже	5	3
298	говорить о	3	3
299	не просто	7	3
300	ничего общего	3	3
301	же самое	14	3
302	с ним	6	3
303	он все	4	2
304	к своим	2	2
305	чтобы не	2	2
