N	2gram	Voloshinov	Tvorches
1	и в	28	56
2	как бы	19	41
3	в его	25	37
4	в то	7	30
5	то же	12	25
6	не только	10	24
7	но в	13	24
8	же время	6	24
9	и его	22	23
10	и не	34	23
11	а в	8	23
12	как и	13	23
13	в этом	28	22
14	в том	10	21
15	что в	7	21
16	том что	12	19
17	он не	10	19
18	может быть	28	19
19	потому что	4	19
20	у него	4	18
21	то что	17	18
22	что он	12	17
23	все это	12	17
24	и на	9	17
25	таким образом	34	17
26	никогда не	10	16
27	прежде всего	26	16
28	как в	4	16
29	при этом	8	16
30	не может	30	16
31	но и	10	16
32	в этой	7	15
33	с его	9	15
34	но это	4	15
35	в мире	2	15
36	и с	10	15
37	это не	5	14
38	и даже	3	14
39	о том	3	13
40	а не	9	13
41	в целом	4	12
42	же с	2	12
43	в котором	4	12
44	все же	8	11
45	в своей	14	11
46	для него	12	11
47	отнюдь не	5	11
48	в конце	2	10
49	не в	10	10
50	в основном	4	10
51	так и	14	10
52	уже в	3	10
53	но не	7	10
54	в самом	12	10
55	когда он	3	10
56	он сам	5	10
57	только в	11	10
58	в свою	6	9
59	в нем	7	9
60	один из	10	9
61	и от	3	9
62	по мнению	8	9
63	человека в	4	9
64	жизни в	3	9
65	в своих	5	9
66	во многом	2	9
67	в душе	13	9
68	так же	4	8
69	в себе	7	8
70	человека и	6	8
71	в их	2	8
72	не менее	6	8
73	это уже	3	8
74	так как	15	8
75	вовсе не	16	8
76	к этому	9	8
77	об этом	7	8
78	еще не	8	8
79	одним из	3	8
80	именно в	4	8
81	вместе с	5	8
82	влияние на	4	7
83	самом деле	14	7
84	читателя в	3	7
85	в чем	9	7
86	в дальнейшем	2	7
87	что она	5	7
88	в которой	5	7
89	в этих	5	7
90	во сне	3	7
91	уже не	9	7
92	и сам	3	7
93	в книге	2	6
94	его в	11	6
95	приводит к	3	6
96	и все	13	6
97	все эти	15	6
98	и ее	7	6
99	если он	6	6
100	одна из	4	6
101	хотя бы	7	6
102	конечном счете	3	6
103	и как	3	6
104	если бы	4	6
105	еще более	2	6
106	в конечном	3	6
107	в момент	2	6
108	с ним	14	6
109	а потому	4	6
110	ничего не	5	5
111	до конца	7	5
112	в одной	2	5
113	по отношению	13	5
114	но если	2	5
