N	2gram	Voloshinov	Myslijsy
1	потому что	4	182
2	и в	28	121
3	может быть	28	107
4	в том	10	103
5	то что	17	83
6	для нас	2	75
7	что в	7	73
8	и не	34	73
9	только в	11	72
10	не только	10	67
11	а не	9	67
12	таким образом	34	64
13	том что	12	59
14	так как	15	59
15	в этом	28	59
16	но и	10	59
17	то же	12	56
18	не в	10	54
19	если бы	4	53
20	в себе	7	53
21	не может	30	52
22	по себе	4	52
23	того что	7	47
24	в сознании	3	46
25	в душе	13	45
26	в нем	7	45
27	было бы	8	45
28	не есть	2	42
29	как и	13	42
30	вместе с	5	39
31	мы не	9	38
32	что и	5	38
33	так и	14	37
34	при этом	8	37
35	как в	4	37
36	тогда когда	2	36
37	что мы	3	36
38	и что	6	32
39	по отношению	13	30
40	а в	8	30
41	но не	7	29
42	между тем	3	29
43	вовсе не	16	28
44	есть только	3	28
45	мы можем	20	28
46	для него	12	28
47	могут быть	9	27
48	с этим	8	27
49	не было	5	26
50	независимо от	3	26
51	отношению к	11	26
52	душевной жизни	8	25
53	между собою	2	24
54	в то	7	24
55	от того	5	23
56	как бы	19	23
57	но в	13	22
58	а потому	4	22
59	не имеет	2	22
60	с другой	2	22
61	чувства и	2	22
62	и потому	12	21
63	не менее	6	21
64	в ней	8	20
65	в одном	3	20
66	это не	5	20
67	мысли и	4	19
68	и как	3	19
69	в сознание	10	19
70	с ним	14	19
71	и то	3	19
72	сказать что	11	19
73	что это	5	19
74	из этих	6	19
75	но это	4	19
76	должно быть	2	19
77	тем не	4	19
78	о том	3	19
79	того же	3	19
80	в каком	7	18
81	для того	6	18
82	еще не	8	18
83	не могут	7	18
84	в человеке	6	18
85	по поводу	5	18
86	в самом	12	18
87	в таком	6	18
88	заметить что	2	17
89	в его	25	17
90	слова и	4	17
91	со стороны	5	17
92	точки зрения	31	17
93	что оно	4	17
94	во всяком	9	17
95	не можем	6	17
96	уже в	3	17
97	в своем	4	16
98	к тому	6	16
99	а только	4	16
100	в которой	5	16
101	так же	4	16
102	или же	2	16
103	в них	3	16
104	же с	2	16
105	и на	9	16
106	и по	5	15
107	в нас	2	15
108	в этих	5	15
109	с одной	2	15
110	думать что	2	15
111	и тем	2	15
112	что он	12	15
113	прежде всего	26	15
114	только как	4	15
115	с другими	8	15
116	в свою	6	15
117	уже не	9	15
118	мы должны	9	14
119	свою очередь	4	14
120	должны быть	4	14
121	в истории	4	14
122	там где	2	14
123	то в	2	14
124	так сказать	7	14
125	в котором	4	14
126	все же	8	14
127	сам по	4	14
128	когда мы	2	14
129	во всех	13	14
130	же время	6	14
131	что все	7	13
132	и все	13	13
133	те же	9	13
134	зависит от	2	13
135	не следует	2	13
136	образом в	2	13
137	и может	4	13
138	из них	7	13
139	и его	22	13
140	как на	3	13
141	никогда не	10	12
142	человека и	6	12
143	друг друга	2	12
144	и при	3	12
145	одно из	6	12
146	что же	10	12
147	не то	2	12
148	все это	12	12
149	под влиянием	3	12
150	как мы	18	12
151	сих пор	3	12
152	что такое	6	12
153	оно не	3	12
154	в чем	9	12
155	относится к	2	12
156	возможно только	3	12
157	всяком случае	8	12
158	до сих	3	12
159	другими словами	5	11
160	и притом	3	11
161	той же	5	11
162	того чтобы	5	11
163	в первом	2	11
164	и вообще	4	11
165	только на	4	11
166	в состоянии	2	11
167	только для	2	11
168	которые мы	2	11
169	все что	10	11
170	и их	2	11
171	же что	2	11
172	его в	11	11
173	мы видели	12	11
174	к нему	9	11
175	речи и	2	11
176	к ней	4	11
177	и только	6	11
178	и следовательно	3	10
179	одной стороны	2	10
180	и для	7	10
181	хотя бы	7	10
182	если же	2	10
183	тем же	3	10
184	одной и	3	10
185	тому что	5	10
186	находится в	3	10
187	мы видим	3	10
188	и от	3	10
189	бы в	2	10
190	он не	10	10
191	если мы	7	10
192	и с	10	10
193	что как	2	10
194	и есть	3	10
195	что при	2	10
196	вопрос о	2	9
197	таком случае	4	9
198	могли бы	2	9
