N	2gram	Tiupa_Hudo	KulturaY
1	и в	23	84
2	в том	20	74
3	потому что	3	68
4	не только	20	60
5	точки зрения	11	59
6	в этом	12	57
7	и не	16	52
8	может быть	19	47
9	том что	9	44
10	того чтобы	5	44
11	что в	7	44
12	для того	5	41
13	в самом	7	41
14	самом деле	2	37
15	с точки	3	36
16	в области	8	34
17	таким образом	3	33
18	а не	13	33
19	если бы	3	32
20	не в	9	30
21	прежде всего	5	30
22	в его	11	30
23	того что	5	28
24	не менее	5	28
25	все эти	2	28
26	в силу	4	26
27	уже не	6	26
28	не может	9	25
29	то что	5	25
30	вовсе не	2	25
31	еще не	4	24
32	с другой	9	24
33	так и	12	23
34	то же	12	23
35	только в	7	23
36	языка в	4	22
37	тем не	3	21
38	но и	14	20
39	по себе	2	20
40	и что	4	20
41	что он	5	19
42	но в	10	19
43	о том	2	19
44	между тем	4	18
45	связи с	3	18
46	все это	2	18
47	в качестве	31	18
48	к тому	4	18
49	как бы	11	18
50	это не	4	17
51	как раз	3	17
52	как это	7	17
53	другой стороны	6	17
54	в той	3	17
55	слова и	2	17
56	в виду	5	16
57	что и	2	16
58	но не	13	16
59	по отношению	10	15
60	и тем	4	15
61	один из	2	15
62	а в	13	15
63	при этом	19	15
64	в данном	4	15
65	лишь в	7	15
66	ни к	2	15
67	именно в	2	15
68	в нашем	2	15
69	в них	2	14
70	в связи	3	14
71	хотя и	4	14
72	я не	2	14
73	сказать что	4	14
74	мы имеем	6	14
75	отношению к	10	14
76	что такое	2	14
77	если мы	2	14
78	и на	3	14
79	это и	2	13
80	что она	2	13
81	в пределах	3	13
82	не случайно	3	13
83	в этой	2	13
84	и его	12	13
85	с этой	3	12
86	как в	2	12
87	а только	4	12
88	того же	3	12
89	могут быть	5	12
90	этого слова	2	12
91	в рамках	13	12
92	говорить о	4	12
93	еще и	2	11
94	или иной	9	11
95	должен быть	2	11
96	в их	5	11
97	в своем	4	11
98	речи и	4	11
99	из этих	3	11
100	в нем	6	11
101	и то	4	11
102	слова в	3	11
103	в какой	2	11
104	он не	4	11
105	в каком	2	10
106	тем самым	5	10
107	так же	2	10
108	в то	8	10
109	со стороны	5	10
110	как и	3	10
111	речь идет	2	10
112	того или	4	10
113	тем более	2	10
114	несмотря на	2	10
115	этом смысле	3	10
116	не просто	2	10
117	в целом	3	9
118	xix века	2	9
119	здесь не	2	9
120	и для	3	9
121	в своей	7	9
122	можно сказать	6	9
123	или иного	4	9
124	а также	6	9
125	в которой	3	9
126	слова как	5	9
127	ни в	5	9
128	в частности	18	8
129	в структуре	3	8
130	состоит в	20	8
131	в чем	2	8
132	с одной	3	8
133	и о	4	8
134	с его	6	8
135	своего рода	9	8
136	по преимуществу	3	8
137	и как	4	8
138	об этом	2	8
139	в этих	4	8
140	тому что	2	8
141	заключается в	2	8
142	далеко не	4	8
143	может служить	2	8
144	отнюдь не	2	8
145	в таком	3	8
146	в свою	3	7
147	идет о	2	7
148	свою очередь	2	7
149	и потому	2	7
150	была бы	3	7
151	не знает	4	7
152	а с	2	7
153	одной стороны	3	7
154	с ними	2	7
155	например в	4	7
156	не все	2	7
157	а именно	3	7
158	не следует	4	7
159	и более	2	7
160	в самой	2	7
161	есть в	3	7
162	столь же	2	7
163	с ним	2	7
164	в одном	3	7
165	сводится к	11	7
166	в слове	4	7
167	даже в	3	6
168	в себе	13	6
169	как к	5	6
170	говоря о	3	6
171	роль в	2	6
172	на этом	2	6
173	не всегда	2	6
174	отличие от	7	6
175	этой точки	2	6
176	в отличие	7	6
177	не столько	7	6
178	в ее	6	6
179	той или	5	6
180	не на	5	6
181	речи а	2	6
182	за пределы	2	6
183	дело не	2	6
184	отличается от	2	6
185	или в	2	6
186	же время	7	6
187	но только	2	6
188	не с	2	6
189	я в	13	6
190	оно не	2	6
191	приводит к	6	6
192	чтобы не	2	6
193	на основе	2	6
194	никогда не	2	5
195	в конечном	5	5
196	в отношении	4	5
197	к его	3	5
198	и к	3	5
199	а на	5	5
200	в форме	4	5
201	в другом	4	5
202	или менее	6	5
203	по своему	3	5
204	более или	6	5
205	что можно	3	5
206	так в	4	5
207	всего лишь	6	5
208	но как	2	5
209	не как	2	5
210	я и	7	5
211	языка на	2	5
212	превращается в	2	5
213	одного и	3	5
214	у него	2	5
215	отношение к	7	5
216	или иначе	5	5
217	и того	3	5
218	только о	2	5
219	его в	4	4
220	для меня	2	4
221	о чем	3	4
222	к которому	4	4
223	этого термина	2	4
224	с языком	3	4
225	одно из	2	4
226	к нему	3	4
227	мог бы	3	4
228	во втором	4	4
229	в узком	3	4
230	между ними	5	4
231	однако в	4	4
232	в известном	2	4
233	иначе говоря	5	4
234	для обозначения	2	4
235	могла бы	2	4
236	в году	2	4
237	то в	2	4
238	конечном счете	5	4
239	и по	2	4
240	бы не	2	4
241	тот или	3	4
242	на деле	3	4
243	том и	2	4
244	отношения к	4	4
245	или иных	2	4
246	и это	2	4
247	но на	2	4
248	из которых	2	4
249	данный момент	2	4
250	так или	4	4
251	но он	3	4
252	еще один	2	3
253	слова не	2	3
254	противном случае	2	3
255	который в	2	3
256	роли в	4	3
257	и другие	2	3
258	от себя	3	3
259	в одно	2	3
260	в романе	3	3
261	в искусстве	9	3
262	в контексте	3	3
263	в сторону	2	3
264	о его	2	3
265	и может	2	3
266	на котором	2	3
267	таковы например	2	3
268	только и	2	3
269	но она	2	3
270	тогда как	15	3
271	известном смысле	2	3
272	говорит что	2	3
273	виду не	3	3
274	таких случаях	2	3
275	в основании	2	3
276	сама по	2	3
277	таком случае	2	3
278	одним из	2	3
279	не могло	2	3
280	для него	5	3
281	тех или	2	3
282	духовной культуры	2	3
283	или иным	4	3
284	со своей	4	3
285	к жизни	2	3
286	с их	2	3
287	в противном	2	3
288	то ни	2	3
289	или даже	3	3
290	бы то	2	3
291	при котором	2	3
292	в системе	3	3
293	в ходе	5	2
294	наших глазах	2	2
295	начиная с	2	2
296	значении этого	4	2
297	ними и	2	2
298	и существенно	2	2
299	для которого	2	2
300	в глаза	2	2
301	втором случае	2	2
302	в стилистическом	2	2
303	в принципе	8	2
304	быть и	2	2
305	в словаре	2	2
306	он должен	3	2
307	к своему	2	2
308	и составляет	3	2
309	одной из	2	2
310	и др	2	2
311	собственно говоря	2	2
312	следует подчеркнуть	3	2
313	культуры в	3	2
314	к такой	2	2
315	том числе	3	2
316	говорит и	3	2
317	к какому-либо	2	2
318	к другому	2	2
319	тем или	2	2
320	в данный	2	2
321	никто не	3	2
322	стилистическом отношении	2	2
323	без исключения	4	2
324	задолго до	2	2
325	по большей	2	2
326	могут служить	2	2
327	ее в	2	2
328	вслед за	2	2
329	большей части	2	2
330	одна из	2	2
331	с другими	5	2
332	имеет место	3	2
333	как правило	3	2
334	которая не	2	2
335	и способности	2	2
336	такова например	2	2
337	не является	5	2
338	ни было	2	2
339	может оказаться	2	2
340	ведет к	2	2
341	отношении к	3	2
342	что сама	2	2
343	в жизни	3	2
344	в литературе	2	2
345	по пути	4	2
346	не будет	3	2
347	это отношение	3	2
348	и позволяет	3	2
349	искусства в	6	2
350	на почве	4	2
351	на наших	2	2
352	имеем в	3	2
353	и прежде	3	2
354	всякий раз	2	2
355	он и	2	2
356	и одновременно	5	2
357	тому как	3	2
358	в случае	2	2
359	в русской	3	2
360	чем это	2	2
361	знания о	2	2
362	совершенно иной	2	2
363	в себя	4	2
364	мы легко	2	2
