N	2gram	Potebnia_M	Problemy
1	и в	58	106
2	и не	34	90
3	как бы	12	70
4	может быть	47	66
5	в его	7	56
6	в этом	18	52
7	в нем	26	51
8	не может	30	49
9	что он	5	44
10	как и	16	44
11	но и	26	40
12	точки зрения	8	40
13	для него	13	39
14	и его	7	39
15	а не	38	38
16	не только	32	36
17	то же	13	36
18	то что	24	33
19	но в	12	33
20	прежде всего	8	32
21	в то	6	29
22	все это	3	29
23	он не	4	29
24	и все	6	28
25	не в	23	27
26	в одном	13	27
27	к другому	2	27
28	же время	4	26
29	к нему	2	25
30	в сущности	2	25
31	с точки	4	25
32	и т	10	25
33	в самом	5	25
34	и с	3	25
35	самом деле	2	24
36	не как	4	24
37	вовсе не	13	24
38	рядом с	3	23
39	слова и	7	23
40	и на	8	23
41	таким образом	21	22
42	в каждом	6	22
43	что я	2	22
44	по себе	24	22
45	как мы	3	21
46	там где	8	21
47	никогда не	7	20
48	все же	11	20
49	потому что	89	20
50	только в	36	20
51	что в	34	19
52	с его	3	19
53	отношению к	13	19
54	слова в	7	19
55	что же	3	19
56	на самом	2	18
57	в себе	22	18
58	по отношению	15	18
59	т п	6	18
60	все эти	3	18
61	уже не	4	18
62	еще не	9	18
63	но не	19	18
64	это не	10	17
65	в том	38	17
66	так и	17	17
67	а в	11	17
68	с ним	7	17
69	так же	7	16
70	в другом	3	16
71	если бы	23	16
72	в своей	3	16
73	этом смысле	4	16
74	и для	8	15
75	у него	3	15
76	так как	29	14
77	в своем	3	14
78	лишь в	2	14
79	с другим	3	14
80	а как	3	14
81	его в	3	13
82	и это	3	13
83	в целом	3	13
84	себя и	3	13
85	с другими	3	13
86	в мире	3	13
87	на него	6	13
88	но все	4	13
89	том что	21	12
90	в одной	2	12
91	слово в	2	12
92	ничего не	2	12
93	так что	23	12
94	к тому	5	12
95	между тем	7	12
96	что и	16	12
97	при этом	17	12
98	было бы	21	12
99	во всяком	9	12
100	так сказать	5	12
101	но это	7	12
102	за пределы	4	12
103	и даже	4	12
104	и как	11	12
105	и слово	2	12
106	как в	18	12
107	себе и	2	12
108	в котором	5	12
109	и что	13	12
110	слово с	2	11
111	не могут	10	11
112	она не	3	11
113	этого слова	5	11
114	должно быть	9	11
115	бы в	6	11
116	тем что	15	11
117	сознания и	2	11
118	или как	2	11
119	с другой	13	11
120	их в	2	11
121	как будто	2	11
122	к одному	3	10
123	для себя	4	10
124	говорит он	4	10
125	что не	15	10
126	самого начала	5	10
127	как не	4	10
128	до сих	5	10
129	слова с	2	10
130	сих пор	5	10
131	далеко не	4	10
132	в самой	5	10
133	той же	3	10
134	в слове	21	10
135	и потому	7	9
136	в единстве	3	9
137	с самого	5	9
138	или в	4	9
139	могут быть	17	9
140	в них	7	9
141	в единство	2	9
142	хотя и	6	9
143	другой стороны	7	9
144	хотя бы	4	9
145	человека в	3	9
146	из одного	3	9
147	что у	2	9
148	ни в	2	9
149	всяком случае	7	9
150	но он	3	9
151	мы должны	4	8
152	но как	4	8
153	уже в	5	8
154	никак не	3	8
155	одним из	2	8
156	и о	3	8
157	того что	15	8
158	здесь не	2	8
159	несмотря на	5	8
160	же не	2	8
161	нам кажется	2	8
162	с ними	2	8
163	не на	3	8
164	должна быть	4	8
165	и от	5	8
166	что это	5	8
167	он есть	3	8
168	мы увидим	3	8
169	в человеке	14	8
170	ни было	4	8
171	о том	6	8
172	и у	3	8
173	из них	2	8
174	переходим к	2	8
175	вопрос о	5	7
176	были бы	4	7
177	его к	3	7
178	и следовательно	4	7
179	от него	8	7
180	в этих	10	7
181	в их	3	7
182	от себя	2	7
183	в виду	2	7
184	тем как	3	7
185	все его	2	7
186	только на	4	7
187	между ними	2	7
188	что все	4	7
189	то ни	3	7
190	что они	6	7
191	например в	4	7
192	тот же	5	7
193	бы то	2	7
194	сказать что	5	7
195	в жизни	5	7
196	его с	3	7
197	друг другу	4	7
198	что она	3	7
199	мысли и	9	7
200	т д	6	7
201	сама по	4	7
202	и их	6	7
203	такой же	4	7
204	во всех	12	7
205	на этот	2	7
206	если же	5	7
207	но на	3	7
208	не было	7	7
209	в себя	2	7
210	как он	5	6
211	может стать	3	6
212	на вопрос	3	6
213	не менее	10	6
214	но эти	4	6
215	собою и	2	6
216	и во	6	6
217	во время	5	6
218	одна из	4	6
219	для этого	2	6
220	с этим	11	6
221	словом и	2	6
222	в начале	2	6
223	ни был	2	6
224	за ним	2	6
225	во всем	5	6
226	и самое	3	6
227	превращается в	2	6
228	друг друга	6	6
229	слово как	2	6
230	и только	6	6
231	в этой	3	6
232	на то	5	6
233	он может	2	6
234	в своих	4	6
235	этот вопрос	2	6
236	в другой	4	6
237	в которых	2	6
238	на этом	3	6
239	жизни и	3	6
240	как на	5	6
241	не мог	3	6
242	отношения к	2	6
243	но с	3	6
244	нисколько не	2	5
245	и то	4	5
246	если б	7	5
247	крайней мере	6	5
248	с таким	3	5
249	не во	3	5
250	к которому	5	5
251	он старается	2	5
252	для других	2	5
253	том же	3	5
254	его мысль	2	5
255	слова но	4	5
256	была бы	3	5
257	с тем	9	5
258	тому что	4	5
259	они не	5	5
260	того же	13	5
261	в чем	6	5
262	однако в	4	5
263	один из	2	5
264	в такой	2	5
265	мы не	17	5
266	и самого	2	5
267	как объект	2	5
268	в ее	2	5
269	слов и	5	5
270	в последнем	2	5
271	те же	4	5
272	все то	2	5
273	но при	3	5
274	то есть	69	5
275	про себя	2	5
276	где он	2	5
277	между собою	10	5
278	этот мир	2	5
279	по крайней	6	5
280	зрения и	7	5
281	подобно тому	7	5
282	именно в	2	5
283	а между	5	5
284	тому как	8	5
285	же что	2	5
286	сам по	5	5
287	в ней	9	5
288	вместе с	12	5
289	бы с	2	4
290	и понимания	10	4
291	тем не	11	4
292	на предмет	2	4
293	стороны и	3	4
294	слова не	2	4
295	и слова	2	4
296	мысли в	11	4
297	от того	9	4
298	ни были	3	4
299	под влиянием	10	4
300	он должен	2	4
301	в одно	5	4
302	в формах	3	4
303	или менее	6	4
304	смысле этого	3	4
305	не то	3	4
306	мы видели	5	4
307	от них	2	4
308	как предмет	3	4
309	в эту	2	4
310	но только	2	4
311	более или	6	4
312	на себе	3	4
313	даже и	4	4
314	и без	4	4
315	по мере	10	4
316	что оно	5	4
317	оно должно	5	4
318	то это	8	4
319	слова мы	3	4
320	переходит в	2	4
321	не была	2	4
322	находится в	2	4
323	связи с	6	4
324	в первом	5	4
325	уже и	2	4
326	время как	2	4
327	то в	6	4
328	что с	3	4
329	то и	15	4
330	в словах	6	4
331	всех этих	2	4
332	в которой	5	4
333	это было	3	4
334	с ее	2	4
335	от другого	3	4
336	только что	4	4
337	что если	7	4
338	бы не	11	4
339	с этой	3	4
340	времени и	3	4
341	нами в	2	4
342	другим и	3	4
343	друг на	2	4
344	сами по	8	4
345	речи и	11	4
346	то он	2	4
347	что такое	3	4
348	все что	5	4
349	еще более	2	4
350	само по	6	4
351	образом и	2	4
352	и если	6	4
353	оно не	4	4
354	не есть	13	4
355	если не	5	4
356	все в	2	4
357	на друга	2	4
358	перестает быть	3	4
359	бы ни	8	4
360	а так	4	4
361	таким же	3	4
362	со словом	4	4
363	чтобы не	3	3
364	или даже	3	3
365	следовательно и	2	3
366	для самого	5	3
367	не для	2	3
368	есть только	16	3
369	человека и	2	3
370	к другим	3	3
371	по своей	2	3
372	которых мы	3	3
373	есть нечто	7	3
374	и всегда	3	3
375	этого не	2	3
376	а его	3	3
377	мы знаем	2	3
378	что даже	2	3
379	увидим что	4	3
380	это последнее	6	3
381	мысли о	6	3
382	вне себя	3	3
383	могли бы	4	3
384	может служить	2	3
385	и человек	3	3
386	так в	4	3
387	что на	9	3
388	эту минуту	2	3
389	нуждается в	2	3
390	что из	2	3
391	того чтобы	4	3
392	связи между	2	3
393	и по	8	3
394	же в	7	3
395	должны быть	11	3
396	в других	6	3
397	того как	12	3
398	мы видим	5	3
399	и вообще	5	3
400	с которыми	3	3
401	кажется нам	3	3
402	как например	4	3
403	в сознании	8	3
404	только то	3	3
405	что так	2	3
406	из этих	8	3
407	дело в	3	3
408	то время	3	3
409	мог бы	5	3
410	и уже	6	3
411	за собою	3	3
412	все они	3	3
413	если и	3	3
414	то все	6	3
415	и при	6	3
416	и есть	4	3
417	у нас	3	3
418	себе не	3	3
419	что его	2	3
420	мы можем	10	3
421	том и	2	3
422	не с	2	3
423	б и	2	3
424	на нее	2	3
425	есть в	4	3
426	но уже	2	3
427	точке зрения	4	3
428	оно может	2	3
429	и кто	2	3
430	в смысле	4	3
431	если мы	5	3
432	речь и	2	3
433	но что	2	3
434	внешнего мира	3	3
435	только не	2	3
436	не из	3	3
437	в один	2	3
438	в таком	7	3
439	они ни	2	3
440	не дает	2	3
441	мы будем	3	3
442	и сами	3	3
443	тем же	4	3
444	чем в	2	3
445	все более	3	2
446	во все	2	2
447	эти явления	3	2
448	ясно и	2	2
449	к этим	2	2
450	указывает на	2	2
451	слова а	3	2
452	а и	5	2
453	бы они	2	2
454	его на	3	2
455	что дело	2	2
456	самого себя	4	2
457	она может	3	2
458	слово а	2	2
459	как для	2	2
460	не потому	2	2
461	а тогда	2	2
462	этой точки	2	2
463	но она	3	2
464	одного и	6	2
465	у человека	2	2
466	к этому	3	2
467	должны были	2	2
468	или же	7	2
469	чем бы	2	2
470	сравнительно с	5	2
471	видеть в	3	2
472	должен быть	2	2
473	оно и	4	2
474	словом но	3	2
475	уже с	2	2
476	и других	6	2
477	не всегда	2	2
478	от своего	2	2
479	свою очередь	8	2
480	когда уже	3	2
481	одном из	3	2
482	тогда когда	15	2
483	друг от	3	2
484	по которому	2	2
485	друга и	2	2
486	себе в	2	2
487	предмет и	2	2
488	то оно	3	2
489	одно из	5	2
490	не так	6	2
491	в душе	28	2
492	такого же	2	2
493	от этого	2	2
494	самый предмет	2	2
495	в г	2	2
496	на том	2	2
497	из которого	3	2
498	как она	3	2
499	заметить что	7	2
500	к сознанию	3	2
501	для создания	2	2
502	ответ на	2	2
503	не могла	2	2
504	такое же	3	2
505	искать в	3	2
506	между этими	2	2
507	и совершенно	2	2
508	с нею	6	2
509	нельзя сказать	2	2
510	человеческого духа	6	2
511	для них	2	2
512	как дух	2	2
513	с теми	2	2
514	становится для	2	2
515	того времени	2	2
516	до того	2	2
517	образом в	5	2
518	становится объектом	2	2
519	этом не	2	2
520	в противоположность	2	2
521	не исчерпывается	2	2
522	мысли но	2	2
523	или не	3	2
524	на ней	4	2
525	значительной степени	3	2
526	независимо от	15	2
527	и весь	3	2
528	не все	3	2
529	но даже	2	2
530	бы быть	7	2
