N	2gram	Trubetskoy	Myslijsy
1	потому что	7	182
2	то есть	4	142
3	и в	26	121
4	может быть	10	107
5	в том	11	103
6	то что	7	83
7	что в	9	73
8	и не	8	73
9	только в	4	72
10	не только	10	67
11	а не	5	67
12	таким образом	22	64
13	том что	7	59
14	так как	9	59
15	в этом	15	59
16	но и	9	59
17	то же	4	56
18	не в	2	54
19	если бы	3	53
20	в себе	6	53
21	не может	4	52
22	того что	3	47
23	в нем	4	45
24	и проч	2	45
25	так что	3	39
26	вместе с	15	39
27	что и	6	38
28	так и	6	37
29	при этом	3	37
30	тогда когда	2	36
31	что мы	2	36
32	точно так	3	35
33	и что	4	32
34	а в	4	30
35	но не	8	29
36	между тем	2	29
37	мы можем	2	28
38	для него	3	28
39	не было	2	26
40	отношению к	3	26
41	в то	4	24
42	с тем	18	23
43	как бы	12	23
44	но в	7	22
45	не имеет	5	22
46	с другой	8	22
47	и потому	6	21
48	не менее	3	21
49	в одном	3	20
50	мысль о	2	20
51	заключает в	2	19
52	и как	3	19
53	сказать что	2	19
54	что это	3	19
55	из этих	10	19
56	тем не	3	19
57	о том	6	19
58	того же	6	19
59	для того	5	18
60	еще не	2	18
61	не могут	2	18
62	в самом	4	18
63	в таком	3	18
64	в его	5	17
65	по крайней	5	17
66	крайней мере	5	17
67	точки зрения	13	17
68	что оно	4	17
69	во всяком	6	17
70	уже в	2	17
71	в своем	3	16
72	к тому	6	16
73	в которой	3	16
74	только что	2	16
75	так же	5	16
76	в них	2	16
77	на то	2	16
78	и на	2	16
79	и по	4	15
80	в этих	4	15
81	с одной	7	15
82	что он	4	15
83	прежде всего	2	15
84	с другими	4	15
85	в свою	2	15
86	уже не	3	15
87	мы должны	6	14
88	связи с	9	14
89	в котором	4	14
90	в одно	2	14
91	все же	6	14
92	во всех	2	14
93	же время	2	14
94	что все	4	13
95	и все	2	13
96	те же	2	13
97	образом в	5	13
98	в смысле	4	13
99	из них	7	13
100	как на	8	13
101	никогда не	5	12
102	и вместе	4	12
103	и при	3	12
104	одно из	2	12
105	все это	6	12
106	сих пор	5	12
107	или менее	5	12
108	относится к	2	12
109	более или	5	12
110	всяком случае	6	12
111	до сих	5	12
112	в силу	5	11
113	того чтобы	5	11
114	только для	2	11
115	все что	2	11
116	и если	3	11
117	из себя	2	11
118	если не	2	11
119	мы видели	2	11
120	к нему	7	11
121	и это	2	11
122	и только	4	11
123	одной стороны	7	10
124	и для	5	10
125	хотя бы	3	10
126	в других	3	10
127	тем и	2	10
128	тех пор	2	10
129	и от	4	10
130	он не	4	10
131	и с	10	10
132	но вместе	2	9
133	и даже	3	9
134	и о	3	9
135	далеко не	4	9
136	с точки	6	9
137	один из	2	9
138	во время	4	9
139	можно сказать	3	9
140	так например	2	8
141	по тому	2	8
142	тот же	2	8
143	не как	2	8
144	в глазах	2	8
145	но все	7	8
146	в самой	2	8
147	именно в	2	8
148	в которых	4	8
149	только не	2	8
150	вслед за	2	8
151	от них	2	8
152	на все	2	8
153	и тогда	4	8
154	перестает быть	2	8
155	самого начала	2	7
156	в эту	2	7
157	с самого	3	7
158	связь с	2	7
159	все эти	6	7
160	превращается в	2	7
161	с этой	3	7
162	к одной	2	7
163	из него	2	7
164	них не	2	7
165	что именно	2	7
166	не всегда	2	7
167	в разных	2	7
168	к этому	3	7
169	о котором	2	7
170	не с	2	7
171	этого последнего	2	7
172	несмотря на	6	7
173	в создании	2	6
174	но если	2	6
175	в виду	2	6
176	в образе	2	6
177	в этой	4	6
178	в мире	5	6
179	при таком	2	6
180	на нее	3	6
181	главным образом	8	6
182	и к	5	6
183	для всех	2	6
184	к которому	2	6
185	в виде	4	6
186	его не	2	6
187	к ним	3	6
188	ни было	2	6
189	не могло	2	6
190	же самое	2	6
191	жизни и	2	6
192	ничего общего	2	6
193	лишь в	5	6
194	и сами	2	6
195	в процессе	2	5
196	когда человек	2	5
197	и таким	3	5
198	а с	7	5
199	общего с	2	5
200	состоит в	2	5
201	из которого	3	5
202	если в	3	5
203	убеждение что	2	5
204	можно только	2	5
205	отношение к	5	5
206	и у	8	5
207	в области	9	5
208	что эти	3	5
209	но при	2	5
210	мы имеем	2	5
211	в начале	2	5
212	с течением	3	5
213	одним из	2	5
214	в течение	4	5
215	на этот	4	5
216	и здесь	2	5
217	можно назвать	2	5
218	конечно не	2	5
219	не к	2	5
220	виде в	2	4
221	начиная с	2	4
222	не могла	2	4
223	ее с	2	4
224	том виде	2	4
225	то ни	2	4
226	из этого	2	4
227	не вполне	3	4
228	но с	3	4
229	а так	3	4
230	между этими	2	4
231	не потому	2	4
232	сознании и	2	4
233	по своему	2	4
234	или по	2	4
235	он в	2	4
236	ему в	2	4
237	этой точки	2	4
238	в связи	3	4
239	бы то	2	4
240	с его	2	4
241	еще только	2	4
242	этом отношении	2	4
243	так или	3	4
244	к которым	2	4
245	первое время	2	4
246	взгляд на	2	4
247	в отношении	6	3
248	должно было	2	3
249	одной из	5	3
