N	3gram	Vygotskiy_	Istorich
1	с другой стороны	8	46
2	до сих пор	3	30
3	мы видим что	2	30
4	в этом случае	5	29
5	с одной стороны	10	28
6	так же как	9	27
7	мы знаем что	2	26
8	в том что	33	25
9	не может быть	4	24
10	вместе с тем	4	23
11	но все же	2	23
12	о том что	7	22
13	в связи с	6	17
14	мы видели что	2	16
15	в данном случае	3	15
16	о том как	3	15
17	по отношению к	19	14
18	на то что	5	14
19	в то время	4	13
20	то время как	4	13
21	таким образом мы	2	13
22	как мы видели	4	12
23	что иное как	2	11
24	не что иное	2	11
25	можно было бы	8	10
26	же как и	2	9
27	друг с другом	10	9
28	но вместе с	3	8
29	то же самое	7	8
30	на этот вопрос	5	8
31	приводит нас к	3	8
32	с того что	2	8
33	подобно тому как	6	8
34	в зависимости от	2	8
35	и то что	6	8
36	во всяком случае	2	7
37	что он не	3	7
38	начинается с того	2	7
39	потому что он	7	7
40	с тем что	3	7
41	смысле этого слова	2	7
42	с самого начала	8	6
43	этой точки зрения	7	6
44	с этой точки	7	6
45	мы не можем	2	6
46	это значит что	4	6
47	на самом деле	3	5
48	для того чтобы	20	5
49	в том числе	2	5
50	есть не что	2	5
51	так как это	3	5
52	то что он	3	5
53	в отличие от	3	5
54	в другом месте	4	5
55	том что в	2	5
56	мы видим в	2	5
57	в том чтобы	3	5
58	чем перейти к	2	4
59	в тот момент	4	4
60	состоит в том	7	4
61	можно сказать что	7	4
62	с точки зрения	12	4
63	тот момент когда	4	4
64	вопрос о том	4	4
65	друг на друга	2	4
66	только то что	2	4
67	независимо от того	2	4
68	же самое что	2	4
69	мы нашли что	2	3
70	а не на	2	3
71	только тогда когда	2	3
72	и в области	2	3
73	знает что он	2	3
74	никак не может	2	3
75	не только не	7	3
76	но он не	5	3
77	мы уже говорили	2	3
78	не в состоянии	6	3
79	таким образом в	2	3
80	и тот же	5	3
81	в обоих случаях	2	3
82	одной стороны и	2	3
83	в другом случае	2	3
84	один из них	2	3
85	к тому что	5	3
86	и тем самым	3	3
87	один и тот	5	3
88	само по себе	2	3
89	по сравнению с	9	3
90	то и другое	2	2
91	приводят нас к	2	2
92	в самом деле	6	2
93	лежит в основе	2	2
94	ничего общего с	3	2
95	между собой и	2	2
96	связаны между собой	3	2
97	хотя бы в	2	2
98	ответ на этот	2	2
99	в этом и	2	2
100	сама по себе	4	2
101	друг от друга	5	2
102	если верно что	3	2
103	не могут быть	3	2
104	на вопрос о	4	2
105	к тому чтобы	4	2
106	и не может	3	2
107	это не может	2	2
108	и тем более	2	2
109	из того что	4	2
110	на первый план	2	2
111	том что он	3	2
112	то обстоятельство что	5	2
113	ответить на вопрос	2	2
114	между этими двумя	2	2
115	только в том	2	2
116	таким образом что	2	2
117	того как он	2	2
118	и той же	3	2
119	показывает что в	3	2
120	том числе и	2	2
121	одной и той	3	2
122	в свою очередь	4	2
123	мы имеем дело	2	2
124	к этой группе	2	2
125	вместо того чтобы	5	2
