N	2gram	Losev_Prob	VerxiiNi
1	и в	62	26
2	таким образом	13	22
3	с тем	9	18
4	в этом	25	15
5	вместе с	3	15
6	точки зрения	14	13
7	как бы	11	12
8	в том	35	11
9	не только	33	10
10	и с	11	10
11	может быть	39	10
12	что в	11	9
13	так как	14	9
14	в области	2	9
15	связи с	10	9
16	но и	20	9
17	но не	6	8
18	с другой	14	8
19	и у	2	8
20	и не	56	8
21	как на	2	8
22	но все	5	7
23	в эпоху	2	7
24	к нему	3	7
25	потому что	40	7
26	связанные с	2	7
27	одной стороны	2	7
28	из них	4	7
29	то что	42	7
30	с одной	3	7
31	но в	17	7
32	том что	25	7
33	а с	2	7
34	в отношении	4	6
35	все же	10	6
36	к тому	4	6
37	о том	14	6
38	мы должны	13	6
39	того же	2	6
40	в себе	23	6
41	в конце	7	6
42	несмотря на	4	6
43	всяком случае	8	6
44	что и	11	6
45	с точки	9	6
46	все эти	14	6
47	все это	9	6
48	и потому	13	6
49	так и	16	6
50	во всяком	14	6
51	никогда не	7	5
52	и для	5	5
53	не имеет	12	5
54	более или	2	5
55	так же	11	5
56	и к	9	5
57	того чтобы	4	5
58	в его	10	5
59	крайней мере	9	5
60	для того	5	5
61	а не	28	5
62	по крайней	9	5
63	образом в	2	5
64	сих пор	4	5
65	до сих	4	5
66	или менее	2	5
67	на этот	4	4
68	и от	11	4
69	что все	2	4
70	очень мало	2	4
71	а в	9	4
72	с другими	6	4
73	в котором	3	4
74	в самом	4	4
75	в нем	13	4
76	не может	14	4
77	в смысле	2	4
78	и тогда	3	4
79	в которых	3	4
80	что оно	4	4
81	то есть	63	4
82	из которых	6	4
83	в виде	20	4
84	то же	23	4
85	и что	9	4
86	и по	3	4
87	в этих	6	4
88	только в	33	4
89	что он	16	4
90	и только	10	4
91	он не	10	4
92	ничем не	2	4
93	во время	3	4
94	в этой	10	4
95	в то	18	4
96	учение о	3	4
97	что это	3	3
98	в своем	7	3
99	так или	2	3
100	но с	2	3
101	оказывается что	2	3
102	не вполне	3	3
103	точно так	5	3
104	или иначе	2	3
105	и если	11	3
106	уже не	12	3
107	хотя бы	6	3
108	и нет	2	3
109	к этому	2	3
110	в результате	8	3
111	с ней	5	3
112	в которой	3	3
113	в значительной	2	3
114	тем не	23	3
115	и даже	21	3
116	и как	4	3
117	если бы	9	3
118	же как	5	3
119	в других	2	3
120	при этом	9	3
121	конце концов	4	3
122	не менее	24	3
123	как о	6	3
124	у них	2	3
125	когда он	2	3
126	в качестве	10	3
127	и при	2	3
128	с этой	3	3
129	в связи	9	3
130	и другие	4	3
131	в таком	11	3
132	так что	21	3
133	случае не	7	3
134	ясно что	11	3
135	и о	8	3
136	можно сказать	10	3
137	в одном	4	3
138	того что	10	3
139	для него	4	3
140	по своему	6	2
141	мы видели	2	2
142	сказать что	24	2
143	связан с	2	2
144	для этого	9	2
145	этой точки	2	2
146	и является	6	2
147	из этого	5	2
148	по сравнению	3	2
149	общего с	3	2
150	и это	11	2
151	или иной	20	2
152	а также	6	2
153	на то	6	2
154	утверждать что	3	2
155	в самой	4	2
156	для всех	3	2
157	или по	6	2
158	этот путь	2	2
159	относится к	4	2
160	он в	3	2
161	можно только	3	2
162	одновременно и	4	2
163	мы имеем	7	2
164	в процессе	2	2
165	мы можем	11	2
166	в начале	3	2
167	свидетельствует о	2	2
168	вплоть до	3	2
169	одним из	2	2
170	к одной	2	2
171	еще только	3	2
172	только что	4	2
173	особенно в	2	2
174	при таком	2	2
175	из себя	5	2
176	именно в	4	2
177	конечно не	3	2
178	отличается от	8	2
179	если не	7	2
180	отличаются от	2	2
181	еще на	2	2
182	но если	12	2
183	что мы	12	2
184	в них	6	2
185	только не	6	2
186	и особенно	3	2
187	очень много	4	2
188	и на	4	2
189	и здесь	8	2
190	и действительно	2	2
191	уже в	5	2
192	еще не	12	2
193	для каждого	2	2
194	так чтобы	2	2
195	то или	5	2
196	жизни и	7	2
197	иной раз	5	2
198	что именно	3	2
199	не было	6	2
200	и больше	4	2
201	не в	21	2
202	из него	2	2
203	и наконец	2	2
204	то ни	7	2
205	ничего общего	7	2
206	самой этой	4	2
207	ни было	5	2
208	той или	22	2
209	перестает быть	3	2
210	в одно	4	2
211	и все	13	2
212	но когда	3	2
213	значительной мере	2	2
214	уже давно	3	2
215	в виду	20	2
216	сравнению с	3	2
217	и после	2	2
218	том виде	4	2
219	не к	2	2
220	может ли	2	2
221	быть даже	4	2
222	прежде всего	13	2
223	его не	2	2
224	бы то	5	2
225	исторического развития	2	2
226	или иное	3	2
227	его от	3	2
228	во всех	4	2
229	всех других	2	2
230	в разных	4	2
231	же самое	20	2
232	и сами	3	2
233	то ясно	2	2
234	быть и	3	2
235	по существу	2	2
